time,wind_speed_10m,wind_speed_10m_previous_day1,wind_speed_10m_previous_day2,wind_speed_80m,wind_speed_80m_previous_day1,wind_speed_80m_previous_day2,wind_speed_100m,wind_speed_100m_previous_day1,wind_speed_100m_previous_day2,wind_speed_120m,wind_speed_120m_previous_day1,wind_speed_120m_previous_day2,wind_direction_100m,wind_direction_100m_previous_day1,wind_direction_100m_previous_day2,wind_gusts_10m,wind_gusts_10m_previous_day1,wind_gusts_10m_previous_day2,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,surface_pressure,surface_pressure_previous_day1,surface_pressure_previous_day2
2026-01-30 11:00:00+00:00,5.47,5.62,4.58,8.94,9.21,7.91,9.17,9.45,8.12,9.36,9.64,8.29,62,61,62,11.4,10.5,14.2,2.8,1.7,2.3,953.8,954.0,953.0
2026-01-30 12:00:00+00:00,3.2,4.61,4.35,6.6,8.52,8.18,6.77,8.74,8.39,6.91,8.92,8.56,71,64,65,9.4,11.4,6.7,0.5,-0.7,-1.2,953.2,953.1,953.2
2026-01-30 13:00:00+00:00,3.29,3.99,3.71,7.11,7.7,7.18,7.29,7.9,7.36,7.44,8.07,7.52,63,67,68,5.5,8.5,3.8,-1.8,-2.5,-3.0,953.2,953.1,953.2
2026-01-30 14:00:00+00:00,3.2,4.04,3.65,7.11,7.78,7.0,7.29,7.98,7.19,7.44,8.14,7.34,65,67,69,5.5,6.8,2.1,-2.4,-3.2,-3.8,953.0,953.1,953.0
2026-01-30 15:00:00+00:00,3.4,4.26,3.51,7.22,7.98,6.86,7.4,8.19,7.04,7.56,8.36,7.19,70,68,70,5.5,5.4,3.3,-2.7,-3.4,-4.1,953.0,953.0,952.8
2026-01-30 16:00:00+00:00,3.65,4.25,3.14,7.63,7.89,6.35,7.83,8.1,6.52,7.99,8.27,6.65,71,70,69,6.0,4.5,3.3,-2.8,-3.6,-4.3,952.9,952.9,952.8
2026-01-30 17:00:00+00:00,3.73,4.05,2.34,7.73,7.63,5.46,7.93,7.83,5.6,8.09,7.99,5.72,69,71,70,6.1,3.7,3.0,-2.6,-3.7,-4.5,953.0,952.9,952.9
2026-01-30 18:00:00+00:00,3.15,3.8,1.41,6.82,7.44,3.99,7.0,7.64,4.09,7.15,7.8,4.18,78,70,65,6.1,1.4,2.5,-1.4,-3.9,-5.7,953.1,952.9,953.5
2026-01-30 19:00:00+00:00,3.35,3.6,1.61,7.15,7.3,4.41,7.34,7.48,4.52,7.49,7.64,4.62,73,69,67,5.5,1.2,2.1,-3.1,-4.1,-6.0,953.1,952.8,953.3
2026-01-30 20:00:00+00:00,3.46,3.41,2.04,7.55,7.12,5.05,7.74,7.3,5.18,7.9,7.45,5.29,68,67,68,5.7,0.8,1.8,-3.5,-4.4,-5.8,953.1,952.8,953.1
2026-01-30 21:00:00+00:00,3.66,3.52,2.4,7.92,7.28,5.62,8.12,7.47,5.77,8.29,7.63,5.89,68,65,68,5.9,1.0,1.6,-3.5,-4.8,-6.0,952.9,952.7,952.9
2026-01-30 22:00:00+00:00,3.82,3.71,2.47,8.19,7.78,5.91,8.4,7.98,6.07,8.58,8.15,6.19,67,64,66,6.2,2.4,1.2,-3.5,-4.9,-6.1,952.6,952.3,952.8
2026-01-30 23:00:00+00:00,4.03,3.82,2.57,8.33,8.0,6.19,8.55,8.21,6.35,8.73,8.38,6.48,66,63,64,6.5,3.6,0.8,-3.7,-4.9,-6.1,952.6,952.3,952.8
2026-01-31 00:00:00+00:00,4.18,3.89,3.96,8.36,7.96,8.07,8.57,8.16,8.28,8.75,8.33,8.45,66,63,62,6.9,6.0,1.4,-4.1,-4.0,-5.5,952.3,952.3,952.7
2026-01-31 01:00:00+00:00,4.46,3.8,3.92,8.59,7.77,8.08,8.81,7.97,8.29,9.0,8.13,8.46,65,61,60,7.1,6.3,2.3,-4.3,-4.4,-5.6,952.5,952.5,952.8
2026-01-31 02:00:00+00:00,4.82,3.95,4.08,9.09,8.01,8.18,9.32,8.22,8.4,9.52,8.39,8.57,63,60,60,7.8,6.8,2.5,-3.9,-4.7,-5.6,952.7,952.8,953.0
2026-01-31 03:00:00+00:00,5.01,4.41,4.82,8.87,8.17,8.62,9.1,8.38,8.84,9.29,8.55,9.03,64,60,61,7.9,7.5,3.3,-2.9,-3.4,-4.3,953.2,953.1,953.0
2026-01-31 04:00:00+00:00,5.17,4.97,4.86,8.9,8.42,9.0,9.13,8.64,9.24,9.32,8.82,9.43,61,57,56,9.0,8.9,4.5,0.3,-0.1,-1.3,953.9,953.8,954.0
2026-01-31 05:00:00+00:00,5.73,5.89,5.49,7.99,8.32,8.1,8.2,8.54,8.31,8.37,8.72,8.48,58,53,53,10.5,11.5,7.7,3.0,2.5,0.9,953.9,953.7,954.5
2026-01-31 06:00:00+00:00,6.56,6.2,6.02,8.69,8.34,8.26,8.92,8.56,8.47,9.1,8.74,8.65,56,53,52,12.0,12.5,9.0,4.7,4.0,3.0,953.6,953.3,953.9
2026-01-31 07:00:00+00:00,7.07,6.34,6.23,9.5,8.39,8.49,9.74,8.61,8.71,9.94,8.78,8.89,54,51,51,13.1,13.0,9.2,5.9,5.0,3.7,952.9,952.8,952.8
2026-01-31 08:00:00+00:00,6.74,6.47,6.16,9.11,8.7,8.39,9.35,8.92,8.61,9.54,9.11,8.78,55,54,51,13.1,13.1,9.2,6.7,5.8,4.3,952.4,952.0,952.2
2026-01-31 09:00:00+00:00,6.04,6.15,5.77,8.33,8.38,7.96,8.55,8.6,8.17,8.73,8.78,8.34,54,54,50,12.4,12.9,9.1,6.6,6.5,4.5,951.9,951.5,952.1
2026-01-31 10:00:00+00:00,5.32,5.2,5.17,8.08,8.67,8.07,8.29,8.9,8.28,8.46,9.08,8.45,53,53,51,11.1,12.3,8.8,5.8,5.2,3.8,951.7,951.5,952.0
2026-01-31 11:00:00+00:00,4.77,4.76,5.0,8.39,8.32,8.44,8.61,8.53,8.66,8.79,8.71,8.83,57,58,58,9.4,11.0,8.2,3.7,3.3,2.3,951.6,951.5,951.7
2026-01-31 12:00:00+00:00,3.45,3.13,3.08,7.26,6.8,6.87,7.45,6.98,7.04,7.61,7.12,7.19,58,63,63,8.0,9.3,9.7,1.9,1.6,0.1,951.6,950.9,951.5
2026-01-31 13:00:00+00:00,3.2,2.16,2.06,7.06,5.58,5.44,7.25,5.72,5.58,7.4,5.84,5.7,59,63,67,5.9,6.0,7.2,0.9,0.4,-0.8,951.7,951.4,951.6
2026-01-31 14:00:00+00:00,2.41,1.53,1.56,6.12,4.12,4.15,6.28,4.23,4.25,6.41,4.32,4.34,59,66,70,5.3,3.7,5.0,0.4,-0.3,-0.8,951.8,951.6,951.7
2026-01-31 15:00:00+00:00,1.57,0.89,0.51,4.64,2.43,2.25,4.76,2.49,2.31,4.86,2.54,2.36,62,80,85,4.0,3.6,3.6,0.2,-0.3,-0.2,952.3,951.9,952.3
2026-01-31 16:00:00+00:00,0.83,0.45,0.39,2.99,1.12,1.42,3.07,1.15,1.46,3.13,1.17,1.49,66,92,121,2.6,5.3,2.8,0.3,0.4,0.8,953.0,952.3,952.5
2026-01-31 17:00:00+00:00,0.47,0.75,0.2,1.74,1.18,0.97,1.78,1.21,1.0,1.82,1.23,1.02,101,204,127,1.1,5.8,3.7,0.9,0.5,1.0,953.4,952.8,952.4
2026-01-31 18:00:00+00:00,1.06,0.41,0.11,1.55,0.98,0.61,1.59,1.0,0.63,1.62,1.02,0.64,242,177,119,0.7,4.3,3.5,-0.5,0.6,0.1,953.8,952.8,952.6
2026-01-31 19:00:00+00:00,1.01,0.05,0.18,2.06,0.21,1.15,2.11,0.21,1.18,2.16,0.22,1.2,263,225,102,1.9,4.0,3.5,-1.6,0.3,-0.3,953.8,952.9,952.5
2026-01-31 20:00:00+00:00,0.15,0.25,0.16,0.88,0.41,1.12,0.9,0.42,1.15,0.92,0.43,1.17,326,315,56,1.4,3.2,2.8,-1.4,-1.0,-0.4,954.0,953.2,952.6
2026-01-31 21:00:00+00:00,0.3,0.4,0.18,1.31,0.39,1.59,1.35,0.4,1.63,1.37,0.41,1.67,68,277,50,0.5,2.0,2.3,-1.8,-1.2,-0.9,953.9,953.3,952.8
2026-01-31 22:00:00+00:00,0.46,0.59,0.25,2.21,0.93,0.46,2.26,0.96,0.47,2.31,0.98,0.48,59,276,32,0.8,1.1,1.7,-1.9,-1.4,-1.9,953.8,953.6,953.0
2026-01-31 23:00:00+00:00,0.34,0.38,0.36,2.07,0.78,0.31,2.12,0.8,0.32,2.17,0.82,0.32,63,266,288,0.7,0.9,1.2,-1.6,-1.9,-2.6,954.3,953.6,953.2
2026-02-01 00:00:00+00:00,0.27,0.7,0.05,1.51,1.45,0.31,1.55,1.49,0.32,1.58,1.52,0.32,268,48,108,1.4,1.1,0.9,-3.2,-1.2,-1.2,954.8,953.8,954.5
2026-02-01 01:00:00+00:00,0.55,1.05,0.38,0.79,2.07,1.29,0.81,2.12,1.32,0.82,2.17,1.35,97,45,53,0.9,1.4,0.5,-3.6,-1.7,-2.0,954.1,953.9,954.3
2026-02-01 02:00:00+00:00,1.3,1.35,0.82,2.22,3.24,2.38,2.27,3.33,2.44,2.32,3.4,2.49,50,47,55,1.8,1.3,1.4,-3.8,-1.9,-2.8,953.9,954.3,954.6
2026-02-01 03:00:00+00:00,2.28,2.57,1.36,5.0,4.93,3.12,5.13,5.05,3.2,5.23,5.16,3.27,60,64,67,4.0,3.3,2.5,-2.0,-1.1,-1.5,954.7,955.0,955.2
2026-02-01 04:00:00+00:00,2.79,3.27,2.5,5.77,4.71,3.48,5.92,4.83,3.57,6.04,4.93,3.64,60,64,59,5.2,5.1,2.6,0.1,1.2,0.8,955.7,955.5,955.8
2026-02-01 05:00:00+00:00,2.65,3.01,3.47,3.65,4.42,4.4,3.74,4.53,4.51,3.82,4.63,4.61,56,56,51,5.7,6.8,4.9,1.9,2.5,2.6,956.4,955.8,956.1
2026-02-01 06:00:00+00:00,2.44,2.87,4.05,3.08,3.5,5.15,3.16,3.59,5.28,3.22,3.67,5.39,49,55,55,7.1,6.8,5.9,3.5,3.6,4.1,956.7,955.9,956.0
2026-02-01 07:00:00+00:00,3.25,3.05,4.38,4.04,3.76,5.57,4.15,3.86,5.72,4.23,3.94,5.84,56,48,50,6.9,6.8,7.3,5.5,4.7,4.9,956.2,955.4,955.4
2026-02-01 08:00:00+00:00,3.62,3.22,4.28,4.45,4.02,5.54,4.56,4.12,5.69,4.66,4.21,5.8,55,51,51,7.7,5.8,7.5,6.3,5.2,5.1,955.7,954.8,955.0
2026-02-01 09:00:00+00:00,3.57,3.26,3.92,4.48,4.14,5.11,4.59,4.25,5.24,4.69,4.34,5.35,52,53,49,7.6,5.3,7.5,6.3,5.7,5.5,955.5,955.0,955.2
2026-02-01 10:00:00+00:00,3.33,3.01,3.5,4.49,4.2,4.91,4.61,4.31,5.03,4.71,4.4,5.14,53,55,49,7.2,4.9,7.5,5.6,5.3,5.3,955.7,955.1,955.2
2026-02-01 11:00:00+00:00,2.68,2.97,3.11,5.17,5.54,5.87,5.3,5.69,6.02,5.41,5.8,6.14,61,61,56,6.2,5.1,7.2,3.6,3.5,3.6,955.3,954.8,955.0
2026-02-01 12:00:00+00:00,1.97,2.14,2.35,4.63,4.99,5.76,4.75,5.12,5.91,4.84,5.23,6.03,70,71,62,4.5,3.0,3.8,0.9,0.2,1.0,954.9,954.0,954.7
2026-02-01 13:00:00+00:00,1.9,2.26,2.33,4.35,5.49,5.91,4.46,5.64,6.06,4.56,5.75,6.19,77,69,64,2.8,2.9,3.0,0.9,0.7,0.3,955.3,954.5,954.9
2026-02-01 14:00:00+00:00,2.25,2.21,2.32,5.14,5.46,5.87,5.28,5.6,6.03,5.38,5.72,6.15,75,70,67,3.6,2.9,2.7,0.9,0.5,0.1,955.3,954.7,955.0
2026-02-01 15:00:00+00:00,2.21,2.25,2.65,5.21,5.62,6.32,5.34,5.77,6.49,5.46,5.89,6.62,71,68,65,3.7,2.9,2.9,0.5,0.3,-0.1,955.3,954.5,955.0
2026-02-01 16:00:00+00:00,2.15,2.4,2.7,5.35,5.72,6.34,5.49,5.87,6.5,5.6,5.99,6.63,70,70,67,3.6,3.2,2.8,0.3,-0.1,-0.3,955.2,954.6,954.9
2026-02-01 17:00:00+00:00,2.16,2.37,2.7,5.43,5.6,6.41,5.57,5.74,6.58,5.69,5.86,6.72,66,70,66,3.7,3.3,2.9,-0.5,-0.5,-0.5,954.9,954.5,954.9
2026-02-01 18:00:00+00:00,2.25,2.29,2.3,5.86,5.36,5.82,6.02,5.5,5.97,6.14,5.62,6.1,65,71,65,4.1,3.2,2.3,-0.1,-0.3,-0.8,955.4,954.1,954.5
2026-02-01 19:00:00+00:00,2.35,2.7,2.16,6.07,6.17,5.56,6.23,6.33,5.71,6.36,6.46,5.82,67,65,66,3.9,3.0,2.6,-0.5,-0.6,-1.1,955.2,954.0,954.4
2026-02-01 20:00:00+00:00,2.61,2.8,2.4,6.24,6.48,5.89,6.4,6.65,6.04,6.53,6.78,6.16,68,66,64,4.5,3.1,2.8,-1.0,-0.8,-1.3,955.2,954.0,954.3
2026-02-01 21:00:00+00:00,2.32,2.75,2.46,5.64,6.47,5.97,5.78,6.64,6.13,5.9,6.78,6.26,68,65,65,4.4,3.7,3.2,-1.5,-1.1,-1.3,955.1,954.2,954.2
2026-02-01 22:00:00+00:00,2.75,2.66,2.56,6.32,6.24,6.02,6.49,6.4,6.17,6.62,6.53,6.3,65,65,65,4.6,4.7,3.7,-1.7,-1.4,-1.5,955.0,954.3,954.1
2026-02-01 23:00:00+00:00,3.1,2.75,2.61,6.74,6.26,6.0,6.91,6.42,6.15,7.05,6.56,6.28,65,66,66,5.2,5.3,4.6,-1.9,-1.8,-1.9,955.1,954.3,954.0
2026-02-02 00:00:00+00:00,3.25,3.2,2.75,7.13,6.67,6.26,7.31,6.84,6.42,7.46,6.99,6.55,64,65,63,5.3,6.4,5.2,-2.0,-2.0,-2.1,955.0,954.3,954.0
2026-02-02 01:00:00+00:00,3.0,3.15,2.75,6.89,6.63,6.22,7.07,6.8,6.38,7.22,6.94,6.51,66,63,61,5.5,6.9,5.6,-2.7,-2.3,-2.3,954.9,954.3,954.0
2026-02-02 02:00:00+00:00,2.95,2.95,2.9,6.58,6.41,6.39,6.75,6.57,6.56,6.89,6.71,6.69,64,63,61,5.0,7.1,6.1,-3.1,-2.7,-2.5,955.0,954.6,954.1
2026-02-02 03:00:00+00:00,3.87,3.35,3.41,7.17,6.3,6.37,7.36,6.46,6.53,7.51,6.6,6.67,62,64,62,6.0,7.3,7.0,-1.8,-1.7,-1.3,955.7,955.0,954.4
2026-02-02 04:00:00+00:00,4.25,3.7,3.58,8.54,7.61,7.04,8.77,7.8,7.22,8.95,7.97,7.37,64,63,62,7.0,9.3,8.6,1.6,1.7,2.0,956.3,955.6,955.0
2026-02-02 05:00:00+00:00,4.95,4.64,4.39,7.16,6.6,6.38,7.35,6.77,6.55,7.5,6.91,6.68,60,56,57,9.3,11.9,11.6,4.2,4.1,4.8,956.2,955.6,955.1
2026-02-02 06:00:00+00:00,6.19,5.24,5.29,8.38,7.07,7.13,8.6,7.25,7.31,8.78,7.4,7.46,56,53,54,11.2,13.7,12.7,6.0,5.7,6.5,955.8,955.7,954.8
2026-02-02 07:00:00+00:00,6.55,5.6,5.9,8.84,7.47,7.99,9.07,7.66,8.2,9.26,7.82,8.37,56,54,55,12.4,14.7,13.5,6.9,6.9,7.8,955.1,954.8,954.1
2026-02-02 08:00:00+00:00,6.74,5.85,6.49,9.17,7.86,8.79,9.41,8.06,9.01,9.61,8.23,9.2,54,54,56,12.5,15.4,14.2,7.6,7.8,8.6,954.6,953.9,953.3
2026-02-02 09:00:00+00:00,6.45,5.88,6.15,9.2,8.07,8.61,9.44,8.28,8.84,9.64,8.45,9.02,54,53,55,12.4,15.4,14.4,7.9,8.0,8.7,954.1,953.7,953.0
2026-02-02 10:00:00+00:00,5.2,4.95,4.67,8.08,7.64,7.28,8.29,7.84,7.47,8.46,8.0,7.63,51,52,52,11.7,15.0,14.3,7.1,7.2,7.8,954.0,953.7,953.1
2026-02-02 11:00:00+00:00,3.89,3.88,1.51,7.57,7.42,4.11,7.77,7.62,4.22,7.93,7.77,4.31,54,60,41,9.2,13.7,13.7,5.3,5.3,5.0,953.7,953.3,953.8
2026-02-02 12:00:00+00:00,0.15,2.01,2.18,2.62,5.3,5.51,2.69,5.44,5.66,2.75,5.55,5.77,42,62,64,6.6,10.4,11.8,2.0,1.7,1.8,954.2,952.8,952.6
2026-02-02 13:00:00+00:00,1.05,1.5,1.59,1.61,3.81,4.19,1.65,3.91,4.3,1.68,3.99,4.39,178,69,67,1.3,3.5,6.9,0.6,0.6,0.6,954.9,953.1,952.7
2026-02-02 14:00:00+00:00,1.19,1.05,1.44,2.01,2.99,3.75,2.07,3.07,3.85,2.11,3.13,3.93,97,66,64,1.6,3.6,2.8,0.2,0.0,0.0,954.0,953.1,952.7
2026-02-02 15:00:00+00:00,2.3,1.25,1.63,5.29,3.03,4.32,5.42,3.11,4.43,5.54,3.18,4.52,67,66,62,3.8,2.9,2.8,0.8,-0.4,-0.6,953.7,953.0,952.5
2026-02-02 16:00:00+00:00,2.2,1.39,1.62,5.6,3.6,4.47,5.75,3.69,4.59,5.87,3.77,4.68,65,63,61,4.0,2.6,3.2,0.7,-1.1,-1.0,953.3,952.6,952.5
2026-02-02 17:00:00+00:00,1.81,1.46,1.17,4.91,3.58,3.34,5.04,3.67,3.43,5.15,3.75,3.5,60,70,67,3.5,2.8,3.7,-0.1,-1.1,-1.7,952.9,952.4,952.4
2026-02-02 18:00:00+00:00,2.04,1.74,1.42,5.27,3.87,2.53,5.41,3.97,2.6,5.52,4.05,2.65,62,76,106,3.3,3.2,4.1,-0.2,-0.8,-0.3,952.4,952.0,952.5
2026-02-02 19:00:00+00:00,2.38,2.17,1.7,5.87,5.06,3.79,6.03,5.19,3.89,6.15,5.29,3.97,67,71,70,4.1,3.6,4.1,-1.2,-0.8,0.1,951.7,951.6,952.1
2026-02-02 20:00:00+00:00,2.64,2.52,2.13,6.31,5.89,5.28,6.47,6.05,5.41,6.61,6.17,5.52,67,67,65,4.3,4.2,5.0,-1.3,-0.8,0.5,951.5,951.1,951.7
2026-02-02 21:00:00+00:00,3.13,2.84,2.1,6.91,6.31,5.32,7.09,6.47,5.46,7.23,6.61,5.57,70,69,64,5.0,4.5,5.0,-1.7,-1.0,-0.7,951.1,950.8,951.1
2026-02-02 22:00:00+00:00,3.36,2.84,1.79,7.41,6.35,4.94,7.6,6.52,5.07,7.76,6.65,5.17,68,69,59,5.4,4.9,5.3,-1.6,-1.6,-1.3,950.7,950.1,950.8
2026-02-02 23:00:00+00:00,3.45,2.62,1.57,7.51,6.37,4.46,7.71,6.53,4.57,7.87,6.67,4.67,69,66,60,5.6,4.9,5.5,-1.7,-1.7,-1.7,950.7,950.0,951.0
2026-02-03 00:00:00+00:00,4.02,1.54,1.63,8.23,4.66,4.6,8.44,4.78,4.72,8.61,4.88,4.82,68,59,62,5.7,5.0,4.4,-1.4,-2.4,-1.6,950.7,950.4,951.4
2026-02-03 01:00:00+00:00,2.95,0.99,1.42,7.13,2.36,4.15,7.32,2.43,4.25,7.47,2.48,4.34,68,76,60,6.5,4.7,3.2,-1.9,-2.7,-2.0,950.7,951.0,951.4
2026-02-03 02:00:00+00:00,1.75,1.45,0.96,4.86,3.34,3.16,4.99,3.43,3.24,5.09,3.5,3.31,66,71,56,4.8,4.7,4.1,-2.9,-2.7,-2.3,951.1,951.2,952.2
2026-02-03 03:00:00+00:00,0.57,0.99,0.96,1.49,2.41,1.9,1.53,2.47,1.95,1.57,2.52,1.99,71,83,93,2.9,4.1,4.6,-1.3,-0.5,-0.2,953.0,952.6,953.3
2026-02-03 04:00:00+00:00,0.94,1.82,1.21,1.18,2.6,1.4,1.21,2.67,1.43,1.24,2.73,1.46,142,218,119,2.6,3.1,4.3,2.2,3.0,3.2,954.1,954.0,954.2
2026-02-03 05:00:00+00:00,0.7,2.52,1.5,0.97,3.35,1.94,0.99,3.43,1.99,1.01,3.51,2.03,131,254,258,3.4,4.0,3.2,4.9,5.1,4.7,954.3,954.3,954.7
2026-02-03 06:00:00+00:00,2.02,3.8,2.92,2.6,4.93,3.72,2.67,5.06,3.82,2.72,5.17,3.9,247,253,256,3.7,4.5,2.6,6.1,5.4,5.5,954.9,954.6,954.4
2026-02-03 07:00:00+00:00,2.61,3.61,2.84,3.29,4.69,3.62,3.37,4.82,3.71,3.44,4.92,3.79,249,260,256,5.8,3.2,2.4,7.4,6.0,6.4,954.3,954.4,954.2
2026-02-03 08:00:00+00:00,2.9,2.4,1.98,3.63,3.07,2.52,3.72,3.15,2.58,3.8,3.22,2.63,264,268,248,6.4,2.3,4.1,8.4,7.2,7.0,953.7,953.7,953.5
2026-02-03 09:00:00+00:00,2.55,2.4,2.34,3.18,3.12,2.95,3.26,3.2,3.03,3.33,3.27,3.09,266,272,248,6.2,3.1,4.8,8.6,7.2,7.6,953.6,953.9,953.4
2026-02-03 10:00:00+00:00,1.62,1.75,3.35,3.3,2.39,4.78,3.38,2.45,4.9,3.45,2.5,5.0,257,268,269,5.4,3.4,5.9,7.2,7.0,7.2,953.6,954.4,954.0
2026-02-03 11:00:00+00:00,1.66,1.4,2.17,3.64,3.12,4.65,3.73,3.2,4.77,3.81,3.27,4.87,252,267,255,2.7,3.1,6.3,4.9,4.4,5.1,953.3,954.5,954.2
2026-02-03 12:00:00+00:00,1.84,2.11,1.8,3.8,4.74,4.03,3.9,4.86,4.14,3.98,4.96,4.22,239,266,245,2.8,4.9,5.9,2.2,1.2,1.7,953.0,954.1,954.4
2026-02-03 13:00:00+00:00,2.19,2.13,2.7,4.81,4.32,5.89,4.93,4.44,6.04,5.04,4.53,6.16,250,230,244,3.3,5.4,5.1,1.1,2.2,2.1,953.7,955.2,955.0
2026-02-03 14:00:00+00:00,2.07,3.24,3.85,4.51,6.26,7.45,4.62,6.42,7.64,4.72,6.56,7.8,231,238,249,3.7,6.4,5.5,2.8,2.4,2.1,954.2,955.6,955.6
2026-02-03 15:00:00+00:00,2.26,3.61,3.68,5.14,7.05,6.91,5.28,7.23,7.09,5.39,7.38,7.23,257,246,250,3.5,6.5,5.5,1.9,2.5,2.2,954.6,955.8,956.1
2026-02-03 16:00:00+00:00,3.88,3.05,3.8,6.92,6.37,6.55,7.1,6.54,6.72,7.25,6.67,6.85,238,249,238,6.2,6.2,6.1,2.1,1.8,2.1,955.3,956.0,956.4
2026-02-03 17:00:00+00:00,4.08,3.18,3.58,7.53,6.2,6.44,7.73,6.36,6.6,7.89,6.49,6.74,240,252,238,7.1,6.0,6.1,2.8,1.8,2.5,955.7,956.4,956.7
2026-02-03 18:00:00+00:00,2.05,3.19,2.8,4.47,6.44,5.21,4.59,6.6,5.34,4.68,6.74,5.45,241,246,232,6.9,6.0,5.5,2.7,2.5,2.8,956.2,955.8,956.4
2026-02-03 19:00:00+00:00,2.15,2.68,2.7,3.79,6.13,5.15,3.89,6.29,5.28,3.97,6.42,5.39,233,258,241,3.3,6.6,5.5,2.7,1.7,2.7,956.2,956.1,956.7
2026-02-03 20:00:00+00:00,3.08,3.6,3.53,6.04,7.06,6.01,6.2,7.24,6.17,6.33,7.39,6.29,246,251,229,4.9,6.9,5.4,3.0,2.0,2.7,956.4,956.8,956.8
2026-02-03 21:00:00+00:00,2.55,3.17,3.52,5.48,6.32,6.39,5.63,6.48,6.56,5.74,6.62,6.7,240,250,232,5.5,7.0,5.2,2.7,2.5,2.8,956.9,957.3,956.9
2026-02-03 22:00:00+00:00,1.59,3.14,3.61,4.04,6.21,6.61,4.15,6.37,6.78,4.23,6.5,6.92,257,255,246,4.2,6.4,5.7,2.1,2.6,2.8,956.8,957.3,957.3
2026-02-03 23:00:00+00:00,2.07,3.11,4.34,4.49,6.0,7.42,4.61,6.16,7.62,4.7,6.28,7.77,255,249,255,3.3,6.1,7.7,2.0,2.6,2.3,957.2,957.5,957.8
2026-02-04 00:00:00+00:00,2.84,4.31,4.01,5.08,7.42,6.39,5.21,7.61,6.55,5.32,7.77,6.69,236,241,228,5.1,6.5,5.9,2.5,2.6,2.4,957.4,958.1,958.3
2026-02-04 01:00:00+00:00,2.77,3.79,3.31,5.16,6.7,6.0,5.29,6.87,6.16,5.4,7.01,6.29,231,241,238,4.7,9.5,7.2,2.3,2.5,2.4,957.7,958.2,958.7
2026-02-04 02:00:00+00:00,2.91,3.83,3.48,5.43,6.8,6.13,5.57,6.98,6.29,5.68,7.12,6.42,230,238,242,4.8,10.1,7.2,2.5,2.4,2.3,958.3,958.5,959.1
