time,wind_speed_100m,wind_speed_100m_previous_day1,wind_speed_100m_previous_day2,wind_speed_10m,wind_speed_10m_previous_day1,wind_speed_10m_previous_day2,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2
2026-02-02 14:00:00+00:00,2.46,2.42,4.86,1.66,1.96,1.91,1.0,-0.3,0.2
2026-02-02 15:00:00+00:00,3.06,2.0,4.77,1.84,1.66,1.84,0.1,-1.1,-0.6
2026-02-02 16:00:00+00:00,3.64,2.47,5.52,2.01,1.77,2.16,-0.5,-1.3,-1.1
2026-02-02 17:00:00+00:00,4.06,3.16,6.54,2.1,1.92,2.45,-0.9,-1.7,-1.4
2026-02-02 18:00:00+00:00,5.36,3.29,6.77,2.5,2.2,2.77,-1.8,-1.6,-1.7
2026-02-02 19:00:00+00:00,6.57,4.54,7.72,2.89,2.42,2.71,-2.1,-1.9,-1.8
2026-02-02 20:00:00+00:00,7.69,6.3,8.86,3.18,2.82,3.3,-2.2,-2.4,-1.9
2026-02-02 21:00:00+00:00,8.18,7.27,9.12,3.22,3.03,3.21,-2.2,-2.3,-1.9
2026-02-02 22:00:00+00:00,8.61,8.09,9.48,3.3,3.3,3.41,-2.0,-2.1,-1.9
2026-02-02 23:00:00+00:00,8.55,8.09,9.64,3.3,3.3,3.61,-2.1,-2.2,-1.9
2026-02-03 00:00:00+00:00,8.8,7.63,6.5,3.41,3.08,1.99,-2.9,-2.5,-2.2
2026-02-03 01:00:00+00:00,8.0,7.6,3.23,2.93,3.14,2.11,-2.9,-2.7,-2.5
2026-02-03 02:00:00+00:00,6.45,7.19,1.32,2.06,2.73,2.76,-2.8,-2.8,-3.6
2026-02-03 03:00:00+00:00,3.55,5.42,4.06,1.66,2.11,2.9,-2.0,-2.1,-3.0
2026-02-03 04:00:00+00:00,1.06,2.17,3.77,2.02,1.77,2.15,-0.3,0.2,-0.1
2026-02-03 05:00:00+00:00,1.28,1.53,3.1,1.63,2.6,1.5,2.7,2.3,3.4
2026-02-03 06:00:00+00:00,1.87,1.86,1.01,1.58,1.8,0.58,4.8,4.7,5.4
2026-02-03 07:00:00+00:00,1.39,1.2,1.18,1.22,1.14,1.12,6.3,5.7,7.0
2026-02-03 08:00:00+00:00,1.71,0.57,2.47,1.48,0.54,2.3,7.4,6.7,8.1
2026-02-03 09:00:00+00:00,1.8,1.84,3.27,1.71,1.79,3.03,8.0,7.6,8.5
2026-02-03 10:00:00+00:00,2.11,2.2,4.22,1.93,1.99,3.81,8.1,7.6,8.0
2026-02-03 11:00:00+00:00,2.89,2.38,6.18,2.33,1.92,3.91,7.5,7.0,6.7
2026-02-03 12:00:00+00:00,2.94,6.47,7.8,2.02,3.2,3.33,5.6,4.9,4.9
2026-02-03 13:00:00+00:00,3.42,7.97,7.88,2.25,3.69,3.47,2.8,2.7,3.9
2026-02-03 14:00:00+00:00,4.03,8.84,7.58,2.25,4.34,3.72,1.7,1.8,3.4
2026-02-03 15:00:00+00:00,4.77,8.77,7.64,2.75,4.22,3.68,1.8,2.2,3.4
2026-02-03 16:00:00+00:00,6.05,8.53,7.51,3.26,4.12,4.05,1.8,2.3,3.2
2026-02-03 17:00:00+00:00,6.87,8.52,6.45,3.04,3.96,3.4,1.9,2.5,3.4
2026-02-03 18:00:00+00:00,5.65,8.58,6.84,2.5,3.96,3.69,2.0,2.0,2.7
2026-02-03 19:00:00+00:00,6.83,9.36,7.3,3.18,4.46,3.61,2.2,2.0,2.6
2026-02-03 20:00:00+00:00,9.27,9.27,7.13,4.67,4.6,3.55,2.6,2.5,2.5
2026-02-03 21:00:00+00:00,8.94,8.89,6.97,4.83,4.31,3.41,3.1,2.7,2.9
2026-02-03 22:00:00+00:00,8.02,9.21,8.07,4.12,4.07,3.78,3.4,2.5,2.6
2026-02-03 23:00:00+00:00,7.57,8.45,9.64,3.61,4.05,5.17,3.1,2.1,2.8
2026-02-04 00:00:00+00:00,6.75,9.8,7.23,3.06,4.3,4.0,2.7,2.9,2.4
2026-02-04 01:00:00+00:00,6.67,12.3,8.87,2.97,6.32,4.75,2.6,2.6,2.9
2026-02-04 02:00:00+00:00,6.89,11.3,8.94,3.44,6.48,4.67,2.4,2.7,3.0
2026-02-04 03:00:00+00:00,7.37,10.88,8.86,4.11,5.74,4.74,2.6,3.2,3.2
2026-02-04 04:00:00+00:00,8.24,9.52,8.24,4.74,5.3,4.61,3.2,3.8,4.0
2026-02-04 05:00:00+00:00,8.37,8.37,6.79,5.34,5.2,4.58,3.8,4.3,4.9
2026-02-04 06:00:00+00:00,6.09,7.91,8.83,5.04,5.58,6.58,5.2,5.0,4.5
2026-02-04 07:00:00+00:00,5.25,6.98,7.54,4.56,6.1,6.13,6.0,5.7,4.8
2026-02-04 08:00:00+00:00,4.7,7.1,6.97,4.3,6.22,6.09,6.8,6.7,5.4
2026-02-04 09:00:00+00:00,4.74,7.41,6.84,4.34,6.39,6.0,7.5,7.2,6.0
2026-02-04 10:00:00+00:00,4.43,7.3,6.62,3.94,6.2,5.73,7.8,7.0,6.3
2026-02-04 11:00:00+00:00,3.78,6.84,6.14,3.18,5.39,4.88,7.3,6.4,5.9
2026-02-04 12:00:00+00:00,1.86,3.26,3.59,0.98,1.7,2.06,6.4,5.9,6.4
2026-02-04 13:00:00+00:00,1.12,0.98,2.72,0.92,0.14,1.57,4.2,4.4,4.2
2026-02-04 14:00:00+00:00,5.21,2.08,0.9,2.62,1.5,1.26,1.9,2.6,2.3
2026-02-04 15:00:00+00:00,8.96,5.13,2.98,4.12,2.3,2.04,1.2,1.1,1.0
2026-02-04 16:00:00+00:00,9.86,8.65,7.84,4.66,3.74,3.67,0.8,0.8,0.8
2026-02-04 17:00:00+00:00,10.81,9.85,9.48,5.11,4.25,4.34,0.6,0.8,0.5
2026-02-04 18:00:00+00:00,11.52,10.32,10.08,5.42,4.66,4.74,0.6,0.6,0.7
2026-02-04 19:00:00+00:00,11.79,11.25,10.92,5.64,5.28,5.14,0.5,0.5,0.6
2026-02-04 20:00:00+00:00,13.1,12.75,11.85,6.69,6.18,5.64,0.3,0.6,0.6
2026-02-04 21:00:00+00:00,14.38,13.34,12.87,7.34,6.62,6.44,0.3,0.7,0.7
2026-02-04 22:00:00+00:00,14.88,14.26,14.1,7.75,7.16,7.34,0.3,0.6,0.7
2026-02-04 23:00:00+00:00,15.69,15.31,15.4,8.37,7.93,8.24,0.4,0.7,0.8
2026-02-05 00:00:00+00:00,17.64,18.03,17.39,9.88,9.75,9.22,0.1,0.5,0.7
2026-02-05 01:00:00+00:00,18.34,19.59,17.08,10.29,10.82,9.08,0.1,0.6,0.7
2026-02-05 02:00:00+00:00,19.77,20.27,17.94,11.14,11.27,9.75,0.0,0.5,0.7
2026-02-05 03:00:00+00:00,19.93,20.77,18.94,11.18,11.72,10.6,0.4,0.8,1.0
2026-02-05 04:00:00+00:00,18.78,20.92,19.83,11.23,12.57,12.12,1.9,2.4,2.7
2026-02-05 05:00:00+00:00,17.41,19.76,20.01,11.54,13.24,13.37,3.5,4.2,4.4
2026-02-05 06:00:00+00:00,15.54,19.89,18.8,11.41,14.41,13.87,5.7,5.6,5.3
2026-02-05 07:00:00+00:00,15.13,19.34,19.03,11.29,14.45,14.35,6.9,6.7,6.4
2026-02-05 08:00:00+00:00,14.82,18.71,18.59,11.12,13.96,14.23,7.7,7.5,7.3
2026-02-05 09:00:00+00:00,13.85,18.01,18.69,10.45,13.41,14.07,8.2,7.9,8.1
2026-02-05 10:00:00+00:00,12.72,17.58,18.19,9.4,12.54,13.26,8.1,7.9,8.2
2026-02-05 11:00:00+00:00,12.04,16.62,17.88,8.01,11.23,12.29,7.3,7.4,7.7
2026-02-05 12:00:00+00:00,12.03,13.45,16.15,6.14,7.02,8.86,4.7,5.7,6.9
2026-02-05 13:00:00+00:00,11.09,12.13,14.35,4.74,5.55,7.12,3.1,4.1,5.7
2026-02-05 14:00:00+00:00,10.91,11.08,11.86,4.39,4.81,5.37,2.1,2.8,4.7
2026-02-05 15:00:00+00:00,10.66,10.84,10.73,3.99,4.62,4.49,1.5,2.1,3.4
2026-02-05 16:00:00+00:00,10.14,10.57,10.17,3.61,4.37,4.22,1.0,1.9,2.3
2026-02-05 17:00:00+00:00,9.46,10.44,9.54,3.18,4.27,3.81,0.8,2.0,1.8
2026-02-05 18:00:00+00:00,8.22,10.04,10.01,2.6,3.98,3.96,0.2,1.2,1.7
2026-02-05 19:00:00+00:00,6.91,9.91,9.81,2.38,3.88,3.64,-0.1,1.0,1.6
2026-02-05 20:00:00+00:00,6.48,9.57,9.24,2.21,3.63,3.34,-0.4,1.0,1.4
2026-02-05 21:00:00+00:00,6.42,9.3,8.86,2.34,3.34,3.2,-0.7,0.9,1.3
2026-02-05 22:00:00+00:00,6.94,8.92,8.5,2.5,3.11,3.0,-0.8,0.9,1.0
2026-02-05 23:00:00+00:00,7.22,7.72,7.95,2.35,2.57,2.62,-0.7,0.9,0.9
2026-02-06 00:00:00+00:00,6.44,2.58,3.75,2.46,2.31,1.87,-0.5,-0.6,0.8
2026-02-06 01:00:00+00:00,5.61,1.53,1.18,2.2,2.1,2.91,-0.5,-0.9,-0.6
2026-02-06 02:00:00+00:00,3.66,1.24,4.23,1.61,1.97,2.83,-0.1,-0.8,-0.3
2026-02-06 03:00:00+00:00,1.25,4.04,6.42,2.42,2.77,3.16,-0.2,-0.5,0.4
2026-02-06 04:00:00+00:00,5.03,4.62,6.42,2.72,2.39,3.05,1.1,1.7,3.1
2026-02-06 05:00:00+00:00,5.52,6.01,7.78,3.06,3.02,4.61,3.2,4.2,5.6
2026-02-06 06:00:00+00:00,7.1,10.3,14.28,4.62,6.46,8.01,5.2,5.2,6.7
2026-02-06 07:00:00+00:00,7.95,14.03,14.5,5.83,10.06,10.74,6.2,6.7,8.1
2026-02-06 08:00:00+00:00,10.53,15.94,15.83,7.83,11.64,11.67,7.5,6.6,8.0
2026-02-06 09:00:00+00:00,13.6,16.3,15.9,9.57,11.5,11.54,7.0,5.7,7.8
2026-02-06 10:00:00+00:00,16.14,15.77,16.3,10.77,10.53,11.5,6.4,5.0,6.8
2026-02-06 11:00:00+00:00,16.96,16.42,16.79,10.82,10.12,11.15,5.6,4.7,5.6
2026-02-06 12:00:00+00:00,18.49,17.43,16.78,11.11,10.25,10.58,4.2,4.3,5.4
2026-02-06 13:00:00+00:00,18.16,17.63,16.67,11.16,10.44,10.69,3.5,4.1,4.7
2026-02-06 14:00:00+00:00,16.61,17.22,15.31,10.42,10.21,9.71,2.5,3.6,3.8
2026-02-06 15:00:00+00:00,14.38,15.83,14.85,8.88,9.4,9.18,1.6,3.1,3.3
2026-02-06 16:00:00+00:00,13.77,13.42,13.98,8.54,8.01,8.54,1.1,2.4,2.9
2026-02-06 17:00:00+00:00,13.45,13.04,13.91,8.3,6.86,8.39,0.8,2.0,2.5
2026-02-06 18:00:00+00:00,15.2,12.4,10.68,9.54,7.22,6.73,1.2,1.5,2.3
2026-02-06 19:00:00+00:00,13.81,11.7,10.02,8.52,6.37,5.9,0.9,1.3,2.1
2026-02-06 20:00:00+00:00,12.55,10.94,8.9,7.42,5.35,4.86,0.7,1.2,1.8
2026-02-06 21:00:00+00:00,11.23,10.29,8.7,6.06,4.92,4.52,0.6,0.9,1.6
2026-02-06 22:00:00+00:00,10.08,9.49,8.31,5.02,4.57,4.3,0.6,0.7,1.1
2026-02-06 23:00:00+00:00,9.03,9.62,8.32,4.24,4.52,4.58,0.4,0.7,1.0
2026-02-07 00:00:00+00:00,8.24,6.51,6.63,3.7,3.26,3.68,0.5,0.5,1.0
2026-02-07 01:00:00+00:00,6.02,5.3,5.25,2.48,2.69,3.18,0.5,0.5,1.0
2026-02-07 02:00:00+00:00,3.4,3.33,4.02,0.94,1.91,2.24,-0.0,0.4,1.0
2026-02-07 03:00:00+00:00,0.78,1.64,2.19,0.67,0.85,1.39,-0.1,0.3,0.8
2026-02-07 04:00:00+00:00,2.43,1.98,2.58,1.77,1.97,2.2,0.6,1.3,1.7
2026-02-07 05:00:00+00:00,5.08,4.74,4.79,4.22,4.08,3.98,2.1,2.3,3.1
2026-02-07 06:00:00+00:00,5.52,4.96,3.96,4.79,4.33,3.75,3.5,3.6,4.4
2026-02-07 07:00:00+00:00,5.6,5.41,4.21,4.88,4.78,3.94,4.4,4.7,5.2
2026-02-07 08:00:00+00:00,4.37,5.08,4.16,3.94,4.57,3.85,4.8,5.1,5.4
2026-02-07 09:00:00+00:00,2.85,4.12,3.64,2.69,3.71,3.4,4.8,4.8,5.2
2026-02-07 10:00:00+00:00,1.47,2.85,3.18,1.4,2.55,2.8,4.5,4.2,4.8
2026-02-07 11:00:00+00:00,3.75,1.86,2.98,3.23,1.5,2.56,3.5,3.7,4.4
2026-02-07 12:00:00+00:00,5.69,5.49,1.39,4.44,4.32,1.14,1.9,1.5,3.0
2026-02-07 13:00:00+00:00,8.52,8.8,4.64,5.73,5.55,3.29,0.5,-0.2,0.7
2026-02-07 14:00:00+00:00,10.1,10.27,9.58,5.82,6.75,5.42,0.1,-0.4,0.3
2026-02-07 15:00:00+00:00,9.98,10.24,10.91,6.45,6.53,6.99,-0.2,-0.6,0.1
2026-02-07 16:00:00+00:00,9.89,11.63,11.06,6.09,6.89,6.89,-0.6,-0.6,-0.1
2026-02-07 17:00:00+00:00,10.1,12.07,10.16,6.33,7.32,6.2,-0.7,-0.6,-0.1
2026-02-07 18:00:00+00:00,11.5,12.57,9.73,6.91,7.71,5.95,-0.5,-0.6,-0.2
2026-02-07 19:00:00+00:00,11.74,11.76,9.68,7.26,7.43,5.75,-0.5,-0.7,-0.3
2026-02-07 20:00:00+00:00,11.22,10.55,10.15,6.93,6.93,6.21,-0.7,-0.8,-0.5
2026-02-07 21:00:00+00:00,11.04,10.6,10.39,6.59,6.45,6.56,-0.9,-0.9,-0.7
2026-02-07 22:00:00+00:00,10.52,10.16,10.47,6.27,6.29,6.45,-1.1,-1.0,-0.7
2026-02-07 23:00:00+00:00,10.17,9.27,10.22,6.0,5.19,6.13,-1.2,-0.9,-0.7
2026-02-08 00:00:00+00:00,10.82,9.41,10.41,6.49,5.16,5.97,-1.5,-1.2,-0.7
2026-02-08 01:00:00+00:00,9.51,8.29,9.17,5.99,4.32,5.36,-1.6,-1.2,-0.7
2026-02-08 02:00:00+00:00,9.18,7.31,8.37,5.52,3.68,4.96,-1.6,-1.1,-0.6
2026-02-08 03:00:00+00:00,7.25,6.19,7.39,4.6,3.05,4.31,-1.4,-0.8,-0.3
2026-02-08 04:00:00+00:00,5.0,4.91,6.01,3.55,3.0,4.06,-0.5,-0.0,0.1
2026-02-08 05:00:00+00:00,2.2,2.95,4.89,2.01,2.65,3.91,0.6,0.7,0.7
2026-02-08 06:00:00+00:00,1.21,1.33,0.59,1.17,1.24,0.8,2.1,1.7,1.9
2026-02-08 07:00:00+00:00,1.59,0.39,1.12,1.63,0.5,1.13,3.2,2.9,3.2
2026-02-08 08:00:00+00:00,2.91,2.28,1.97,2.77,2.15,1.84,3.9,3.7,4.3
2026-02-08 09:00:00+00:00,4.61,4.59,3.88,4.2,4.11,3.48,4.6,4.3,5.2
2026-02-08 10:00:00+00:00,7.51,7.7,6.46,6.29,6.26,5.32,4.8,4.8,5.6
2026-02-08 11:00:00+00:00,10.42,11.1,9.46,7.56,7.84,6.71,4.0,4.0,4.8
2026-02-08 12:00:00+00:00,13.83,14.47,13.64,8.94,8.99,8.32,1.8,2.3,1.9
2026-02-08 13:00:00+00:00,16.39,16.83,15.93,9.62,9.71,8.85,0.5,1.1,0.6
2026-02-08 14:00:00+00:00,18.13,18.25,17.45,10.93,10.35,9.84,-0.1,0.5,0.3
2026-02-08 15:00:00+00:00,18.96,18.77,18.66,11.25,10.72,10.48,-0.4,0.2,-0.1
2026-02-08 16:00:00+00:00,19.14,19.56,19.15,10.92,11.05,10.72,-0.6,-0.1,-0.2
2026-02-08 17:00:00+00:00,19.5,19.69,19.53,10.99,11.01,10.9,-0.7,-0.1,-0.2
2026-02-08 18:00:00+00:00,20.37,19.54,20.0,11.77,10.72,11.22,-1.5,-0.3,-0.2
2026-02-08 19:00:00+00:00,20.64,19.89,20.1,11.59,10.86,11.09,-1.4,-0.4,-0.4
2026-02-08 20:00:00+00:00,21.08,19.87,20.08,11.59,10.77,11.12,-1.3,-0.5,-0.5
2026-02-08 21:00:00+00:00,20.91,19.95,20.0,11.27,10.89,10.94,-1.2,-0.6,-0.7
2026-02-08 22:00:00+00:00,20.51,19.96,19.96,10.89,10.74,10.87,-1.4,-0.6,-0.8
2026-02-08 23:00:00+00:00,19.96,19.66,19.61,10.42,10.55,10.6,-1.5,-0.6,-0.9
2026-02-09 00:00:00+00:00,19.8,19.43,19.83,10.34,10.25,10.66,-1.6,-0.6,-0.8
2026-02-09 01:00:00+00:00,18.65,18.62,19.34,9.52,9.67,10.26,-1.7,-0.6,-0.9
2026-02-09 02:00:00+00:00,18.3,18.12,18.93,9.11,9.19,9.8,-1.6,-0.6,-1.0
2026-02-09 03:00:00+00:00,16.52,16.81,17.98,8.11,8.39,9.43,-0.9,-0.2,-0.3
2026-02-09 04:00:00+00:00,15.05,16.08,17.5,7.8,8.54,9.66,0.9,1.5,1.4
2026-02-09 05:00:00+00:00,13.52,14.67,16.54,7.98,8.81,10.07,3.0,3.8,3.1
2026-02-09 06:00:00+00:00,11.74,13.23,14.6,8.5,9.35,9.84,5.3,5.0,4.6
2026-02-09 07:00:00+00:00,11.55,13.06,12.93,8.5,9.75,9.48,6.5,6.5,5.9
2026-02-09 08:00:00+00:00,10.9,12.7,11.8,8.14,9.62,8.9,7.6,7.6,7.1
2026-02-09 09:00:00+00:00,10.42,11.99,11.05,7.66,9.08,8.41,8.3,8.0,7.6
2026-02-09 10:00:00+00:00,9.57,11.15,10.36,6.8,8.14,7.51,8.1,7.9,7.7
2026-02-09 11:00:00+00:00,9.75,11.5,10.5,5.73,7.21,6.49,7.1,7.2,6.9
2026-02-09 12:00:00+00:00,10.85,11.26,12.25,5.24,5.47,6.05,5.4,4.9,5.7
2026-02-09 13:00:00+00:00,10.41,10.26,11.59,4.22,4.07,5.06,3.3,3.3,4.1
