time,wind_speed_100m,wind_direction_100m,temperature_2m,surface_pressure
2025-01-07 15:00:00+00:00,5.32,149,-4.4,971.1
2025-01-07 16:00:00+00:00,4.72,154,-4.2,971.2
2025-01-07 17:00:00+00:00,4.05,160,-4.2,970.9
2025-01-07 18:00:00+00:00,3.45,170,-4.2,971.1
2025-01-07 19:00:00+00:00,2.38,195,-4.2,971.0
2025-01-07 20:00:00+00:00,1.7,298,-5.1,971.4
2025-01-07 21:00:00+00:00,5.12,341,-5.3,971.8
2025-01-07 22:00:00+00:00,6.76,348,-6.8,972.4
2025-01-07 23:00:00+00:00,9.47,348,-7.1,973.3
2025-01-08 00:00:00+00:00,11.64,348,-7.2,974.9
2025-01-08 01:00:00+00:00,13.17,345,-7.8,976.7
2025-01-08 02:00:00+00:00,13.3,343,-10.6,978.3
2025-01-08 03:00:00+00:00,11.87,342,-11.1,980.1
2025-01-08 04:00:00+00:00,10.98,338,-11.3,981.9
2025-01-08 05:00:00+00:00,9.86,333,-13.8,982.9
2025-01-08 06:00:00+00:00,8.98,328,-14.2,984.2
2025-01-08 07:00:00+00:00,8.05,320,-14.4,985.3
2025-01-08 08:00:00+00:00,7.04,309,-14.8,986.1
2025-01-08 09:00:00+00:00,6.71,297,-14.8,987.0
2025-01-08 10:00:00+00:00,6.56,281,-17.0,988.2
2025-01-08 11:00:00+00:00,7.21,267,-17.5,989.1
2025-01-08 12:00:00+00:00,8.3,261,-17.6,989.7
2025-01-08 13:00:00+00:00,9.18,257,-17.3,990.8
2025-01-08 14:00:00+00:00,9.45,249,-17.4,991.4
2025-01-08 15:00:00+00:00,9.82,244,-17.3,991.8
2025-01-08 16:00:00+00:00,9.89,238,-17.4,991.9
2025-01-08 17:00:00+00:00,10.34,231,-15.2,991.9
2025-01-08 18:00:00+00:00,11.07,227,-14.4,991.8
2025-01-08 19:00:00+00:00,11.92,224,-13.7,991.8
2025-01-08 20:00:00+00:00,12.88,220,-11.7,991.7
2025-01-08 21:00:00+00:00,13.78,219,-11.6,991.3
2025-01-08 22:00:00+00:00,15.26,220,-9.5,991.0
2025-01-08 23:00:00+00:00,15.64,222,-9.4,990.6
2025-01-09 00:00:00+00:00,15.84,225,-9.4,990.1
2025-01-09 01:00:00+00:00,15.82,228,-9.8,990.1
2025-01-09 02:00:00+00:00,15.6,231,-9.0,990.1
2025-01-09 03:00:00+00:00,15.41,233,-9.0,990.2
2025-01-09 04:00:00+00:00,15.08,233,-9.1,990.0
2025-01-09 05:00:00+00:00,14.97,234,-8.0,990.2
2025-01-09 06:00:00+00:00,14.97,234,-7.6,989.8
2025-01-09 07:00:00+00:00,15.01,235,-7.4,989.7
2025-01-09 08:00:00+00:00,15.06,236,-6.4,989.4
2025-01-09 09:00:00+00:00,14.88,237,-6.2,989.2
2025-01-09 10:00:00+00:00,15.7,238,-6.4,989.1
2025-01-09 11:00:00+00:00,15.72,240,-6.2,989.2
2025-01-09 12:00:00+00:00,15.3,242,-6.0,989.4
2025-01-09 13:00:00+00:00,14.89,242,-5.9,989.7
2025-01-09 14:00:00+00:00,14.74,242,-5.6,989.6
2025-01-09 15:00:00+00:00,14.69,241,-5.4,989.6
2025-01-09 16:00:00+00:00,14.84,241,-5.5,989.6
2025-01-09 17:00:00+00:00,14.88,241,-5.2,989.7
2025-01-09 18:00:00+00:00,14.75,241,-5.2,989.9
2025-01-09 19:00:00+00:00,14.41,239,-5.4,989.7
2025-01-09 20:00:00+00:00,14.13,236,-5.3,989.4
2025-01-09 21:00:00+00:00,14.11,233,-5.4,988.9
2025-01-09 22:00:00+00:00,14.86,233,-6.4,989.2
2025-01-09 23:00:00+00:00,14.68,231,-6.4,988.6
2025-01-10 00:00:00+00:00,14.72,230,-6.4,988.6
2025-01-10 01:00:00+00:00,14.8,228,-6.4,988.2
2025-01-10 02:00:00+00:00,15.06,226,-6.3,987.6
2025-01-10 03:00:00+00:00,15.17,225,-6.1,987.6
2025-01-10 04:00:00+00:00,15.1,224,-5.8,987.6
2025-01-10 05:00:00+00:00,15.55,221,-5.4,987.0
2025-01-10 06:00:00+00:00,15.46,221,-5.3,986.5
2025-01-10 07:00:00+00:00,15.3,222,-5.4,986.2
2025-01-10 08:00:00+00:00,15.17,224,-4.8,985.9
2025-01-10 09:00:00+00:00,15.21,226,-4.8,985.1
2025-01-10 10:00:00+00:00,15.64,227,-5.5,984.8
2025-01-10 11:00:00+00:00,15.39,229,-5.5,984.4
2025-01-10 12:00:00+00:00,14.82,232,-5.6,984.4
2025-01-10 13:00:00+00:00,14.18,235,-5.4,984.5
2025-01-10 14:00:00+00:00,13.6,236,-5.8,984.3
2025-01-10 15:00:00+00:00,13.34,237,-5.7,984.1
2025-01-10 16:00:00+00:00,12.96,238,-5.7,983.9
2025-01-10 17:00:00+00:00,12.57,240,-5.8,983.7
2025-01-10 18:00:00+00:00,11.83,244,-5.8,984.0
2025-01-10 19:00:00+00:00,11.14,246,-5.8,983.7
2025-01-10 20:00:00+00:00,10.68,247,-6.6,983.7
2025-01-10 21:00:00+00:00,9.88,253,-6.8,983.9
2025-01-10 22:00:00+00:00,9.19,253,-7.8,984.0
2025-01-10 23:00:00+00:00,8.81,248,-7.7,983.6
2025-01-11 00:00:00+00:00,8.73,246,-7.6,983.6
2025-01-11 01:00:00+00:00,8.47,254,-7.4,984.2
2025-01-11 02:00:00+00:00,8.34,254,-8.1,984.6
2025-01-11 03:00:00+00:00,8.3,250,-7.9,984.8
2025-01-11 04:00:00+00:00,8.32,248,-8.4,985.0
2025-01-11 05:00:00+00:00,7.97,248,-8.0,985.1
2025-01-11 06:00:00+00:00,7.52,247,-8.0,985.4
2025-01-11 07:00:00+00:00,7.18,245,-8.6,985.0
2025-01-11 08:00:00+00:00,7.09,242,-7.7,985.0
2025-01-11 09:00:00+00:00,7.15,239,-7.6,985.0
2025-01-11 10:00:00+00:00,7.81,238,-9.0,984.7
2025-01-11 11:00:00+00:00,7.96,239,-9.0,984.7
2025-01-11 12:00:00+00:00,8.04,241,-9.0,984.6
2025-01-11 13:00:00+00:00,7.81,242,-9.0,984.7
2025-01-11 14:00:00+00:00,7.58,244,-10.2,984.5
2025-01-11 15:00:00+00:00,7.36,244,-10.5,984.5
2025-01-11 16:00:00+00:00,7.36,242,-10.7,984.0
2025-01-11 17:00:00+00:00,7.54,241,-10.5,984.2
2025-01-11 18:00:00+00:00,7.63,241,-10.5,984.2
2025-01-11 19:00:00+00:00,7.7,240,-10.9,983.9
2025-01-11 20:00:00+00:00,7.78,239,-11.2,983.8
2025-01-11 21:00:00+00:00,7.74,238,-11.2,983.5
2025-01-11 22:00:00+00:00,8.24,240,-11.3,983.3
2025-01-11 23:00:00+00:00,8.19,242,-11.0,983.4
2025-01-12 00:00:00+00:00,8.01,243,-11.0,983.1
2025-01-12 01:00:00+00:00,7.83,245,-10.5,983.3
2025-01-12 02:00:00+00:00,7.36,248,-10.8,983.5
2025-01-12 03:00:00+00:00,6.66,254,-11.1,984.0
2025-01-12 04:00:00+00:00,5.82,256,-10.6,984.3
2025-01-12 05:00:00+00:00,5.25,254,-8.8,984.8
2025-01-12 06:00:00+00:00,4.94,249,-8.4,984.7
2025-01-12 07:00:00+00:00,5.05,244,-7.9,984.3
2025-01-12 08:00:00+00:00,5.01,241,-6.6,984.3
2025-01-12 09:00:00+00:00,4.41,242,-6.8,984.1
2025-01-12 10:00:00+00:00,4.62,247,-8.7,983.9
2025-01-12 11:00:00+00:00,3.8,249,-9.0,984.2
2025-01-12 12:00:00+00:00,3.02,251,-9.2,984.4
2025-01-12 13:00:00+00:00,2.53,248,-8.5,984.8
2025-01-12 14:00:00+00:00,2.22,239,-9.7,984.7
2025-01-12 15:00:00+00:00,1.98,225,-10.3,984.3
2025-01-12 16:00:00+00:00,1.84,209,-10.8,984.1
2025-01-12 17:00:00+00:00,1.73,190,-10.8,983.9
2025-01-12 18:00:00+00:00,2.03,170,-10.6,984.3
2025-01-12 19:00:00+00:00,2.53,165,-10.9,983.9
2025-01-12 20:00:00+00:00,3.09,171,-11.4,983.6
2025-01-12 21:00:00+00:00,3.5,180,-11.1,983.3
2025-01-12 22:00:00+00:00,3.56,218,-12.2,982.7
2025-01-12 23:00:00+00:00,3.89,226,-12.6,982.9
2025-01-13 00:00:00+00:00,3.87,231,-12.8,982.7
2025-01-13 01:00:00+00:00,3.49,232,-13.1,982.6
2025-01-13 02:00:00+00:00,3.08,226,-13.0,982.5
2025-01-13 03:00:00+00:00,2.95,214,-13.4,982.3
2025-01-13 04:00:00+00:00,3.03,202,-13.1,982.4
2025-01-13 05:00:00+00:00,3.51,197,-10.3,982.6
2025-01-13 06:00:00+00:00,4.1,200,-8.5,982.9
2025-01-13 07:00:00+00:00,4.68,209,-7.6,982.6
2025-01-13 08:00:00+00:00,5.29,217,-5.4,982.6
2025-01-13 09:00:00+00:00,5.6,221,-5.4,982.3
2025-01-13 10:00:00+00:00,6.08,223,-7.6,982.1
2025-01-13 11:00:00+00:00,6.54,223,-8.0,981.8
2025-01-13 12:00:00+00:00,6.86,224,-8.2,981.7
2025-01-13 13:00:00+00:00,7.28,226,-8.4,981.4
2025-01-13 14:00:00+00:00,7.68,227,-9.5,981.2
2025-01-13 15:00:00+00:00,8.04,228,-9.4,980.9
2025-01-13 16:00:00+00:00,8.28,227,-9.2,980.7
2025-01-13 17:00:00+00:00,8.42,226,-9.5,980.4
2025-01-13 18:00:00+00:00,8.66,225,-9.4,980.1
2025-01-13 19:00:00+00:00,8.8,225,-9.0,979.7
2025-01-13 20:00:00+00:00,8.88,226,-8.6,979.7
2025-01-13 21:00:00+00:00,9.06,227,-8.7,979.4
2025-01-13 22:00:00+00:00,9.48,228,-8.8,979.9
2025-01-13 23:00:00+00:00,9.52,228,-9.1,979.5
2025-01-14 00:00:00+00:00,9.45,227,-9.1,979.1
2025-01-14 01:00:00+00:00,9.44,227,-9.1,978.7
2025-01-14 02:00:00+00:00,9.34,227,-9.1,978.8
2025-01-14 03:00:00+00:00,9.34,227,-8.9,978.6
2025-01-14 04:00:00+00:00,9.2,227,-8.8,978.8
2025-01-14 05:00:00+00:00,8.99,227,-6.0,979.6
2025-01-14 06:00:00+00:00,8.78,227,-5.7,979.4
2025-01-14 07:00:00+00:00,8.59,226,-5.5,979.1
2025-01-14 08:00:00+00:00,8.56,225,-3.4,978.9
2025-01-14 09:00:00+00:00,8.52,223,-3.1,978.3
2025-01-14 10:00:00+00:00,8.85,222,-4.7,978.1
2025-01-14 11:00:00+00:00,8.89,221,-4.8,977.9
2025-01-14 12:00:00+00:00,9.0,221,-5.1,977.5
2025-01-14 13:00:00+00:00,9.17,219,-5.4,977.5
2025-01-14 14:00:00+00:00,9.35,217,-6.5,976.9
2025-01-14 15:00:00+00:00,9.37,216,-6.6,976.5
2025-01-14 16:00:00+00:00,9.42,214,-6.6,976.0
2025-01-14 17:00:00+00:00,9.57,210,-6.5,975.3
2025-01-14 18:00:00+00:00,9.89,208,-6.1,974.8
2025-01-14 19:00:00+00:00,10.06,207,-5.9,974.3
2025-01-14 20:00:00+00:00,10.17,207,-5.7,973.8
2025-01-14 21:00:00+00:00,10.22,207,-5.6,973.3
2025-01-14 22:00:00+00:00,10.5,204,-6.6,973.1
2025-01-14 23:00:00+00:00,10.36,205,-7.0,972.9
2025-01-15 00:00:00+00:00,10.33,207,-7.3,972.2
2025-01-15 01:00:00+00:00,10.69,207,-7.8,971.9
2025-01-15 02:00:00+00:00,11.18,207,-8.9,971.3
2025-01-15 03:00:00+00:00,11.56,208,-9.3,970.9
2025-01-15 04:00:00+00:00,11.5,211,-9.4,971.0
2025-01-15 05:00:00+00:00,11.43,214,-8.1,970.9
2025-01-15 06:00:00+00:00,11.5,215,-7.9,970.3
2025-01-15 07:00:00+00:00,11.53,215,-7.9,969.6
2025-01-15 08:00:00+00:00,11.6,216,-7.0,968.8
2025-01-15 09:00:00+00:00,11.86,218,-6.8,967.9
2025-01-15 10:00:00+00:00,11.95,219,-8.5,967.6
2025-01-15 11:00:00+00:00,11.87,221,-8.8,967.6
2025-01-15 12:00:00+00:00,11.95,225,-9.1,967.2
2025-01-15 13:00:00+00:00,11.85,226,-9.4,967.2
2025-01-15 14:00:00+00:00,11.85,226,-10.4,966.8
2025-01-15 15:00:00+00:00,11.81,226,-10.7,966.7
2025-01-15 16:00:00+00:00,11.84,226,-10.9,966.1
2025-01-15 17:00:00+00:00,11.92,226,-10.8,965.9
2025-01-15 18:00:00+00:00,12.3,225,-10.9,965.7
2025-01-15 19:00:00+00:00,12.66,224,-11.1,965.2
2025-01-15 20:00:00+00:00,13.01,226,-10.8,965.1
2025-01-15 21:00:00+00:00,13.07,228,-10.9,964.8
2025-01-15 22:00:00+00:00,12.74,230,-10.0,964.7
2025-01-15 23:00:00+00:00,12.55,229,-9.4,964.6
2025-01-16 00:00:00+00:00,12.5,231,-9.1,964.1
2025-01-16 01:00:00+00:00,12.56,233,-9.2,964.3
2025-01-16 02:00:00+00:00,12.76,235,-8.9,964.5
2025-01-16 03:00:00+00:00,12.86,235,-9.1,964.8
2025-01-16 04:00:00+00:00,12.76,236,-9.7,965.1
2025-01-16 05:00:00+00:00,12.36,237,-9.5,965.4
2025-01-16 06:00:00+00:00,12.14,238,-9.5,965.4
2025-01-16 07:00:00+00:00,12.13,239,-9.4,965.7
2025-01-16 08:00:00+00:00,12.54,240,-9.2,965.7
2025-01-16 09:00:00+00:00,12.52,241,-9.4,965.7
2025-01-16 10:00:00+00:00,12.58,236,-9.9,966.5
2025-01-16 11:00:00+00:00,12.39,235,-10.1,966.6
2025-01-16 12:00:00+00:00,11.93,233,-10.1,966.8
2025-01-16 13:00:00+00:00,11.54,230,-10.2,966.8
2025-01-16 14:00:00+00:00,11.47,228,-10.3,967.0
2025-01-16 15:00:00+00:00,11.46,227,-10.3,966.9
2025-01-16 16:00:00+00:00,11.36,227,-10.2,966.7
2025-01-16 17:00:00+00:00,11.28,227,-9.2,966.8
2025-01-16 18:00:00+00:00,11.1,226,-8.8,966.7
2025-01-16 19:00:00+00:00,10.86,223,-8.4,966.5
2025-01-16 20:00:00+00:00,10.82,220,-7.7,966.5
2025-01-16 21:00:00+00:00,10.83,220,-7.5,965.9
2025-01-16 22:00:00+00:00,10.96,218,-7.4,965.9
2025-01-16 23:00:00+00:00,10.92,218,-7.4,965.5
2025-01-17 00:00:00+00:00,10.93,218,-7.3,965.0
2025-01-17 01:00:00+00:00,10.87,216,-7.5,964.6
2025-01-17 02:00:00+00:00,10.9,215,-7.1,964.4
2025-01-17 03:00:00+00:00,10.78,214,-7.1,964.3
2025-01-17 04:00:00+00:00,10.65,214,-6.9,964.2
2025-01-17 05:00:00+00:00,10.64,216,-6.0,964.1
2025-01-17 06:00:00+00:00,11.0,216,-6.0,963.9
2025-01-17 07:00:00+00:00,10.8,216,-6.0,963.4
2025-01-17 08:00:00+00:00,12.17,223,-5.6,962.8
2025-01-17 09:00:00+00:00,11.89,227,-5.7,962.5
2025-01-17 10:00:00+00:00,11.99,226,-6.0,962.5
2025-01-17 11:00:00+00:00,12.09,226,-6.3,962.7
2025-01-17 12:00:00+00:00,12.38,226,-6.6,962.8
2025-01-17 13:00:00+00:00,12.53,228,-6.5,963.3
2025-01-17 14:00:00+00:00,12.68,232,-6.7,963.5
2025-01-17 15:00:00+00:00,12.36,237,-6.4,964.0
2025-01-17 16:00:00+00:00,12.0,239,-6.2,964.4
2025-01-17 17:00:00+00:00,11.73,239,-6.7,964.6
2025-01-17 18:00:00+00:00,11.73,239,-6.7,965.4
2025-01-17 19:00:00+00:00,11.44,241,-6.6,966.0
2025-01-17 20:00:00+00:00,10.89,242,-7.1,966.6
2025-01-17 21:00:00+00:00,10.29,243,-7.5,966.7
2025-01-17 22:00:00+00:00,10.03,240,-7.8,967.3
2025-01-17 23:00:00+00:00,9.56,240,-7.8,967.9
2025-01-18 00:00:00+00:00,9.14,240,-7.9,967.7
2025-01-18 01:00:00+00:00,8.74,238,-8.1,968.0
2025-01-18 02:00:00+00:00,8.5,235,-8.7,968.1
2025-01-18 03:00:00+00:00,8.38,233,-8.5,968.4
2025-01-18 04:00:00+00:00,8.34,230,-8.8,968.4
2025-01-18 05:00:00+00:00,8.07,231,-8.8,968.7
2025-01-18 06:00:00+00:00,7.63,230,-8.9,968.7
2025-01-18 07:00:00+00:00,7.29,228,-8.9,968.4
2025-01-18 08:00:00+00:00,6.72,225,-8.1,968.0
2025-01-18 09:00:00+00:00,6.33,225,-7.8,967.8
2025-01-18 10:00:00+00:00,6.99,215,-8.6,967.6
2025-01-18 11:00:00+00:00,7.25,215,-9.0,967.3
2025-01-18 12:00:00+00:00,7.71,215,-9.3,967.1
2025-01-18 13:00:00+00:00,8.12,216,-9.3,967.0
2025-01-18 14:00:00+00:00,8.41,220,-9.3,967.0
2025-01-18 15:00:00+00:00,8.59,227,-8.8,967.5
2025-01-18 16:00:00+00:00,9.07,231,-8.8,967.4
2025-01-18 17:00:00+00:00,9.6,235,-9.3,967.3
2025-01-18 18:00:00+00:00,9.86,237,-9.4,967.8
2025-01-18 19:00:00+00:00,10.06,237,-9.1,968.0
2025-01-18 20:00:00+00:00,9.98,236,-8.6,968.1
2025-01-18 21:00:00+00:00,10.04,236,-8.2,967.8
2025-01-18 22:00:00+00:00,9.76,239,-7.8,968.1
2025-01-18 23:00:00+00:00,9.33,242,-7.3,968.2
2025-01-19 00:00:00+00:00,8.89,240,-7.1,968.3
2025-01-19 01:00:00+00:00,8.45,237,-7.0,968.1
2025-01-19 02:00:00+00:00,8.28,233,-7.2,968.5
