time,wind_speed_10m,wind_speed_10m_previous_day1,wind_speed_10m_previous_day2,wind_speed_80m,wind_speed_80m_previous_day1,wind_speed_80m_previous_day2,wind_speed_100m,wind_speed_100m_previous_day1,wind_speed_100m_previous_day2,wind_speed_120m,wind_speed_120m_previous_day1,wind_speed_120m_previous_day2,wind_direction_100m,wind_direction_100m_previous_day1,wind_direction_100m_previous_day2,wind_gusts_10m,wind_gusts_10m_previous_day1,wind_gusts_10m_previous_day2,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,surface_pressure,surface_pressure_previous_day1,surface_pressure_previous_day2
2026-02-12 19:00:00+00:00,4.95,4.75,4.84,8.86,8.64,8.88,9.09,8.86,9.11,9.28,9.05,9.3,82,87,88,7.8,4.8,5.7,-16.8,-15.8,-16.3,980.9,980.3,981.3
2026-02-12 20:00:00+00:00,4.86,4.53,4.64,8.75,8.35,8.53,8.98,8.57,8.75,9.17,8.75,8.93,85,86,89,7.7,4.8,5.7,-16.5,-16.0,-16.4,980.6,979.9,980.9
2026-02-12 21:00:00+00:00,5.01,4.61,4.52,8.94,8.53,8.44,9.17,8.76,8.66,9.36,8.94,8.83,83,88,92,7.7,4.5,5.4,-16.4,-16.1,-16.4,979.9,979.7,980.7
2026-02-12 22:00:00+00:00,4.52,4.65,4.66,8.43,8.43,8.58,8.65,8.65,8.8,8.83,8.83,8.98,88,91,91,7.7,4.1,5.2,-16.4,-15.6,-16.4,979.9,979.7,980.1
2026-02-12 23:00:00+00:00,4.36,4.17,4.44,8.19,7.75,8.41,8.4,7.95,8.62,8.58,8.12,8.8,91,91,94,7.0,4.0,4.8,-16.6,-15.8,-16.5,979.7,979.4,979.6
2026-02-13 00:00:00+00:00,4.65,3.99,4.43,8.44,7.71,8.16,8.66,7.91,8.38,8.84,8.08,8.55,93,97,94,6.8,4.3,4.0,-16.6,-15.9,-16.2,979.4,978.6,979.5
2026-02-13 01:00:00+00:00,4.43,4.16,4.43,8.31,7.88,8.37,8.53,8.08,8.58,8.71,8.25,8.76,95,95,95,7.1,4.1,4.0,-16.9,-16.2,-16.5,979.4,978.3,979.4
2026-02-13 02:00:00+00:00,4.36,4.3,4.48,8.16,8.12,8.41,8.37,8.33,8.63,8.54,8.5,8.81,94,95,95,6.9,4.0,4.0,-16.9,-16.3,-16.6,979.3,978.3,979.3
2026-02-13 03:00:00+00:00,4.61,4.12,4.42,8.38,7.91,8.25,8.6,8.12,8.47,8.78,8.28,8.64,91,94,97,7.1,4.1,4.0,-16.8,-16.3,-16.6,979.2,978.5,979.6
2026-02-13 04:00:00+00:00,4.74,4.47,4.92,8.0,7.56,8.22,8.21,7.76,8.43,8.38,7.92,8.6,92,93,98,7.1,4.0,4.0,-15.6,-15.0,-15.4,979.8,979.2,980.0
2026-02-13 05:00:00+00:00,4.52,4.65,4.85,8.35,8.2,8.7,8.56,8.42,8.93,8.74,8.59,9.11,93,94,100,7.3,4.1,4.5,-13.8,-13.2,-13.7,980.0,979.3,980.2
2026-02-13 06:00:00+00:00,4.76,4.42,4.2,7.62,7.28,7.02,7.81,7.47,7.2,7.97,7.62,7.35,93,94,100,7.5,5.1,5.2,-12.7,-11.2,-11.7,980.6,979.7,980.3
2026-02-13 07:00:00+00:00,4.8,4.35,4.4,6.48,5.9,5.71,6.65,6.05,5.86,6.79,6.18,5.98,92,92,93,8.1,5.3,5.7,-11.3,-9.8,-10.2,980.5,979.4,980.1
2026-02-13 08:00:00+00:00,4.48,4.11,4.26,5.81,5.22,5.46,5.96,5.36,5.6,6.08,5.47,5.72,87,87,88,8.1,5.9,6.2,-10.2,-8.7,-9.0,979.9,979.2,979.7
2026-02-13 09:00:00+00:00,4.35,4.06,4.12,5.63,5.12,5.22,5.78,5.25,5.36,5.9,5.36,5.47,85,82,81,7.6,6.2,6.2,-9.3,-8.0,-8.2,979.4,978.6,978.8
2026-02-13 10:00:00+00:00,4.23,3.97,4.14,5.56,5.19,5.5,5.71,5.32,5.64,5.82,5.43,5.76,82,75,75,7.3,6.2,5.9,-8.9,-7.7,-7.8,978.7,978.3,978.4
2026-02-13 11:00:00+00:00,3.86,3.69,3.89,6.09,5.73,6.21,6.25,5.88,6.37,6.38,6.0,6.5,78,72,75,6.9,6.1,5.7,-9.1,-8.1,-8.2,978.3,977.9,978.2
2026-02-13 12:00:00+00:00,4.52,3.85,4.46,7.77,7.17,8.02,7.97,7.36,8.23,8.14,7.51,8.4,80,76,78,6.5,5.5,5.7,-10.7,-9.4,-9.7,978.2,977.2,977.8
2026-02-13 13:00:00+00:00,4.35,3.97,4.38,8.59,8.02,8.62,8.81,8.23,8.84,9.0,8.4,9.02,83,78,82,7.0,4.8,5.4,-12.2,-11.1,-11.3,977.7,976.9,977.5
2026-02-13 14:00:00+00:00,4.28,3.88,4.51,8.64,8.07,8.97,8.87,8.28,9.2,9.05,8.45,9.39,86,80,84,6.7,4.1,4.3,-12.7,-11.8,-11.9,977.9,977.2,977.3
2026-02-13 15:00:00+00:00,4.04,3.88,4.46,8.34,8.15,9.0,8.56,8.36,9.23,8.74,8.53,9.43,87,81,85,6.6,3.8,3.8,-13.0,-12.2,-12.2,977.9,977.4,977.3
2026-02-13 16:00:00+00:00,3.85,3.78,4.24,8.0,8.0,8.73,8.21,8.21,8.96,8.38,8.38,9.14,88,83,87,6.2,3.8,3.6,-13.3,-12.6,-12.5,977.9,977.3,977.2
2026-02-13 17:00:00+00:00,3.65,3.8,4.0,7.65,7.9,8.19,7.85,8.1,8.4,8.01,8.27,8.58,89,84,88,5.9,3.5,3.6,-13.7,-12.8,-13.0,977.8,977.4,977.2
2026-02-13 18:00:00+00:00,3.79,3.61,3.57,7.52,7.42,7.51,7.71,7.62,7.71,7.87,7.77,7.87,87,86,87,5.6,3.4,3.6,-14.3,-13.2,-13.6,977.9,977.0,977.6
2026-02-13 19:00:00+00:00,3.67,3.65,3.46,7.46,7.33,7.22,7.65,7.52,7.4,7.81,7.67,7.56,90,86,88,5.8,3.2,3.3,-14.8,-13.6,-14.1,977.7,976.9,977.6
2026-02-13 20:00:00+00:00,3.65,3.67,3.27,7.16,7.32,6.82,7.35,7.51,7.0,7.5,7.67,7.15,90,87,89,5.7,3.1,3.3,-15.1,-13.9,-14.7,977.7,976.8,977.6
2026-02-13 21:00:00+00:00,3.53,3.51,3.21,6.83,7.12,6.63,7.0,7.31,6.8,7.15,7.46,6.94,88,88,90,5.6,3.0,3.1,-15.3,-14.3,-15.2,977.4,976.8,977.6
2026-02-13 22:00:00+00:00,3.62,3.34,3.11,7.22,6.87,6.39,7.4,7.05,6.55,7.56,7.2,6.69,92,88,89,5.6,3.0,3.1,-15.4,-14.7,-15.4,977.4,976.9,977.5
2026-02-13 23:00:00+00:00,3.54,3.28,3.04,7.19,6.78,6.19,7.37,6.95,6.35,7.53,7.1,6.49,95,89,88,5.6,3.0,3.0,-15.5,-15.0,-15.7,977.2,977.0,977.3
