time,wind_speed_10m,wind_speed_10m_previous_day1,wind_speed_10m_previous_day2,wind_speed_80m,wind_speed_80m_previous_day1,wind_speed_80m_previous_day2,wind_speed_100m,wind_speed_100m_previous_day1,wind_speed_100m_previous_day2,wind_speed_120m,wind_speed_120m_previous_day1,wind_speed_120m_previous_day2,wind_direction_100m,wind_direction_100m_previous_day1,wind_direction_100m_previous_day2,wind_gusts_10m,wind_gusts_10m_previous_day1,wind_gusts_10m_previous_day2,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,surface_pressure,surface_pressure_previous_day1,surface_pressure_previous_day2
2026-02-09 12:00:00+00:00,4.79,5.43,5.13,7.76,8.89,8.51,7.96,9.12,8.73,8.13,9.31,8.91,207,200,197,9.0,8.1,8.4,-0.6,-0.9,-0.8,954.5,954.4,955.5
2026-02-09 13:00:00+00:00,4.94,5.37,4.56,8.15,9.0,7.71,8.36,9.23,7.91,8.53,9.42,8.07,201,199,195,8.7,7.8,7.7,-0.8,-1.1,-0.8,954.2,954.3,954.8
2026-02-09 14:00:00+00:00,5.04,4.99,5.09,8.48,8.53,8.77,8.7,8.75,9.0,8.88,8.93,9.19,202,196,192,8.7,8.5,7.6,-0.7,-1.1,-1.1,954.0,953.9,954.2
2026-02-09 15:00:00+00:00,5.06,4.94,5.67,8.39,8.68,9.55,8.61,8.91,9.8,8.79,9.09,10.0,201,200,193,8.9,8.5,7.2,-0.2,-1.2,-1.0,953.8,953.8,953.7
2026-02-09 16:00:00+00:00,5.24,4.99,5.45,8.51,8.74,9.25,8.73,8.97,9.49,8.91,9.15,9.69,204,205,192,9.1,8.0,7.0,0.2,-1.4,-1.0,953.6,953.5,953.4
2026-02-09 17:00:00+00:00,5.48,4.7,5.29,8.73,8.44,8.78,8.96,8.66,9.01,9.14,8.84,9.2,209,204,194,9.7,7.7,7.1,0.5,-2.1,-0.1,953.7,953.3,953.3
2026-02-09 18:00:00+00:00,5.37,4.1,5.16,8.46,6.96,8.9,8.68,7.14,9.13,8.86,7.29,9.32,207,204,202,9.6,8.0,6.3,0.5,0.6,-1.8,953.6,952.8,953.5
2026-02-09 19:00:00+00:00,5.75,5.55,5.15,8.99,9.03,8.97,9.23,9.27,9.21,9.42,9.46,9.4,210,209,200,10.1,8.0,6.1,0.5,0.6,-2.1,952.9,953.4,953.5
2026-02-09 20:00:00+00:00,5.24,4.85,4.77,8.39,7.94,8.38,8.61,8.15,8.6,8.79,8.31,8.78,207,211,201,10.3,7.4,6.3,0.6,0.9,-1.6,953.1,953.0,953.2
2026-02-09 21:00:00+00:00,5.37,4.96,4.84,8.46,8.11,8.35,8.68,8.32,8.57,8.86,8.49,8.75,204,206,204,9.4,7.8,6.6,0.6,1.0,-0.6,952.8,953.2,953.0
2026-02-09 22:00:00+00:00,5.13,4.42,4.74,8.12,7.45,8.02,8.33,7.65,8.22,8.5,7.81,8.39,203,206,210,9.5,7.8,6.9,0.5,1.1,0.4,952.0,952.5,952.8
2026-02-09 23:00:00+00:00,5.1,4.23,4.61,8.04,7.01,7.67,8.25,7.19,7.87,8.42,7.34,8.03,206,216,212,9.2,7.3,7.3,0.5,1.1,0.9,951.9,951.8,952.2
2026-02-10 00:00:00+00:00,3.74,3.8,4.03,6.27,6.32,7.06,6.43,6.48,7.24,6.56,6.62,7.39,210,218,213,9.0,8.7,5.3,0.1,0.9,-0.5,951.3,951.1,951.9
2026-02-10 01:00:00+00:00,3.52,3.85,3.7,5.91,6.42,6.6,6.06,6.59,6.77,6.19,6.73,6.91,214,221,213,6.5,9.3,5.2,0.2,0.6,0.1,951.1,951.5,951.7
2026-02-10 02:00:00+00:00,3.53,3.76,3.51,5.8,6.34,6.09,5.95,6.5,6.25,6.07,6.64,6.38,222,235,217,6.3,7.1,5.4,0.1,0.4,0.3,950.8,951.5,951.4
2026-02-10 03:00:00+00:00,3.96,4.25,3.94,6.38,6.82,6.48,6.54,7.0,6.65,6.68,7.15,6.79,240,245,231,6.9,5.2,5.7,-0.1,0.4,0.2,951.1,951.8,951.5
2026-02-10 04:00:00+00:00,4.74,5.75,4.38,7.36,8.59,7.04,7.55,8.82,7.23,7.71,9.0,7.37,260,256,245,8.3,6.6,6.7,-0.6,0.0,-0.1,951.2,952.5,951.8
2026-02-10 05:00:00+00:00,5.8,6.5,6.07,8.69,9.61,9.15,8.91,9.86,9.39,9.1,10.07,9.59,256,254,251,10.2,8.7,7.9,-0.8,-0.6,-0.4,952.4,953.4,952.3
2026-02-10 06:00:00+00:00,6.32,7.43,6.56,9.2,11.03,9.99,9.44,11.32,10.25,9.63,11.55,10.46,260,254,248,13.0,12.7,9.6,-1.5,-0.6,-1.0,953.1,953.8,953.6
2026-02-10 07:00:00+00:00,7.37,8.05,7.45,10.59,11.62,10.79,10.86,11.92,11.07,11.09,12.17,11.3,251,249,243,14.1,14.9,12.2,-1.6,-0.8,-1.0,954.8,955.1,954.6
2026-02-10 08:00:00+00:00,8.14,8.41,8.29,11.53,12.03,12.2,11.83,12.34,12.52,12.08,12.6,12.77,245,243,241,15.4,14.9,13.6,-1.6,-1.1,-0.9,955.9,956.2,955.6
2026-02-10 09:00:00+00:00,8.21,8.26,8.29,11.72,11.7,12.24,12.02,12.0,12.56,12.27,12.25,12.82,237,233,238,15.4,15.0,13.5,-1.6,-1.0,-1.0,956.7,957.0,956.4
2026-02-10 10:00:00+00:00,7.67,8.49,8.16,11.41,12.59,12.05,11.71,12.91,12.36,11.95,13.18,12.62,227,227,232,14.9,15.0,13.8,-1.4,-0.6,-0.8,956.9,957.5,956.9
2026-02-10 11:00:00+00:00,8.34,8.87,8.18,12.34,13.1,12.08,12.66,13.44,12.39,12.92,13.72,12.65,226,227,230,15.0,14.7,12.9,-1.0,-0.3,-0.4,957.8,958.0,957.3
2026-02-10 12:00:00+00:00,8.7,8.67,8.04,12.94,12.85,12.03,13.28,13.19,12.34,13.55,13.46,12.6,228,225,230,15.1,13.7,13.3,-0.7,-0.4,-0.5,958.4,958.0,957.9
2026-02-10 13:00:00+00:00,7.89,8.34,8.18,11.85,12.42,12.2,12.16,12.74,12.52,12.41,13.0,12.78,225,222,223,15.5,13.5,12.5,-0.6,-0.3,-0.4,958.7,958.5,958.7
2026-02-10 14:00:00+00:00,7.42,8.16,7.66,11.09,12.18,11.53,11.38,12.5,11.83,11.62,12.76,12.08,217,217,215,14.1,12.3,12.3,-0.5,-0.2,-0.2,959.0,958.8,958.7
2026-02-10 15:00:00+00:00,7.54,7.96,8.27,11.18,11.85,12.38,11.47,12.15,12.7,11.71,12.41,12.97,215,215,213,13.5,13.3,11.1,-0.6,-0.2,-0.3,958.6,958.6,958.5
2026-02-10 16:00:00+00:00,8.28,8.48,8.66,12.24,12.65,12.88,12.56,12.98,13.21,12.82,13.25,13.49,209,211,211,14.6,13.6,11.4,-0.7,-0.3,-0.3,958.1,958.2,958.3
2026-02-10 17:00:00+00:00,8.4,8.92,8.92,12.43,13.34,13.32,12.75,13.69,13.66,13.01,13.97,13.95,205,205,207,15.1,12.9,12.5,-1.0,-0.6,-0.5,957.5,957.8,958.0
2026-02-10 18:00:00+00:00,8.7,9.57,9.2,12.64,14.09,13.58,12.97,14.46,13.94,13.24,14.76,14.23,202,200,205,15.4,12.5,13.2,-1.0,-0.5,-0.5,957.1,957.1,957.4
2026-02-10 19:00:00+00:00,9.02,9.14,9.82,12.92,13.48,14.59,13.26,13.83,14.97,13.53,14.11,15.28,213,203,204,16.1,12.0,13.2,-1.1,-0.4,-0.7,956.7,956.5,957.1
2026-02-10 20:00:00+00:00,7.9,7.92,10.26,11.13,12.36,14.95,11.42,12.69,15.34,11.65,12.95,15.66,246,229,221,15.9,12.7,13.3,-1.9,-1.0,-0.7,956.7,956.2,956.9
2026-02-10 21:00:00+00:00,8.03,7.07,7.54,12.1,11.51,11.49,12.42,11.81,11.79,12.68,12.06,12.03,245,251,242,15.9,12.7,13.4,-5.4,-3.8,-2.6,957.5,956.7,956.9
2026-02-10 22:00:00+00:00,7.29,6.32,7.05,11.18,10.14,11.41,11.47,10.41,11.71,11.7,10.62,11.95,250,250,241,14.2,11.6,14.0,-6.9,-5.0,-3.7,958.0,956.8,956.8
2026-02-10 23:00:00+00:00,8.42,9.32,8.98,12.23,13.57,12.87,12.54,13.92,13.2,12.8,14.21,13.47,248,262,260,16.1,15.8,14.0,-9.7,-8.4,-5.7,958.9,957.8,957.4
2026-02-11 00:00:00+00:00,9.04,8.53,9.69,12.93,14.96,13.77,13.26,15.34,14.13,13.54,15.66,14.42,242,250,256,17.5,17.3,16.9,-12.8,-11.5,-8.7,959.8,959.2,957.7
2026-02-11 01:00:00+00:00,8.54,7.78,7.75,12.6,11.53,11.44,12.92,11.83,11.73,13.19,12.07,11.98,240,244,253,17.1,17.8,17.4,-13.9,-12.1,-10.5,960.5,960.1,959.0
2026-02-11 02:00:00+00:00,8.62,8.29,10.01,12.14,11.98,14.13,12.45,12.29,14.5,12.71,12.54,14.8,233,239,254,15.1,17.7,17.5,-14.8,-12.4,-12.5,961.1,961.1,960.4
2026-02-11 03:00:00+00:00,8.0,7.96,9.52,12.61,12.6,14.1,12.94,12.93,14.47,13.21,13.19,14.77,233,237,253,14.9,17.1,15.7,-15.3,-13.3,-13.8,961.8,962.0,961.6
2026-02-11 04:00:00+00:00,8.29,8.96,9.49,13.54,14.57,13.36,13.89,14.95,13.71,14.18,15.26,14.0,234,241,242,14.7,16.5,17.2,-15.7,-13.6,-14.0,962.7,963.1,962.5
2026-02-11 05:00:00+00:00,9.49,9.25,9.37,13.86,13.15,13.45,14.22,13.5,13.8,14.51,13.78,14.08,238,241,243,17.3,17.1,17.3,-15.8,-13.9,-13.9,964.0,964.0,963.6
2026-02-11 06:00:00+00:00,8.76,9.18,9.42,12.22,12.76,13.27,12.54,13.09,13.62,12.8,13.36,13.9,239,241,240,18.0,16.7,17.4,-16.9,-14.1,-13.8,964.8,964.8,964.3
2026-02-11 07:00:00+00:00,9.57,10.06,9.72,13.44,14.16,13.73,13.79,14.53,14.08,14.08,14.83,14.37,240,241,238,17.7,16.7,17.6,-16.6,-14.1,-13.8,965.9,965.8,965.4
2026-02-11 08:00:00+00:00,9.66,10.06,10.03,13.47,14.17,14.09,13.82,14.54,14.45,14.11,14.84,14.75,240,244,238,18.5,16.5,17.6,-16.4,-14.3,-13.7,966.8,966.6,966.2
2026-02-11 09:00:00+00:00,9.55,9.75,9.9,13.35,13.6,13.87,13.69,13.96,14.23,13.98,14.24,14.53,240,245,237,18.2,16.4,17.4,-16.1,-14.4,-13.8,967.8,967.8,967.2
2026-02-11 10:00:00+00:00,8.99,8.83,9.28,12.67,12.79,13.43,13.0,13.13,13.78,13.27,13.4,14.07,238,244,246,17.9,16.1,17.0,-15.8,-14.5,-14.0,969.0,969.1,968.6
2026-02-11 11:00:00+00:00,8.11,8.0,8.65,12.09,11.84,12.91,12.4,12.15,13.24,12.66,12.4,13.52,238,241,245,16.0,15.5,16.6,-15.9,-14.7,-14.7,970.0,970.5,970.0
2026-02-11 12:00:00+00:00,7.69,7.56,7.88,11.56,11.39,11.9,11.86,11.69,12.21,12.1,11.93,12.46,245,240,242,14.5,14.3,13.7,-16.3,-15.5,-16.0,971.3,972.0,971.8
2026-02-11 13:00:00+00:00,7.18,7.26,7.45,10.88,11.16,11.46,11.16,11.45,11.76,11.39,11.69,12.01,244,242,244,13.7,13.2,12.5,-16.4,-16.0,-16.7,972.5,973.0,973.1
2026-02-11 14:00:00+00:00,6.96,7.11,7.11,10.62,11.02,11.0,10.89,11.31,11.29,11.12,11.54,11.52,245,246,247,12.8,12.0,11.5,-16.7,-16.1,-17.1,973.6,974.0,974.3
2026-02-11 15:00:00+00:00,6.84,6.91,6.8,10.55,10.65,10.65,10.83,10.93,10.93,11.05,11.15,11.15,245,252,252,12.4,11.4,10.8,-17.2,-16.3,-17.4,974.5,974.8,975.4
2026-02-11 16:00:00+00:00,6.73,6.57,6.57,10.41,10.29,10.26,10.68,10.55,10.53,10.9,10.77,10.74,248,257,256,12.1,10.9,10.3,-17.3,-16.7,-17.7,975.5,975.6,976.5
2026-02-11 17:00:00+00:00,6.49,6.15,6.12,10.06,9.84,9.69,10.32,10.09,9.94,10.53,10.3,10.15,249,262,259,11.9,10.2,10.1,-17.6,-17.2,-18.1,976.3,976.6,977.4
2026-02-11 18:00:00+00:00,5.82,5.53,5.68,9.01,8.93,9.09,9.25,9.16,9.33,9.44,9.35,9.52,258,261,260,11.5,10.0,10.2,-18.0,-18.1,-18.1,977.4,977.6,978.2
2026-02-11 19:00:00+00:00,5.28,4.89,5.13,8.35,8.29,8.54,8.56,8.5,8.77,8.74,8.68,8.95,257,257,259,10.3,9.5,9.8,-18.3,-18.9,-19.0,978.5,978.6,979.3
2026-02-11 20:00:00+00:00,4.84,4.59,4.74,8.0,8.08,8.15,8.21,8.29,8.36,8.38,8.47,8.53,259,256,257,9.4,8.8,8.5,-19.0,-19.6,-19.6,979.5,979.6,980.1
2026-02-11 21:00:00+00:00,4.68,4.4,4.44,7.89,7.97,7.92,8.09,8.17,8.13,8.26,8.34,8.29,259,257,255,8.6,7.8,7.7,-19.7,-20.3,-20.3,980.3,980.4,980.9
2026-02-11 22:00:00+00:00,4.38,4.1,4.27,7.77,7.59,7.77,7.97,7.79,7.97,8.14,7.95,8.14,258,256,254,8.2,6.9,7.0,-20.8,-20.9,-20.9,981.0,981.2,981.6
2026-02-11 23:00:00+00:00,4.02,3.87,4.16,7.46,7.28,7.64,7.66,7.47,7.84,7.82,7.62,8.0,258,256,252,7.5,6.2,6.4,-21.8,-21.5,-21.5,981.7,981.7,982.2
2026-02-12 00:00:00+00:00,3.58,3.34,4.12,6.69,6.55,7.6,6.86,6.72,7.8,7.0,6.86,7.96,262,259,256,6.9,5.4,6.0,-22.5,-21.4,-21.1,982.2,982.1,982.7
2026-02-12 01:00:00+00:00,3.47,3.08,3.72,6.59,6.15,7.07,6.76,6.31,7.26,6.9,6.44,7.41,258,253,252,6.0,4.7,5.7,-23.1,-22.1,-21.7,983.0,983.0,983.3
2026-02-12 02:00:00+00:00,3.15,2.98,3.48,6.32,5.92,6.76,6.48,6.07,6.94,6.62,6.2,7.08,253,247,248,5.8,4.0,5.2,-23.9,-22.7,-22.3,983.8,983.9,983.9
2026-02-12 03:00:00+00:00,2.94,2.84,3.37,6.03,5.72,6.54,6.18,5.87,6.71,6.31,5.99,6.85,247,240,244,5.3,3.4,4.7,-24.6,-23.4,-22.9,984.3,984.5,984.5
2026-02-12 04:00:00+00:00,3.04,3.01,3.36,5.83,5.61,6.46,5.98,5.76,6.62,6.1,5.87,6.76,240,236,241,5.1,3.2,4.5,-24.6,-23.2,-22.8,985.0,985.4,985.1
2026-02-12 05:00:00+00:00,3.25,3.27,3.43,5.75,5.81,6.42,5.9,5.96,6.59,6.03,6.08,6.72,231,230,236,5.1,3.6,4.9,-23.9,-22.3,-21.6,985.7,986.0,985.9
2026-02-12 06:00:00+00:00,3.65,2.89,3.9,6.52,6.07,6.77,6.69,6.22,6.94,6.83,6.35,7.09,222,224,232,5.6,4.2,5.9,-21.7,-21.6,-20.4,986.9,986.4,986.4
2026-02-12 07:00:00+00:00,2.82,2.46,3.8,6.64,6.21,7.15,6.81,6.37,7.33,6.95,6.51,7.48,220,222,229,6.1,4.9,6.6,-20.0,-20.3,-18.8,987.7,987.0,987.0
2026-02-12 08:00:00+00:00,2.76,2.44,3.82,5.57,5.35,4.93,5.72,5.49,5.06,5.84,5.61,5.16,220,221,223,5.4,5.4,7.2,-18.7,-18.9,-17.4,987.7,987.4,987.5
2026-02-12 09:00:00+00:00,2.97,2.44,3.66,3.77,3.43,4.67,3.87,3.52,4.79,3.95,3.59,4.89,216,219,220,5.9,5.4,7.3,-17.9,-18.0,-16.6,987.6,987.6,987.6
2026-02-12 10:00:00+00:00,2.26,2.15,3.17,3.42,2.93,4.67,3.51,3.0,4.8,3.58,3.06,4.89,216,210,219,5.6,4.9,7.2,-17.6,-17.7,-16.5,987.5,987.7,987.7
2026-02-12 11:00:00+00:00,2.0,2.21,2.39,3.98,4.14,4.62,4.08,4.25,4.74,4.17,4.34,4.84,211,205,222,4.1,4.2,6.8,-18.1,-18.0,-17.0,987.6,987.9,987.6
2026-02-12 12:00:00+00:00,2.11,1.78,2.61,4.34,4.21,5.05,4.45,4.32,5.18,4.54,4.41,5.29,206,204,211,3.5,4.3,5.9,-19.3,-19.7,-18.6,987.6,987.5,987.8
2026-02-12 13:00:00+00:00,2.53,2.25,3.14,5.19,4.79,5.84,5.33,4.92,6.0,5.44,5.02,6.12,204,197,205,4.2,3.4,4.6,-20.0,-20.5,-19.7,987.8,987.7,987.8
2026-02-12 14:00:00+00:00,2.9,2.4,3.47,5.73,5.01,6.44,5.88,5.14,6.61,6.0,5.25,6.75,206,196,203,4.8,3.1,3.9,-20.6,-21.2,-20.6,988.1,987.7,987.9
2026-02-12 15:00:00+00:00,2.76,2.38,3.19,5.58,4.96,6.13,5.73,5.09,6.29,5.85,5.19,6.42,201,191,204,4.8,3.1,3.8,-21.4,-22.0,-21.4,988.1,987.5,988.0
2026-02-12 16:00:00+00:00,2.56,2.85,2.97,5.41,5.46,5.93,5.55,5.6,6.08,5.67,5.72,6.21,194,182,202,4.7,3.1,3.8,-22.1,-22.5,-22.1,987.5,987.2,987.7
2026-02-12 17:00:00+00:00,2.09,2.97,2.75,4.94,5.95,5.69,5.06,6.11,5.83,5.17,6.23,5.96,189,178,198,4.3,3.0,3.6,-23.1,-23.1,-22.6,986.6,986.8,987.5
2026-02-12 18:00:00+00:00,1.81,2.5,3.11,4.63,5.51,6.31,4.75,5.65,6.48,4.84,5.77,6.61,192,178,189,3.5,3.4,3.2,-24.9,-23.8,-23.0,986.4,986.0,987.3
2026-02-12 19:00:00+00:00,2.2,3.02,3.02,4.99,6.07,6.21,5.12,6.22,6.37,5.23,6.35,6.51,186,175,185,3.6,3.2,3.2,-24.4,-24.0,-23.1,986.5,986.0,987.0
2026-02-12 20:00:00+00:00,2.59,3.17,3.02,5.41,6.54,6.19,5.55,6.71,6.35,5.67,6.85,6.48,181,177,182,4.4,3.2,3.2,-24.6,-24.3,-23.4,986.4,986.0,986.6
2026-02-12 21:00:00+00:00,2.42,2.57,2.74,5.32,6.05,6.09,5.45,6.21,6.25,5.57,6.34,6.38,178,177,181,4.4,2.8,3.1,-25.0,-24.4,-23.7,985.9,985.8,986.1
2026-02-12 22:00:00+00:00,2.29,2.25,2.66,5.24,5.59,6.09,5.38,5.74,6.25,5.49,5.86,6.38,174,173,180,4.0,2.7,3.1,-25.2,-24.4,-23.7,985.3,985.3,985.6
2026-02-12 23:00:00+00:00,2.37,2.45,2.7,5.21,5.61,6.14,5.34,5.76,6.3,5.45,5.88,6.43,169,169,179,4.0,2.5,3.0,-25.2,-24.2,-23.5,985.2,984.8,985.2
2026-02-13 00:00:00+00:00,2.05,2.44,2.96,4.56,5.26,6.3,4.68,5.4,6.47,4.78,5.51,6.6,166,164,176,4.0,2.2,2.6,-25.8,-24.2,-23.2,984.8,983.9,985.0
2026-02-13 01:00:00+00:00,2.43,2.8,2.85,4.77,5.58,6.2,4.89,5.72,6.37,4.99,5.84,6.5,164,166,176,4.0,2.2,2.7,-25.6,-24.1,-23.1,984.5,983.9,985.0
2026-02-13 02:00:00+00:00,2.87,3.24,2.86,5.71,6.28,6.04,5.86,6.44,6.2,5.98,6.58,6.32,167,164,173,4.8,2.3,2.6,-25.4,-23.8,-23.2,984.6,984.1,984.8
2026-02-13 03:00:00+00:00,2.66,3.28,2.87,5.78,6.36,5.97,5.93,6.53,6.12,6.06,6.66,6.25,168,165,171,4.8,2.3,2.6,-25.0,-23.5,-23.1,984.7,984.2,984.7
2026-02-13 04:00:00+00:00,2.8,3.1,2.98,5.43,5.72,5.83,5.57,5.87,5.98,5.68,5.99,6.11,166,166,170,4.6,2.4,2.6,-23.9,-22.8,-22.5,984.7,984.1,984.7
2026-02-13 05:00:00+00:00,2.95,2.85,3.13,5.17,5.24,5.96,5.3,5.38,6.12,5.41,5.49,6.24,169,170,172,4.7,2.5,2.5,-22.5,-21.6,-21.2,984.9,984.3,984.9
2026-02-13 06:00:00+00:00,2.58,2.49,3.17,4.43,4.64,5.91,4.54,4.76,6.06,4.63,4.86,6.19,163,176,177,4.7,2.8,2.7,-20.6,-19.5,-19.6,985.3,984.7,985.4
2026-02-13 07:00:00+00:00,2.76,2.42,3.46,4.61,4.54,6.58,4.73,4.66,6.75,4.83,4.75,6.89,164,177,181,4.5,3.1,3.0,-18.6,-17.9,-17.9,985.3,984.5,985.4
2026-02-13 08:00:00+00:00,2.8,1.72,2.34,5.02,4.93,7.29,5.15,5.06,7.48,5.26,5.16,7.63,166,177,185,4.6,4.1,3.8,-16.9,-16.5,-16.6,984.9,984.3,985.1
2026-02-13 09:00:00+00:00,2.65,1.68,2.21,5.06,4.98,6.99,5.19,5.11,7.17,5.3,5.21,7.32,169,177,190,4.5,4.3,4.1,-15.5,-15.4,-15.7,984.6,984.0,984.7
2026-02-13 10:00:00+00:00,1.72,1.94,2.6,4.54,5.07,6.19,4.66,5.2,6.35,4.76,5.31,6.48,171,178,190,3.9,4.4,4.1,-14.6,-14.9,-15.2,984.1,983.7,984.4
2026-02-13 11:00:00+00:00,1.61,1.65,1.95,4.34,4.68,4.87,4.45,4.8,5.0,4.54,4.9,5.1,172,179,188,2.9,4.4,4.0,-15.1,-15.0,-15.1,984.0,983.6,984.1
2026-02-13 12:00:00+00:00,2.04,1.63,1.55,4.95,4.52,4.5,5.08,4.64,4.61,5.19,4.73,4.71,167,173,176,2.4,3.5,3.7,-17.1,-17.0,-17.2,983.7,982.7,983.2
2026-02-13 13:00:00+00:00,1.95,1.55,1.72,4.98,4.62,4.83,5.11,4.74,4.96,5.21,4.83,5.06,168,169,171,2.8,3.0,3.1,-18.1,-18.2,-18.4,983.3,982.3,982.6
2026-02-13 14:00:00+00:00,2.05,1.63,2.08,5.04,4.41,5.23,5.17,4.53,5.36,5.27,4.62,5.47,165,164,168,2.7,3.0,2.8,-19.4,-19.2,-19.3,983.0,982.0,982.3
2026-02-13 15:00:00+00:00,2.27,2.02,2.23,5.38,4.59,5.29,5.52,4.71,5.42,5.64,4.81,5.54,164,161,168,3.6,2.9,2.6,-19.4,-20.5,-20.4,982.9,981.9,982.1
2026-02-13 16:00:00+00:00,2.48,2.01,2.25,5.52,4.64,5.49,5.66,4.76,5.63,5.78,4.86,5.75,166,161,170,4.1,2.7,2.6,-19.8,-21.1,-20.5,982.6,981.6,981.8
2026-02-13 17:00:00+00:00,2.62,1.95,2.32,5.64,4.66,5.62,5.79,4.78,5.76,5.91,4.88,5.88,170,167,172,4.3,2.5,2.6,-20.4,-21.8,-20.6,982.3,981.3,981.5
2026-02-13 18:00:00+00:00,2.15,1.98,2.17,5.38,5.15,5.66,5.52,5.28,5.8,5.63,5.39,5.92,171,174,182,4.4,2.4,2.5,-22.0,-21.8,-22.8,982.2,981.0,981.1
2026-02-13 19:00:00+00:00,1.99,2.0,2.15,5.05,5.12,5.69,5.18,5.25,5.84,5.29,5.36,5.96,173,178,186,3.7,2.4,2.5,-22.0,-22.7,-23.2,981.8,980.7,981.0
2026-02-13 20:00:00+00:00,2.05,2.02,2.14,5.23,5.07,5.47,5.36,5.2,5.61,5.48,5.31,5.72,176,182,191,3.3,2.5,2.6,-22.1,-23.2,-23.5,981.6,980.5,980.9
2026-02-13 21:00:00+00:00,2.24,2.12,2.17,5.61,5.2,5.31,5.75,5.33,5.45,5.87,5.44,5.56,181,186,193,3.7,2.5,2.5,-22.1,-23.3,-23.7,981.6,980.6,980.9
2026-02-13 22:00:00+00:00,2.23,2.04,2.21,5.79,5.11,5.5,5.94,5.25,5.64,6.06,5.36,5.76,186,188,193,3.7,2.3,2.6,-22.2,-23.5,-23.2,981.5,980.5,980.8
2026-02-13 23:00:00+00:00,2.41,2.04,2.1,5.82,5.01,5.58,5.98,5.14,5.73,6.1,5.24,5.85,189,191,196,4.0,2.4,2.6,-22.0,-23.8,-23.2,981.5,980.2,980.7
