time,wind_speed_100m,wind_speed_10m,temperature_2m
2025-10-11 05:00:00,7.89,5.91,13.1
2025-10-11 06:00:00,8.14,6.2,16.1
2025-10-11 07:00:00,7.68,5.95,17.2
2025-10-11 08:00:00,6.88,5.34,18.0
2025-10-11 09:00:00,5.84,4.56,18.3
2025-10-11 10:00:00,5.06,3.93,18.0
2025-10-11 11:00:00,4.11,2.97,16.9
2025-10-11 12:00:00,3.88,1.42,14.2
2025-10-11 13:00:00,3.24,1.07,13.1
2025-10-11 14:00:00,2.98,1.15,12.1
2025-10-11 15:00:00,3.62,1.42,11.3
2025-10-11 16:00:00,3.41,1.48,10.1
2025-10-11 17:00:00,2.8,1.2,9.3
2025-10-11 18:00:00,2.5,0.99,8.4
2025-10-11 19:00:00,1.73,0.96,7.9
2025-10-11 20:00:00,2.08,1.05,7.7
2025-10-11 21:00:00,1.62,0.43,7.1
2025-10-11 22:00:00,0.72,0.6,7.2
2025-10-11 23:00:00,1.7,1.1,7.2
2025-10-12 00:00:00,1.84,0.89,7.6
2025-10-12 01:00:00,3.2,1.79,6.5
2025-10-12 02:00:00,4.84,1.81,8.0
2025-10-12 03:00:00,4.47,2.8,11.9
2025-10-12 04:00:00,2.72,1.71,15.2
2025-10-12 05:00:00,4.49,3.53,16.5
2025-10-12 06:00:00,5.09,3.98,18.4
2025-10-12 07:00:00,5.1,4.01,19.2
2025-10-12 08:00:00,3.74,2.97,19.1
2025-10-12 09:00:00,1.6,1.32,19.8
2025-10-12 10:00:00,1.98,1.56,19.8
2025-10-12 11:00:00,2.41,1.38,18.7
2025-10-12 12:00:00,2.15,1.9,17.3
2025-10-12 13:00:00,2.34,1.32,16.1
2025-10-12 14:00:00,2.46,1.63,15.0
2025-10-12 15:00:00,2.81,2.46,14.6
2025-10-12 16:00:00,10.38,6.04,14.2
2025-10-12 17:00:00,7.91,4.92,13.7
2025-10-12 18:00:00,5.69,2.66,12.3
2025-10-12 19:00:00,4.11,1.56,12.5
2025-10-12 20:00:00,2.72,1.58,11.4
2025-10-12 21:00:00,3.49,1.91,10.4
2025-10-12 22:00:00,3.06,2.36,9.9
2025-10-12 23:00:00,0.94,1.25,9.4
2025-10-13 00:00:00,2.91,0.36,10.7
2025-10-13 01:00:00,3.51,3.06,10.9
2025-10-13 02:00:00,6.25,3.81,12.1
2025-10-13 03:00:00,8.11,4.23,14.8
2025-10-13 04:00:00,7.55,5.6,16.7
2025-10-13 05:00:00,7.71,5.85,17.1
2025-10-13 06:00:00,9.58,7.17,17.8
2025-10-13 07:00:00,9.29,6.94,18.0
2025-10-13 08:00:00,9.82,7.25,18.2
2025-10-13 09:00:00,10.03,7.34,18.1
2025-10-13 10:00:00,9.06,6.51,17.8
2025-10-13 11:00:00,6.9,4.76,16.9
2025-10-13 12:00:00,7.5,4.42,15.5
2025-10-13 13:00:00,7.55,4.15,14.4
2025-10-13 14:00:00,6.93,3.82,14.1
2025-10-13 15:00:00,7.81,4.22,13.4
2025-10-13 16:00:00,8.2,4.2,13.2
2025-10-13 17:00:00,8.42,4.11,12.8
2025-10-13 18:00:00,8.09,4.11,12.2
2025-10-13 19:00:00,7.84,3.82,11.4
2025-10-13 20:00:00,7.69,3.61,11.0
2025-10-13 21:00:00,7.81,3.71,10.7
2025-10-13 22:00:00,7.57,3.61,10.6
2025-10-13 23:00:00,7.09,3.11,10.2
2025-10-14 00:00:00,5.84,2.3,9.2
2025-10-14 01:00:00,5.9,2.19,7.6
2025-10-14 02:00:00,6.29,2.75,9.1
2025-10-14 03:00:00,5.81,3.56,11.5
2025-10-14 04:00:00,5.86,4.32,13.6
2025-10-14 05:00:00,6.54,4.98,15.5
2025-10-14 06:00:00,7.35,5.65,17.1
2025-10-14 07:00:00,8.26,6.29,17.5
2025-10-14 08:00:00,8.63,6.5,17.4
2025-10-14 09:00:00,8.34,6.32,17.3
2025-10-14 10:00:00,8.73,6.41,16.6
2025-10-14 11:00:00,8.55,6.0,15.7
2025-10-14 12:00:00,8.1,4.67,14.0
2025-10-14 13:00:00,5.37,2.23,12.0
2025-10-14 14:00:00,6.51,3.52,10.8
2025-10-14 15:00:00,9.5,5.18,10.3
2025-10-14 16:00:00,10.39,5.85,10.4
2025-10-14 17:00:00,10.25,5.8,10.3
2025-10-14 18:00:00,8.86,4.7,9.4
2025-10-14 19:00:00,9.32,5.01,8.3
2025-10-14 20:00:00,10.75,6.16,7.6
2025-10-14 21:00:00,11.06,6.34,7.0
2025-10-14 22:00:00,11.0,6.32,6.6
2025-10-14 23:00:00,10.82,6.13,5.8
2025-10-15 00:00:00,10.2,5.84,4.6
2025-10-15 01:00:00,10.75,6.18,3.9
2025-10-15 02:00:00,11.05,6.62,4.6
2025-10-15 03:00:00,9.79,6.31,6.0
2025-10-15 04:00:00,9.25,6.63,8.2
2025-10-15 05:00:00,9.0,6.61,10.1
2025-10-15 06:00:00,9.21,6.9,12.3
2025-10-15 07:00:00,8.97,6.72,13.0
2025-10-15 08:00:00,8.65,6.49,13.5
2025-10-15 09:00:00,8.37,6.21,13.4
2025-10-15 10:00:00,8.02,5.86,12.9
2025-10-15 11:00:00,7.38,4.96,11.7
2025-10-15 12:00:00,5.65,2.42,9.5
2025-10-15 13:00:00,4.66,1.9,7.5
2025-10-15 14:00:00,3.47,0.94,6.7
2025-10-15 15:00:00,2.75,0.67,5.5
2025-10-15 16:00:00,3.32,0.79,4.1
2025-10-15 17:00:00,3.21,0.65,3.4
2025-10-15 18:00:00,3.08,1.22,2.8
2025-10-15 19:00:00,2.11,0.68,1.7
2025-10-15 20:00:00,0.87,0.34,1.5
2025-10-15 21:00:00,0.96,0.14,1.8
2025-10-15 22:00:00,1.82,0.52,1.1
2025-10-15 23:00:00,2.44,0.55,0.5
2025-10-16 00:00:00,6.24,2.31,0.8
2025-10-16 01:00:00,6.9,2.5,0.3
2025-10-16 02:00:00,6.65,2.75,1.7
2025-10-16 03:00:00,7.04,3.42,5.0
2025-10-16 04:00:00,6.97,4.63,7.2
2025-10-16 05:00:00,7.88,5.69,9.1
2025-10-16 06:00:00,8.61,6.33,11.7
2025-10-16 07:00:00,8.71,6.51,12.4
2025-10-16 08:00:00,8.05,5.98,12.8
2025-10-16 09:00:00,7.15,5.27,13.0
2025-10-16 10:00:00,6.22,4.4,12.4
2025-10-16 11:00:00,5.53,2.43,10.2
2025-10-16 12:00:00,6.3,2.52,9.8
2025-10-16 13:00:00,6.26,2.76,9.6
2025-10-16 14:00:00,5.57,2.04,8.5
2025-10-16 15:00:00,4.36,1.55,7.6
2025-10-16 16:00:00,4.45,1.6,7.0
2025-10-16 17:00:00,4.88,1.75,6.6
2025-10-16 18:00:00,5.53,2.01,5.8
2025-10-16 19:00:00,5.86,2.02,5.1
2025-10-16 20:00:00,4.7,1.5,4.6
2025-10-16 21:00:00,3.17,0.92,4.8
2025-10-16 22:00:00,2.74,0.78,5.3
2025-10-16 23:00:00,2.85,0.91,5.7
2025-10-17 00:00:00,2.75,1.0,5.8
2025-10-17 01:00:00,3.85,1.82,4.6
2025-10-17 02:00:00,3.88,1.8,6.2
2025-10-17 03:00:00,3.03,2.2,9.2
2025-10-17 04:00:00,3.04,2.18,11.2
2025-10-17 05:00:00,3.11,2.51,12.9
2025-10-17 06:00:00,2.8,2.27,15.2
2025-10-17 07:00:00,2.78,2.3,16.7
2025-10-17 08:00:00,2.49,2.12,17.6
2025-10-17 09:00:00,2.05,1.76,18.3
2025-10-17 10:00:00,1.37,1.18,18.4
2025-10-17 11:00:00,1.52,0.78,16.5
2025-10-17 12:00:00,2.94,0.95,14.7
2025-10-17 13:00:00,2.18,1.01,13.6
2025-10-17 14:00:00,1.16,0.69,12.3
2025-10-17 15:00:00,1.63,1.17,10.9
2025-10-17 16:00:00,2.64,1.49,10.3
2025-10-17 17:00:00,3.16,1.52,9.5
2025-10-17 18:00:00,3.86,1.66,8.4
2025-10-17 19:00:00,4.9,1.91,9.1
2025-10-17 20:00:00,4.95,1.98,9.9
2025-10-17 21:00:00,4.55,1.91,8.9
2025-10-17 22:00:00,4.65,2.15,8.7
2025-10-17 23:00:00,4.61,2.11,8.2
2025-10-18 00:00:00,4.27,1.83,8.2
2025-10-18 01:00:00,4.22,1.86,8.1
2025-10-18 02:00:00,4.88,2.29,9.6
2025-10-18 03:00:00,4.86,2.95,11.4
2025-10-18 04:00:00,2.41,1.79,13.5
2025-10-18 05:00:00,2.16,1.66,15.3
2025-10-18 06:00:00,1.79,1.56,17.6
2025-10-18 07:00:00,2.32,1.97,18.8
2025-10-18 08:00:00,1.97,1.72,19.7
2025-10-18 09:00:00,1.77,1.52,20.0
2025-10-18 10:00:00,1.54,1.31,19.8
2025-10-18 11:00:00,2.55,1.38,17.8
2025-10-18 12:00:00,0.15,0.11,16.8
2025-10-18 13:00:00,2.16,0.99,15.2
2025-10-18 14:00:00,1.73,1.0,13.1
2025-10-18 15:00:00,1.45,1.01,11.7
2025-10-18 16:00:00,2.85,1.53,10.2
2025-10-18 17:00:00,2.36,1.34,9.2
2025-10-18 18:00:00,1.68,1.52,9.7
2025-10-18 19:00:00,1.87,1.25,10.1
2025-10-18 20:00:00,2.76,1.82,10.7
2025-10-18 21:00:00,3.95,2.74,11.0
2025-10-18 22:00:00,3.37,1.86,9.7
2025-10-18 23:00:00,5.93,2.68,9.9
2025-10-19 00:00:00,2.39,0.85,9.9
2025-10-19 01:00:00,2.42,0.87,10.3
2025-10-19 02:00:00,1.46,0.67,10.8
2025-10-19 03:00:00,1.55,1.1,12.3
2025-10-19 04:00:00,2.57,2.04,14.8
2025-10-19 05:00:00,3.93,3.16,16.4
2025-10-19 06:00:00,4.24,3.43,17.7
2025-10-19 07:00:00,2.48,2.05,18.5
2025-10-19 08:00:00,0.9,0.8,19.1
2025-10-19 09:00:00,3.33,2.71,19.8
2025-10-19 10:00:00,7.09,5.26,18.3
2025-10-19 11:00:00,7.37,4.89,17.5
2025-10-19 12:00:00,6.95,3.24,15.1
2025-10-19 13:00:00,6.81,3.42,13.6
2025-10-19 14:00:00,6.29,2.73,12.6
2025-10-19 15:00:00,4.39,1.84,11.2
2025-10-19 16:00:00,3.25,1.5,9.7
2025-10-19 17:00:00,2.71,1.4,8.5
2025-10-19 18:00:00,1.9,1.05,8.9
2025-10-19 19:00:00,0.18,0.47,8.9
2025-10-19 20:00:00,1.08,0.94,9.0
2025-10-19 21:00:00,1.68,0.97,8.2
2025-10-19 22:00:00,1.96,1.03,8.2
2025-10-19 23:00:00,3.18,1.42,7.9
2025-10-20 00:00:00,3.25,1.39,7.5
2025-10-20 01:00:00,4.44,1.79,7.2
2025-10-20 02:00:00,5.84,2.85,8.0
2025-10-20 03:00:00,6.33,3.32,11.0
2025-10-20 04:00:00,4.8,3.5,13.1
2025-10-20 05:00:00,5.22,4.07,14.8
2025-10-20 06:00:00,5.36,4.23,17.2
2025-10-20 07:00:00,5.66,4.47,18.2
2025-10-20 08:00:00,6.05,4.71,18.5
2025-10-20 09:00:00,5.73,4.42,18.6
2025-10-20 10:00:00,4.83,3.68,18.2
2025-10-20 11:00:00,3.28,1.4,16.9
2025-10-20 12:00:00,3.37,1.78,13.6
2025-10-20 13:00:00,3.32,1.31,13.0
2025-10-20 14:00:00,2.21,0.74,12.5
2025-10-20 15:00:00,2.55,0.69,11.9
2025-10-20 16:00:00,2.2,0.41,11.2
2025-10-20 17:00:00,1.05,0.32,10.4
2025-10-20 18:00:00,1.0,0.5,9.3
2025-10-20 19:00:00,0.43,0.63,8.6
2025-10-20 20:00:00,0.34,0.49,8.1
2025-10-20 21:00:00,1.24,0.67,7.8
2025-10-20 22:00:00,2.51,0.97,7.2
2025-10-20 23:00:00,3.94,1.45,6.8
2025-10-21 00:00:00,1.65,0.36,6.9
2025-10-21 01:00:00,2.11,0.71,6.0
2025-10-21 02:00:00,3.29,1.21,7.1
2025-10-21 03:00:00,4.51,2.29,10.5
2025-10-21 04:00:00,4.03,2.87,12.8
2025-10-21 05:00:00,5.03,3.78,14.4
2025-10-21 06:00:00,5.91,4.51,16.6
2025-10-21 07:00:00,5.27,4.14,17.5
2025-10-21 08:00:00,4.46,3.49,18.2
2025-10-21 09:00:00,3.47,2.74,18.4
2025-10-21 10:00:00,1.86,1.52,18.2
2025-10-21 11:00:00,0.85,0.18,17.0
2025-10-21 12:00:00,5.08,2.15,14.3
2025-10-21 13:00:00,4.54,1.95,13.3
2025-10-21 14:00:00,4.39,1.87,12.4
2025-10-21 15:00:00,3.73,1.58,12.0
2025-10-21 16:00:00,3.09,1.49,11.6
2025-10-21 17:00:00,2.3,1.1,10.6
2025-10-21 18:00:00,0.75,0.86,9.6
2025-10-21 19:00:00,1.11,0.16,8.8
2025-10-21 20:00:00,0.51,0.3,8.5
2025-10-21 21:00:00,0.38,0.5,8.2
2025-10-21 22:00:00,0.65,0.6,7.8
2025-10-21 23:00:00,0.64,0.25,7.9
2025-10-22 00:00:00,0.71,0.25,8.1
2025-10-22 01:00:00,0.18,0.39,7.3
2025-10-22 02:00:00,1.27,0.83,7.6
2025-10-22 03:00:00,2.59,1.71,10.4
2025-10-22 04:00:00,3.21,2.05,12.6
2025-10-22 05:00:00,3.15,2.48,14.0
2025-10-22 06:00:00,3.71,2.94,16.2
2025-10-22 07:00:00,3.19,2.58,17.5
2025-10-22 08:00:00,2.28,1.88,18.3
2025-10-22 09:00:00,1.32,1.15,18.4
2025-10-22 10:00:00,1.48,1.17,18.2
2025-10-22 11:00:00,2.73,1.2,17.1
2025-10-22 12:00:00,5.19,2.4,15.4
2025-10-22 13:00:00,4.65,2.06,13.7
2025-10-22 14:00:00,4.12,1.79,12.2
2025-10-22 15:00:00,4.72,2.07,11.7
2025-10-22 16:00:00,4.4,1.93,11.5
2025-10-22 17:00:00,3.82,1.63,10.9
2025-10-22 18:00:00,1.84,0.91,9.9
2025-10-22 19:00:00,1.48,0.2,11.0
2025-10-22 20:00:00,0.18,0.18,10.1
2025-10-22 21:00:00,1.93,0.25,9.8
2025-10-22 22:00:00,1.01,0.9,8.7
2025-10-22 23:00:00,2.1,1.13,8.2
2025-10-23 00:00:00,1.98,0.46,8.1
2025-10-23 01:00:00,3.19,1.17,6.9
2025-10-23 02:00:00,3.54,1.32,8.0
2025-10-23 03:00:00,4.3,2.36,11.1
2025-10-23 04:00:00,3.73,2.62,12.9
2025-10-23 05:00:00,3.96,3.01,14.0
2025-10-23 06:00:00,5.66,4.32,16.2
2025-10-23 07:00:00,6.23,4.77,17.7
2025-10-23 08:00:00,5.87,4.53,18.6
2025-10-23 09:00:00,4.84,3.72,18.8
2025-10-23 10:00:00,3.55,2.7,18.4
2025-10-23 11:00:00,2.65,0.81,16.2
2025-10-23 12:00:00,2.84,0.51,14.4
2025-10-23 13:00:00,1.47,0.34,13.7
2025-10-23 14:00:00,1.25,0.43,12.3
2025-10-23 15:00:00,3.2,1.33,11.6
2025-10-23 16:00:00,4.26,1.68,10.6
2025-10-23 17:00:00,5.99,2.38,10.0
2025-10-23 18:00:00,7.29,3.1,10.0
2025-10-23 19:00:00,7.91,3.56,9.3
2025-10-23 20:00:00,8.39,3.93,9.2
2025-10-23 21:00:00,8.11,3.62,8.9
2025-10-23 22:00:00,7.82,3.51,8.3
2025-10-23 23:00:00,7.67,3.41,7.7
2025-10-24 00:00:00,7.78,3.46,7.7
2025-10-24 01:00:00,7.85,3.5,7.0
2025-10-24 02:00:00,7.82,3.72,7.6
2025-10-24 03:00:00,8.35,4.33,10.8
2025-10-24 04:00:00,7.64,4.99,13.5
