time,wind_speed_100m,wind_direction_100m,temperature_2m,surface_pressure
2025-01-10 19:00:00+00:00,6.73,99,-13.2,983.7
2025-01-10 20:00:00+00:00,5.5,90,-13.7,983.5
2025-01-10 21:00:00+00:00,4.73,74,-13.1,983.7
2025-01-10 22:00:00+00:00,3.88,78,-12.3,984.4
2025-01-10 23:00:00+00:00,3.06,94,-11.5,984.1
2025-01-11 00:00:00+00:00,2.02,48,-12.0,983.8
2025-01-11 01:00:00+00:00,3.35,17,-15.6,983.7
2025-01-11 02:00:00+00:00,2.82,27,-14.2,983.8
2025-01-11 03:00:00+00:00,1.25,95,-13.6,984.4
2025-01-11 04:00:00+00:00,1.97,171,-14.8,984.2
2025-01-11 05:00:00+00:00,1.79,216,-10.7,985.2
2025-01-11 06:00:00+00:00,1.97,277,-10.4,985.4
2025-01-11 07:00:00+00:00,2.57,299,-10.0,985.2
2025-01-11 08:00:00+00:00,2.42,292,-8.8,985.0
2025-01-11 09:00:00+00:00,2.42,277,-8.6,985.0
2025-01-11 10:00:00+00:00,2.63,279,-11.5,984.9
2025-01-11 11:00:00+00:00,2.8,297,-12.6,985.2
2025-01-11 12:00:00+00:00,2.76,305,-13.2,985.0
2025-01-11 13:00:00+00:00,2.37,305,-13.4,985.3
2025-01-11 14:00:00+00:00,2.26,301,-15.7,984.8
2025-01-11 15:00:00+00:00,2.15,306,-15.0,985.1
2025-01-11 16:00:00+00:00,1.88,312,-15.1,984.9
2025-01-11 17:00:00+00:00,1.42,321,-16.6,984.3
2025-01-11 18:00:00+00:00,1.12,328,-16.7,984.5
2025-01-11 19:00:00+00:00,0.86,324,-16.7,984.3
2025-01-11 20:00:00+00:00,0.86,324,-18.1,983.8
2025-01-11 21:00:00+00:00,1.33,340,-18.2,983.9
2025-01-11 22:00:00+00:00,1.24,346,-19.1,983.9
2025-01-11 23:00:00+00:00,1.18,12,-19.3,984.2
2025-01-12 00:00:00+00:00,1.63,18,-19.4,983.8
2025-01-12 01:00:00+00:00,1.52,41,-18.9,984.2
2025-01-12 02:00:00+00:00,1.31,50,-18.7,984.1
2025-01-12 03:00:00+00:00,1.38,49,-17.7,984.7
2025-01-12 04:00:00+00:00,1.64,59,-16.4,984.7
2025-01-12 05:00:00+00:00,1.92,51,-13.7,985.2
2025-01-12 06:00:00+00:00,2.24,39,-12.6,985.1
2025-01-12 07:00:00+00:00,2.37,28,-12.5,984.8
2025-01-12 08:00:00+00:00,2.34,16,-10.9,984.5
2025-01-12 09:00:00+00:00,2.26,6,-10.8,984.0
2025-01-12 10:00:00+00:00,2.56,12,-14.6,984.1
2025-01-12 11:00:00+00:00,2.23,20,-14.2,984.1
2025-01-12 12:00:00+00:00,1.8,34,-14.6,984.1
2025-01-12 13:00:00+00:00,1.56,42,-13.5,984.1
2025-01-12 14:00:00+00:00,1.68,37,-14.8,984.0
2025-01-12 15:00:00+00:00,1.96,38,-14.6,983.7
2025-01-12 16:00:00+00:00,2.04,36,-14.9,983.7
2025-01-12 17:00:00+00:00,2.35,38,-15.5,983.6
2025-01-12 18:00:00+00:00,2.48,43,-15.3,983.6
2025-01-12 19:00:00+00:00,2.48,47,-15.6,983.5
2025-01-12 20:00:00+00:00,2.51,43,-15.8,983.2
2025-01-12 21:00:00+00:00,2.57,33,-15.1,983.3
2025-01-12 22:00:00+00:00,3.11,33,-16.7,983.6
2025-01-12 23:00:00+00:00,2.77,51,-16.3,983.5
2025-01-13 00:00:00+00:00,2.35,61,-16.8,983.1
2025-01-13 01:00:00+00:00,2.49,68,-16.8,983.1
2025-01-13 02:00:00+00:00,2.8,66,-17.1,983.2
2025-01-13 03:00:00+00:00,3.29,66,-16.8,983.6
2025-01-13 04:00:00+00:00,3.53,65,-15.4,984.1
2025-01-13 05:00:00+00:00,3.69,63,-11.9,984.6
2025-01-13 06:00:00+00:00,3.63,60,-11.7,984.4
2025-01-13 07:00:00+00:00,3.83,59,-11.8,983.6
2025-01-13 08:00:00+00:00,4.06,60,-9.6,983.4
2025-01-13 09:00:00+00:00,4.39,61,-9.7,983.0
2025-01-13 10:00:00+00:00,5.12,65,-13.2,982.8
2025-01-13 11:00:00+00:00,5.82,69,-14.1,982.6
2025-01-13 12:00:00+00:00,6.33,76,-14.2,982.1
2025-01-13 13:00:00+00:00,6.59,83,-13.9,982.1
2025-01-13 14:00:00+00:00,7.09,84,-14.1,981.7
2025-01-13 15:00:00+00:00,8.23,82,-13.6,981.8
2025-01-13 16:00:00+00:00,9.69,85,-12.3,981.8
2025-01-13 17:00:00+00:00,11.03,86,-11.6,981.7
2025-01-13 18:00:00+00:00,12.02,87,-10.5,981.9
2025-01-13 19:00:00+00:00,12.61,87,-9.8,981.8
2025-01-13 20:00:00+00:00,12.86,88,-9.5,981.9
2025-01-13 21:00:00+00:00,13.01,88,-8.7,981.8
2025-01-13 22:00:00+00:00,12.75,89,-8.8,982.6
2025-01-13 23:00:00+00:00,12.96,87,-8.9,982.2
2025-01-14 00:00:00+00:00,12.72,87,-9.5,982.1
2025-01-14 01:00:00+00:00,12.7,89,-9.6,981.8
2025-01-14 02:00:00+00:00,12.81,88,-8.7,982.0
2025-01-14 03:00:00+00:00,13.16,87,-7.9,982.3
2025-01-14 04:00:00+00:00,13.36,88,-7.1,982.7
2025-01-14 05:00:00+00:00,13.45,89,-5.9,982.6
2025-01-14 06:00:00+00:00,13.5,91,-6.3,982.3
2025-01-14 07:00:00+00:00,13.5,91,-5.7,981.5
2025-01-14 08:00:00+00:00,13.4,91,-3.6,981.4
2025-01-14 09:00:00+00:00,13.41,93,-3.6,981.0
2025-01-14 10:00:00+00:00,14.07,93,-5.0,981.2
2025-01-14 11:00:00+00:00,14.08,93,-4.7,980.9
2025-01-14 12:00:00+00:00,13.93,94,-4.4,981.1
2025-01-14 13:00:00+00:00,14.25,95,-4.5,981.4
2025-01-14 14:00:00+00:00,14.16,95,-6.3,980.8
2025-01-14 15:00:00+00:00,14.03,96,-6.3,980.6
2025-01-14 16:00:00+00:00,13.54,97,-6.3,980.3
2025-01-14 17:00:00+00:00,13.25,97,-7.0,980.0
2025-01-14 18:00:00+00:00,12.98,98,-7.3,980.0
2025-01-14 19:00:00+00:00,12.71,99,-7.7,979.6
2025-01-14 20:00:00+00:00,12.27,100,-8.0,979.2
2025-01-14 21:00:00+00:00,11.99,100,-8.2,979.0
2025-01-14 22:00:00+00:00,11.9,102,-8.2,979.3
2025-01-14 23:00:00+00:00,11.84,101,-8.5,978.8
2025-01-15 00:00:00+00:00,11.5,101,-9.2,978.6
2025-01-15 01:00:00+00:00,11.44,101,-9.4,978.7
2025-01-15 02:00:00+00:00,11.18,102,-9.3,979.2
2025-01-15 03:00:00+00:00,10.73,103,-9.7,979.1
2025-01-15 04:00:00+00:00,10.03,105,-8.8,979.5
2025-01-15 05:00:00+00:00,9.16,106,-6.4,979.9
2025-01-15 06:00:00+00:00,8.19,108,-5.9,979.8
2025-01-15 07:00:00+00:00,7.72,108,-4.9,979.3
2025-01-15 08:00:00+00:00,7.43,108,-3.8,978.8
2025-01-15 09:00:00+00:00,7.39,111,-3.9,978.5
2025-01-15 10:00:00+00:00,7.98,112,-5.3,978.4
2025-01-15 11:00:00+00:00,8.43,112,-5.8,978.3
2025-01-15 12:00:00+00:00,8.07,117,-6.1,978.1
2025-01-15 13:00:00+00:00,7.42,117,-7.6,978.0
2025-01-15 14:00:00+00:00,7.36,116,-9.5,977.8
2025-01-15 15:00:00+00:00,7.05,115,-8.7,977.6
2025-01-15 16:00:00+00:00,6.76,111,-8.9,977.6
2025-01-15 17:00:00+00:00,7.01,110,-9.8,977.2
2025-01-15 18:00:00+00:00,7.19,111,-9.9,977.1
2025-01-15 19:00:00+00:00,7.27,114,-9.8,976.6
2025-01-15 20:00:00+00:00,6.93,117,-10.7,976.3
2025-01-15 21:00:00+00:00,6.18,120,-9.5,976.0
2025-01-15 22:00:00+00:00,6.11,114,-8.3,976.6
2025-01-15 23:00:00+00:00,6.84,105,-9.1,975.8
2025-01-16 00:00:00+00:00,6.88,109,-10.3,975.8
2025-01-16 01:00:00+00:00,6.51,115,-11.1,975.7
2025-01-16 02:00:00+00:00,6.19,117,-11.6,975.3
2025-01-16 03:00:00+00:00,6.11,122,-11.9,975.4
2025-01-16 04:00:00+00:00,5.67,131,-10.0,975.7
2025-01-16 05:00:00+00:00,4.94,144,-5.7,976.2
2025-01-16 06:00:00+00:00,3.76,153,-4.5,976.1
2025-01-16 07:00:00+00:00,2.38,165,-4.1,975.7
2025-01-16 08:00:00+00:00,1.32,209,-2.6,975.5
2025-01-16 09:00:00+00:00,1.43,241,-2.7,975.7
2025-01-16 10:00:00+00:00,1.88,241,-4.4,976.9
2025-01-16 11:00:00+00:00,1.69,251,-3.8,976.1
2025-01-16 12:00:00+00:00,1.41,243,-3.5,976.8
2025-01-16 13:00:00+00:00,1.49,230,-4.4,976.9
2025-01-16 14:00:00+00:00,1.46,218,-6.4,976.6
2025-01-16 15:00:00+00:00,1.07,191,-8.0,976.0
2025-01-16 16:00:00+00:00,1.17,149,-8.6,976.4
2025-01-16 17:00:00+00:00,2.09,138,-7.7,976.1
2025-01-16 18:00:00+00:00,2.94,137,-7.3,976.2
2025-01-16 19:00:00+00:00,3.41,141,-7.1,975.8
2025-01-16 20:00:00+00:00,2.76,145,-7.1,975.4
2025-01-16 21:00:00+00:00,2.09,132,-5.4,975.5
2025-01-16 22:00:00+00:00,2.44,105,-5.4,975.9
2025-01-16 23:00:00+00:00,3.56,101,-6.2,975.3
2025-01-17 00:00:00+00:00,4.39,105,-6.7,975.4
2025-01-17 01:00:00+00:00,5.31,110,-8.9,975.4
2025-01-17 02:00:00+00:00,5.91,115,-8.9,975.3
2025-01-17 03:00:00+00:00,6.16,122,-10.7,975.3
2025-01-17 04:00:00+00:00,6.08,126,-7.3,976.2
2025-01-17 05:00:00+00:00,5.92,123,-3.7,976.0
2025-01-17 06:00:00+00:00,5.99,117,-2.6,975.8
2025-01-17 07:00:00+00:00,6.15,112,-2.4,974.5
2025-01-17 08:00:00+00:00,6.21,108,-1.2,974.2
2025-01-17 09:00:00+00:00,6.46,106,-1.2,973.5
2025-01-17 10:00:00+00:00,6.81,109,-2.5,973.9
2025-01-17 11:00:00+00:00,6.64,110,-3.7,973.4
2025-01-17 12:00:00+00:00,6.22,114,-4.1,973.4
2025-01-17 13:00:00+00:00,5.46,115,-4.2,973.4
2025-01-17 14:00:00+00:00,4.96,112,-5.3,973.0
2025-01-17 15:00:00+00:00,4.92,107,-4.1,973.0
2025-01-17 16:00:00+00:00,4.82,109,-3.8,973.1
2025-01-17 17:00:00+00:00,4.56,116,-3.7,973.1
2025-01-17 18:00:00+00:00,4.17,124,-3.5,973.2
2025-01-17 19:00:00+00:00,3.44,139,-4.3,973.2
2025-01-17 20:00:00+00:00,2.52,166,-6.8,972.7
2025-01-17 21:00:00+00:00,2.45,200,-6.6,972.7
2025-01-17 22:00:00+00:00,2.97,224,-8.8,973.1
2025-01-17 23:00:00+00:00,3.45,240,-9.4,972.7
2025-01-18 00:00:00+00:00,3.62,244,-9.0,972.9
2025-01-18 01:00:00+00:00,3.22,240,-8.7,973.2
2025-01-18 02:00:00+00:00,2.78,232,-7.6,973.3
2025-01-18 03:00:00+00:00,2.26,225,-7.1,974.0
2025-01-18 04:00:00+00:00,1.77,230,-6.7,974.2
2025-01-18 05:00:00+00:00,0.46,221,-3.1,974.5
2025-01-18 06:00:00+00:00,0.39,40,-2.9,974.2
2025-01-18 07:00:00+00:00,0.8,360,-2.8,973.8
2025-01-18 08:00:00+00:00,1.64,20,-2.3,973.5
2025-01-18 09:00:00+00:00,1.75,31,-2.1,973.4
2025-01-18 10:00:00+00:00,1.75,31,-3.6,973.7
2025-01-18 11:00:00+00:00,1.12,58,-3.9,973.6
2025-01-18 12:00:00+00:00,1.44,160,-4.1,973.8
2025-01-18 13:00:00+00:00,1.7,208,-3.6,973.9
2025-01-18 14:00:00+00:00,1.61,254,-4.5,973.4
2025-01-18 15:00:00+00:00,1.48,294,-4.5,973.8
2025-01-18 16:00:00+00:00,1.37,350,-3.7,974.1
2025-01-18 17:00:00+00:00,1.52,49,-4.6,974.0
2025-01-18 18:00:00+00:00,1.91,85,-4.6,973.9
2025-01-18 19:00:00+00:00,1.66,95,-3.6,974.1
2025-01-18 20:00:00+00:00,1.19,75,-4.1,974.0
2025-01-18 21:00:00+00:00,1.17,50,-4.0,974.0
2025-01-18 22:00:00+00:00,1.24,317,-3.3,974.6
2025-01-18 23:00:00+00:00,2.34,304,-2.6,975.2
2025-01-19 00:00:00+00:00,3.73,302,-2.7,975.1
2025-01-19 01:00:00+00:00,4.25,307,-2.2,975.9
2025-01-19 02:00:00+00:00,4.63,315,-2.0,976.2
