time,wind_speed_100m,wind_speed_100m_previous_day1,wind_speed_100m_previous_day2,wind_speed_10m,wind_speed_10m_previous_day1,wind_speed_10m_previous_day2,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2
2026-01-31 04:00:00+00:00,12.99,12.79,13.69,7.93,7.8,7.99,-1.2,-1.1,-2.3
2026-01-31 05:00:00+00:00,12.48,12.67,13.69,7.84,8.1,8.02,0.6,0.5,-0.9
2026-01-31 06:00:00+00:00,12.03,12.5,13.55,7.84,8.21,7.93,2.2,1.9,0.4
2026-01-31 07:00:00+00:00,11.63,12.13,13.02,7.84,8.13,7.96,3.5,3.3,1.7
2026-01-31 08:00:00+00:00,11.27,11.85,12.21,7.7,8.05,7.85,4.6,4.5,3.0
2026-01-31 09:00:00+00:00,11.0,11.5,11.58,7.52,7.78,7.7,5.1,5.0,3.6
2026-01-31 10:00:00+00:00,10.93,11.52,11.45,7.07,7.42,7.34,4.6,4.5,3.1
2026-01-31 11:00:00+00:00,11.05,11.48,11.6,6.58,6.8,6.8,3.4,3.3,2.0
2026-01-31 12:00:00+00:00,10.94,11.09,11.16,6.05,6.13,6.04,2.4,2.3,0.9
2026-01-31 13:00:00+00:00,10.66,10.07,9.79,5.65,5.11,4.85,2.1,1.8,0.3
2026-01-31 14:00:00+00:00,10.14,8.6,7.88,5.24,3.98,3.35,1.9,1.5,-0.3
2026-01-31 15:00:00+00:00,8.82,6.99,6.04,4.43,2.96,2.14,1.5,1.0,-0.8
2026-01-31 16:00:00+00:00,5.86,5.19,4.24,2.64,1.82,1.22,0.5,0.2,-1.3
2026-01-31 17:00:00+00:00,2.08,3.35,2.38,0.63,0.71,0.5,-0.8,-0.7,-1.7
2026-01-31 18:00:00+00:00,0.76,1.8,1.25,1.1,0.1,0.32,-2.0,-1.6,-2.0
2026-01-31 19:00:00+00:00,0.63,0.89,1.25,0.9,0.41,0.22,-3.3,-2.3,-2.4
2026-01-31 20:00:00+00:00,1.0,0.54,1.79,0.1,0.54,0.1,-4.6,-2.9,-2.8
2026-01-31 21:00:00+00:00,1.58,0.54,1.97,0.54,0.45,0.36,-5.6,-3.4,-3.1
2026-01-31 22:00:00+00:00,1.03,0.78,0.98,0.42,0.32,0.41,-6.1,-3.9,-3.5
2026-01-31 23:00:00+00:00,3.32,0.94,0.41,1.55,0.22,0.76,-6.3,-4.4,-3.8
2026-02-01 00:00:00+00:00,4.3,0.63,0.76,1.96,0.42,0.73,-6.4,-4.4,-3.8
2026-02-01 01:00:00+00:00,2.06,2.28,0.8,0.85,1.46,0.72,-6.6,-4.0,-3.7
2026-02-01 02:00:00+00:00,2.51,5.39,3.28,1.57,2.94,1.71,-6.6,-3.2,-3.3
2026-02-01 03:00:00+00:00,5.46,7.5,5.36,3.2,3.96,2.89,-5.7,-2.0,-2.4
2026-02-01 04:00:00+00:00,6.45,7.64,6.46,3.91,4.32,3.89,-3.0,-0.4,-0.7
2026-02-01 05:00:00+00:00,6.48,6.9,7.18,4.15,4.3,4.78,0.5,1.5,1.5
2026-02-01 06:00:00+00:00,6.4,6.23,7.66,4.37,4.27,5.35,3.4,3.1,3.3
2026-02-01 07:00:00+00:00,6.46,6.1,7.75,4.62,4.37,5.57,5.0,4.5,4.6
2026-02-01 08:00:00+00:00,6.42,6.04,7.62,4.78,4.52,5.57,5.9,5.7,5.6
2026-02-01 09:00:00+00:00,6.45,6.11,7.62,4.68,4.46,5.35,6.0,6.0,5.8
2026-02-01 10:00:00+00:00,6.65,6.31,7.88,4.24,4.03,4.98,4.9,4.8,4.8
2026-02-01 11:00:00+00:00,6.94,6.62,8.36,3.64,3.4,4.52,3.0,2.8,3.0
2026-02-01 12:00:00+00:00,7.2,6.94,8.71,3.2,2.98,4.2,1.4,1.2,1.6
2026-02-01 13:00:00+00:00,7.43,7.45,9.05,3.23,3.2,4.35,0.6,0.4,0.8
2026-02-01 14:00:00+00:00,7.59,7.96,9.36,3.48,3.64,4.59,0.1,0.1,0.2
2026-02-01 15:00:00+00:00,7.86,8.34,9.59,3.7,3.98,4.84,-0.2,-0.2,-0.2
2026-02-01 16:00:00+00:00,8.27,8.42,9.56,3.98,4.08,4.84,-0.4,-0.3,-0.4
2026-02-01 17:00:00+00:00,8.63,8.42,9.46,4.27,3.96,4.78,-0.3,-0.4,-0.4
2026-02-01 18:00:00+00:00,9.05,8.51,9.49,4.46,4.05,4.68,-0.3,-0.4,-0.4
2026-02-01 19:00:00+00:00,9.31,8.97,9.62,4.62,4.4,4.78,-0.4,-0.4,-0.5
2026-02-01 20:00:00+00:00,9.52,9.66,9.96,4.68,4.87,5.0,-0.4,-0.4,-0.5
2026-02-01 21:00:00+00:00,9.8,10.25,10.21,4.85,5.31,5.19,-0.6,-0.5,-0.5
2026-02-01 22:00:00+00:00,10.09,10.59,10.47,5.09,5.54,5.41,-1.0,-0.8,-0.5
2026-02-01 23:00:00+00:00,10.44,10.82,10.82,5.35,5.76,5.63,-1.6,-1.2,-0.5
2026-02-02 00:00:00+00:00,10.82,11.04,10.98,5.73,5.85,5.76,-1.9,-1.4,-0.5
2026-02-02 01:00:00+00:00,11.36,11.26,10.98,6.07,6.04,5.85,-1.9,-1.5,-0.6
2026-02-02 02:00:00+00:00,12.02,11.45,10.88,6.48,6.17,5.89,-1.7,-1.4,-0.6
2026-02-02 03:00:00+00:00,12.4,11.48,10.92,6.91,6.39,6.02,-1.1,-0.8,-0.1
2026-02-02 04:00:00+00:00,12.37,11.39,10.99,7.25,6.69,6.36,0.4,0.7,1.4
2026-02-02 05:00:00+00:00,12.09,11.25,11.24,7.56,6.98,6.8,2.3,2.9,3.5
2026-02-02 06:00:00+00:00,11.94,11.19,11.32,7.83,7.29,7.25,4.0,4.6,5.2
2026-02-02 07:00:00+00:00,11.95,11.06,11.45,8.05,7.47,7.61,5.3,5.9,6.5
2026-02-02 08:00:00+00:00,11.94,10.98,11.55,8.29,7.61,7.87,6.4,6.8,7.4
2026-02-02 09:00:00+00:00,11.87,10.94,11.5,8.12,7.56,7.83,6.8,7.0,7.5
2026-02-02 10:00:00+00:00,11.42,11.16,11.42,7.33,7.29,7.33,6.0,6.3,6.5
2026-02-02 11:00:00+00:00,10.87,11.42,11.27,6.16,6.71,6.53,4.4,4.9,4.8
2026-02-02 12:00:00+00:00,10.17,11.2,10.98,5.28,6.08,5.82,3.0,3.6,3.3
2026-02-02 13:00:00+00:00,9.35,10.27,10.38,4.55,5.15,5.2,2.2,2.6,2.5
2026-02-02 14:00:00+00:00,8.51,8.9,9.51,4.05,4.08,4.62,1.6,1.8,2.0
2026-02-02 15:00:00+00:00,8.08,7.84,8.65,3.88,3.35,4.02,1.2,1.1,1.5
2026-02-02 16:00:00+00:00,8.05,7.37,7.59,3.81,3.13,3.37,0.9,0.5,0.6
2026-02-02 17:00:00+00:00,8.36,7.24,6.63,3.92,3.14,2.8,0.8,-0.1,-0.2
2026-02-02 18:00:00+00:00,8.86,7.49,6.24,4.2,3.4,2.6,0.8,-0.3,-0.7
2026-02-02 19:00:00+00:00,9.62,8.13,6.71,4.7,3.79,2.92,0.9,0.0,-0.5
2026-02-02 20:00:00+00:00,10.6,9.09,7.6,5.32,4.39,3.57,1.2,0.7,0.2
2026-02-02 21:00:00+00:00,11.32,9.93,8.42,5.86,4.96,4.12,1.3,1.1,0.7
2026-02-02 22:00:00+00:00,11.68,10.42,8.71,6.17,5.42,4.25,1.1,1.2,0.6
2026-02-02 23:00:00+00:00,11.82,10.79,8.8,6.4,5.61,4.31,0.7,1.1,0.4
2026-02-03 00:00:00+00:00,11.74,10.66,8.54,6.36,5.61,4.14,0.4,1.0,0.2
2026-02-03 01:00:00+00:00,11.38,9.97,8.19,6.09,5.14,3.91,0.1,0.7,-0.0
2026-02-03 02:00:00+00:00,10.85,8.93,7.62,5.65,4.43,3.71,-0.1,0.3,-0.2
2026-02-03 03:00:00+00:00,9.69,7.24,6.51,5.03,3.47,3.2,0.4,0.5,0.2
2026-02-03 04:00:00+00:00,7.43,4.3,4.47,4.05,1.94,2.1,2.0,1.8,1.6
2026-02-03 05:00:00+00:00,4.72,0.86,1.84,3.01,0.22,0.8,4.2,3.6,3.5
2026-02-03 06:00:00+00:00,2.79,1.9,0.22,2.12,1.5,0.32,6.0,5.2,5.2
2026-02-03 07:00:00+00:00,1.62,2.51,0.82,1.22,1.9,0.71,7.3,6.2,6.4
2026-02-03 08:00:00+00:00,0.61,2.31,0.86,0.45,1.8,0.76,8.1,6.9,7.3
2026-02-03 09:00:00+00:00,0.67,2.5,1.3,0.58,1.8,1.03,8.1,7.0,7.4
2026-02-03 10:00:00+00:00,1.36,4.1,2.79,0.76,2.4,1.49,6.4,5.9,5.9
2026-02-03 11:00:00+00:00,2.4,6.1,4.75,1.0,3.11,2.06,3.8,4.2,3.6
2026-02-03 12:00:00+00:00,3.44,7.5,6.35,1.33,3.5,2.57,1.9,2.8,1.9
2026-02-03 13:00:00+00:00,4.64,7.52,7.3,1.77,3.41,3.16,1.2,2.1,1.4
2026-02-03 14:00:00+00:00,5.83,7.02,7.79,2.15,3.1,3.76,1.1,1.7,1.5
2026-02-03 15:00:00+00:00,6.54,6.74,8.01,2.51,3.05,4.12,1.1,1.5,1.7
2026-02-03 16:00:00+00:00,6.59,7.08,7.78,2.73,3.29,3.91,1.1,1.6,1.8
2026-02-03 17:00:00+00:00,6.18,7.57,7.11,2.75,3.69,3.44,1.3,1.9,2.0
2026-02-03 18:00:00+00:00,5.98,8.04,6.76,2.8,4.06,3.14,1.4,2.1,2.2
2026-02-03 19:00:00+00:00,6.02,8.19,6.66,2.78,4.24,3.05,1.6,2.0,2.1
2026-02-03 20:00:00+00:00,6.14,8.32,6.71,2.79,4.4,3.09,1.8,1.7,2.0
2026-02-03 21:00:00+00:00,6.32,8.51,6.91,2.94,4.61,3.32,1.9,1.7,2.0
2026-02-03 22:00:00+00:00,6.65,8.99,7.35,3.27,5.01,3.72,2.0,2.0,2.0
2026-02-03 23:00:00+00:00,7.09,9.59,7.97,3.72,5.37,4.21,2.0,2.4,2.1
2026-02-04 00:00:00+00:00,7.56,9.8,8.33,4.02,5.59,4.53,2.0,2.7,2.2
2026-02-04 01:00:00+00:00,7.83,9.44,8.25,4.14,5.32,4.52,1.9,2.6,2.1
2026-02-04 02:00:00+00:00,8.01,8.65,7.91,4.22,4.79,4.31,1.9,2.2,2.1
2026-02-04 03:00:00+00:00,7.96,7.91,7.46,4.24,4.35,4.08,2.3,2.2,2.2
2026-02-04 04:00:00+00:00,7.78,6.99,6.74,4.57,4.18,3.79,3.4,2.7,2.5
2026-02-04 05:00:00+00:00,7.37,6.07,5.82,4.94,3.98,3.54,4.9,3.6,3.0
2026-02-04 06:00:00+00:00,6.87,5.39,5.15,4.97,3.93,3.41,6.2,4.5,3.7
2026-02-04 07:00:00+00:00,6.12,5.1,4.82,4.55,3.96,3.5,7.1,5.7,5.3
2026-02-04 08:00:00+00:00,5.12,5.14,4.7,3.9,4.11,3.6,7.8,6.9,7.1
2026-02-04 09:00:00+00:00,4.01,5.11,4.5,3.06,3.9,3.5,7.6,7.3,7.9
2026-02-04 10:00:00+00:00,2.98,5.21,4.71,2.06,3.4,3.1,6.0,6.1,6.8
2026-02-04 11:00:00+00:00,1.86,5.32,4.95,1.14,2.5,2.42,3.6,4.0,4.5
2026-02-04 12:00:00+00:00,1.58,4.01,3.75,1.36,1.3,1.22,1.7,2.3,2.7
2026-02-04 13:00:00+00:00,4.48,0.67,0.58,3.0,0.78,1.03,0.9,1.3,1.7
2026-02-04 14:00:00+00:00,8.51,5.2,6.07,5.06,3.04,3.72,0.6,0.6,1.0
2026-02-04 15:00:00+00:00,11.54,9.2,10.34,6.59,4.92,5.78,0.4,0.1,0.5
2026-02-04 16:00:00+00:00,12.59,10.97,11.67,7.32,5.96,6.41,0.4,-0.3,0.0
2026-02-04 17:00:00+00:00,12.52,11.51,11.48,7.63,6.54,6.41,0.5,-0.5,-0.2
2026-02-04 18:00:00+00:00,12.55,12.05,11.48,7.85,7.08,6.54,0.7,-0.5,-0.3
2026-02-04 19:00:00+00:00,13.0,12.97,12.18,8.17,7.84,7.21,0.9,-0.2,-0.1
2026-02-04 20:00:00+00:00,13.5,13.89,12.91,8.52,8.55,7.97,1.1,0.4,0.4
2026-02-04 21:00:00+00:00,13.91,14.47,13.48,8.75,9.09,8.55,1.2,0.8,0.7
2026-02-04 22:00:00+00:00,14.23,14.46,13.86,8.97,9.23,8.86,0.9,0.9,0.7
2026-02-04 23:00:00+00:00,14.42,14.2,13.98,9.15,9.12,8.92,0.5,1.0,0.7
2026-02-05 00:00:00+00:00,14.52,14.08,14.14,9.25,9.05,9.01,0.2,1.0,0.6
2026-02-05 01:00:00+00:00,14.58,14.3,14.23,9.25,9.18,9.01,0.0,0.9,0.3
2026-02-05 02:00:00+00:00,14.55,14.55,14.26,9.25,9.25,9.05,0.1,0.7,-0.0
2026-02-05 03:00:00+00:00,14.42,14.61,14.26,9.25,9.42,9.14,0.4,0.9,0.2
2026-02-05 04:00:00+00:00,14.14,14.45,14.26,9.34,9.55,9.42,1.4,1.9,1.3
2026-02-05 05:00:00+00:00,13.85,14.11,14.14,9.4,9.64,9.69,2.7,3.2,2.9
2026-02-05 06:00:00+00:00,13.35,13.7,13.98,9.36,9.6,9.84,3.9,4.5,4.3
2026-02-05 07:00:00+00:00,12.68,13.38,13.6,8.98,9.49,9.65,4.9,5.4,5.2
2026-02-05 08:00:00+00:00,11.77,13.04,13.2,8.51,9.27,9.33,5.7,6.3,5.8
2026-02-05 09:00:00+00:00,11.11,12.64,12.83,7.84,8.79,8.96,6.0,6.6,6.1
2026-02-05 10:00:00+00:00,10.67,12.1,12.54,7.05,8.0,8.42,5.4,6.1,5.8
2026-02-05 11:00:00+00:00,10.43,11.5,12.38,6.2,6.93,7.82,4.3,5.2,5.2
2026-02-05 12:00:00+00:00,10.26,10.95,12.06,5.69,6.09,7.12,3.3,4.3,4.5
2026-02-05 13:00:00+00:00,10.4,10.63,11.35,5.55,5.73,6.36,2.8,3.6,3.8
2026-02-05 14:00:00+00:00,10.77,10.38,10.5,5.64,5.46,5.65,2.5,2.9,3.0
2026-02-05 15:00:00+00:00,10.93,10.31,9.97,5.64,5.37,5.19,2.2,2.4,2.4
2026-02-05 16:00:00+00:00,10.75,10.34,9.95,5.46,5.28,5.1,1.8,2.1,2.1
2026-02-05 17:00:00+00:00,10.42,10.47,10.12,5.2,5.32,5.15,1.5,2.0,2.0
2026-02-05 18:00:00+00:00,10.22,10.51,10.31,5.13,5.32,5.2,1.3,1.9,1.9
2026-02-05 19:00:00+00:00,10.48,10.47,10.53,5.26,5.28,5.39,1.4,1.8,2.1
2026-02-05 20:00:00+00:00,10.86,10.47,10.72,5.42,5.32,5.61,1.6,1.8,2.3
2026-02-05 21:00:00+00:00,10.96,10.22,10.16,5.55,5.11,5.22,1.5,1.6,2.2
2026-02-05 22:00:00+00:00,10.85,10.06,8.52,5.57,4.84,3.93,0.9,1.1,1.5
2026-02-05 23:00:00+00:00,10.62,9.73,6.32,5.35,4.51,2.1,-0.1,0.5,0.5
2026-02-06 00:00:00+00:00,9.57,8.28,3.98,4.75,3.73,1.22,-0.8,0.0,-0.2
2026-02-06 01:00:00+00:00,7.12,4.63,1.42,3.32,2.01,1.41,-1.4,-0.4,-0.3
2026-02-06 02:00:00+00:00,3.93,0.54,2.75,1.43,0.32,1.8,-1.7,-0.8,-0.1
2026-02-06 03:00:00+00:00,1.34,3.8,5.67,0.36,2.1,2.5,-1.2,-0.6,0.7
2026-02-06 04:00:00+00:00,0.14,4.8,7.91,0.8,2.8,3.9,0.6,0.6,2.6
2026-02-06 05:00:00+00:00,0.98,4.6,9.77,1.17,3.0,5.7,3.2,2.4,5.0
2026-02-06 06:00:00+00:00,2.25,5.0,11.34,1.71,3.5,7.16,5.1,3.9,6.8
2026-02-06 07:00:00+00:00,4.32,7.14,12.4,2.77,4.83,8.08,5.9,4.8,7.2
2026-02-06 08:00:00+00:00,6.68,9.95,13.24,4.14,6.49,8.71,6.1,5.3,7.0
2026-02-06 09:00:00+00:00,9.18,12.36,13.9,5.64,7.96,9.17,5.8,5.5,6.5
2026-02-06 10:00:00+00:00,11.94,14.14,14.77,7.38,9.02,9.66,5.2,5.3,5.8
2026-02-06 11:00:00+00:00,14.71,15.5,15.55,9.36,9.77,9.96,4.1,4.7,4.7
2026-02-06 12:00:00+00:00,16.46,16.37,15.99,10.51,10.33,10.21,3.1,4.0,3.8
2026-02-06 13:00:00+00:00,16.46,16.64,16.06,10.53,10.51,10.28,2.2,3.0,3.1
2026-02-06 14:00:00+00:00,15.42,16.43,15.69,9.73,10.4,10.12,1.3,1.8,2.6
2026-02-06 15:00:00+00:00,14.48,15.8,15.4,9.12,10.02,9.9,0.6,0.9,2.1
2026-02-06 16:00:00+00:00,14.26,14.58,15.18,8.88,9.18,9.65,0.5,0.6,1.7
2026-02-06 17:00:00+00:00,14.04,13.12,14.91,8.85,8.18,9.36,0.6,0.6,1.3
2026-02-06 18:00:00+00:00,13.56,11.73,14.38,8.45,7.18,8.99,0.6,0.6,1.1
2026-02-06 19:00:00+00:00,12.54,10.54,13.24,7.79,6.4,8.29,0.4,0.4,1.0
2026-02-06 20:00:00+00:00,11.29,9.5,11.86,6.99,5.68,7.49,0.2,0.2,1.0
2026-02-06 21:00:00+00:00,9.93,8.32,10.62,6.0,4.9,6.62,-0.1,-0.0,0.9
2026-02-06 22:00:00+00:00,7.96,6.99,9.6,4.44,3.94,5.85,-0.4,-0.2,0.6
2026-02-06 23:00:00+00:00,5.64,5.77,8.7,2.51,2.91,5.11,-0.6,-0.5,0.1
2026-02-07 00:00:00+00:00,3.22,4.58,7.56,0.9,2.08,4.25,-0.9,-0.7,-0.3
2026-02-07 01:00:00+00:00,0.85,3.42,6.0,0.58,1.39,3.22,-1.5,-1.2,-0.6
2026-02-07 02:00:00+00:00,1.44,2.33,4.12,1.61,0.64,2.13,-2.1,-1.7,-0.9
2026-02-07 03:00:00+00:00,3.58,0.81,2.41,2.73,0.22,1.33,-2.1,-1.6,-0.8
2026-02-07 04:00:00+00:00,5.66,1.6,1.14,4.21,1.73,1.03,-0.9,-0.6,-0.2
2026-02-07 05:00:00+00:00,7.72,4.42,1.21,5.7,3.52,1.26,0.8,1.0,0.8
2026-02-07 06:00:00+00:00,8.9,6.44,2.5,6.6,4.83,1.9,2.2,2.2,1.6
2026-02-07 07:00:00+00:00,9.19,7.37,4.2,6.72,5.45,3.1,2.8,2.5,2.1
2026-02-07 08:00:00+00:00,8.68,7.5,5.82,6.33,5.56,4.4,3.0,2.5,2.5
2026-02-07 09:00:00+00:00,6.96,6.91,6.41,5.12,5.06,4.8,3.0,2.2,2.5
2026-02-07 10:00:00+00:00,3.14,5.35,5.4,2.53,3.62,3.7,2.5,1.6,1.8
2026-02-07 11:00:00+00:00,2.12,3.2,3.42,0.82,1.61,1.77,1.7,0.8,0.7
2026-02-07 12:00:00+00:00,5.92,1.06,1.84,3.42,0.76,0.92,1.0,0.2,-0.1
2026-02-07 13:00:00+00:00,7.48,2.64,2.76,4.44,2.2,2.11,0.6,-0.1,-0.3
2026-02-07 14:00:00+00:00,7.96,5.77,5.5,4.73,3.72,3.51,0.2,-0.2,-0.3
2026-02-07 15:00:00+00:00,8.42,8.49,8.0,5.02,5.13,4.78,-0.1,-0.3,-0.4
2026-02-07 16:00:00+00:00,9.3,10.4,9.85,5.63,6.29,5.89,-0.2,-0.6,-0.7
2026-02-07 17:00:00+00:00,10.14,11.88,11.23,6.24,7.35,6.82,-0.2,-0.9,-1.1
2026-02-07 18:00:00+00:00,10.75,12.73,12.1,6.57,8.05,7.42,-0.3,-1.1,-1.5
2026-02-07 19:00:00+00:00,10.89,13.0,12.3,6.61,8.2,7.54,-0.7,-1.4,-1.9
2026-02-07 20:00:00+00:00,10.75,12.75,12.01,6.5,8.0,7.38,-1.2,-1.6,-2.2
2026-02-07 21:00:00+00:00,10.55,12.14,11.42,6.35,7.56,6.99,-1.5,-1.8,-2.3
2026-02-07 22:00:00+00:00,10.2,11.13,10.65,6.26,6.93,6.58,-1.5,-1.7,-2.1
2026-02-07 23:00:00+00:00,9.74,9.9,9.78,6.07,6.17,5.98,-1.4,-1.5,-1.8
2026-02-08 00:00:00+00:00,9.15,8.7,8.89,5.7,5.38,5.44,-1.3,-1.3,-1.5
2026-02-08 01:00:00+00:00,8.37,7.84,8.38,5.08,4.78,5.12,-1.5,-1.5,-1.5
2026-02-08 02:00:00+00:00,7.53,7.18,7.84,4.4,4.18,4.81,-1.8,-1.6,-1.6
2026-02-08 03:00:00+00:00,6.5,6.49,7.18,3.71,3.72,4.37,-1.7,-1.4,-1.4
2026-02-08 04:00:00+00:00,5.12,5.76,6.16,3.04,3.51,3.88,-0.7,-0.3,-0.4
2026-02-08 05:00:00+00:00,3.34,4.95,4.95,2.26,3.42,3.41,0.7,1.3,0.9
2026-02-08 06:00:00+00:00,1.53,3.63,3.3,1.3,2.82,2.51,1.9,2.6,2.1
2026-02-08 07:00:00+00:00,1.78,1.8,1.34,1.3,1.4,1.06,3.0,3.6,2.9
2026-02-08 08:00:00+00:00,4.39,0.64,1.91,3.36,0.71,1.7,3.8,4.4,3.6
2026-02-08 09:00:00+00:00,6.85,3.2,4.52,5.15,2.6,3.67,4.2,4.6,3.7
2026-02-08 10:00:00+00:00,9.08,6.65,7.75,6.3,4.65,5.52,3.6,3.7,2.8
2026-02-08 11:00:00+00:00,11.18,10.65,11.23,7.12,6.8,7.28,2.5,2.3,1.4
2026-02-08 12:00:00+00:00,12.83,13.49,13.86,7.76,8.35,8.6,1.4,1.0,0.2
2026-02-08 13:00:00+00:00,13.73,14.58,14.95,8.37,9.05,9.27,0.6,0.2,-0.6
2026-02-08 14:00:00+00:00,14.22,14.65,15.09,8.81,9.22,9.49,-0.2,-0.6,-1.2
2026-02-08 15:00:00+00:00,14.49,14.71,15.11,9.19,9.29,9.63,-0.8,-1.1,-1.7
2026-02-08 16:00:00+00:00,14.81,15.04,15.32,9.41,9.56,9.77,-1.2,-1.5,-2.0
2026-02-08 17:00:00+00:00,15.02,15.39,15.52,9.54,9.71,9.81,-1.5,-1.7,-2.1
2026-02-08 18:00:00+00:00,15.28,15.66,15.67,9.7,9.88,9.88,-1.7,-1.9,-2.3
2026-02-08 19:00:00+00:00,15.72,15.95,15.97,10.03,10.08,10.1,-1.8,-2.0,-2.5
2026-02-08 20:00:00+00:00,16.18,16.25,16.29,10.32,10.28,10.34,-1.9,-2.1,-2.6
2026-02-08 21:00:00+00:00,16.46,16.39,16.54,10.48,10.41,10.48,-1.9,-2.2,-2.7
2026-02-08 22:00:00+00:00,16.3,16.38,16.63,10.31,10.4,10.55,-2.1,-2.3,-2.6
2026-02-08 23:00:00+00:00,15.91,16.32,16.64,9.99,10.32,10.44,-2.3,-2.3,-2.5
2026-02-09 00:00:00+00:00,15.46,16.09,16.47,9.73,10.15,10.34,-2.3,-2.3,-2.3
2026-02-09 01:00:00+00:00,15.09,15.59,16.07,9.43,9.84,10.12,-2.2,-2.2,-2.1
2026-02-09 02:00:00+00:00,14.68,15.08,15.59,9.3,9.51,9.92,-1.9,-2.0,-1.8
2026-02-09 03:00:00+00:00,14.29,14.55,14.99,9.1,9.27,9.68,-1.2,-1.3,-1.2
2026-02-09 04:00:00+00:00,13.72,14.21,14.41,9.02,9.27,9.44,0.1,0.0,-0.1
2026-02-09 05:00:00+00:00,13.19,13.93,13.76,8.92,9.36,9.17,1.7,1.8,1.4
2026-02-09 06:00:00+00:00,12.79,13.71,13.35,8.82,9.32,8.95,3.2,3.4,2.7
2026-02-09 07:00:00+00:00,12.47,13.5,13.23,8.63,9.02,8.78,4.5,4.6,4.0
2026-02-09 08:00:00+00:00,12.31,13.49,13.32,8.35,8.54,8.6,5.6,5.6,5.2
2026-02-09 09:00:00+00:00,12.24,13.39,13.49,8.1,8.19,8.51,6.0,6.0,5.9
2026-02-09 10:00:00+00:00,12.27,13.37,13.61,7.85,7.98,8.44,5.4,5.7,5.6
2026-02-09 11:00:00+00:00,12.52,13.28,13.74,7.48,7.92,8.36,4.2,4.8,4.8
2026-02-09 12:00:00+00:00,12.59,13.04,13.76,7.25,7.69,8.15,3.1,3.9,4.1
2026-02-09 13:00:00+00:00,12.59,12.41,13.73,7.11,7.02,8.05,2.5,3.2,3.6
