hour,lead_day,n,mae,bias,coverage_pct,below_p10_pct,above_p90_pct,mean_width,mean_actual,absolute_error_sum,p90_absolute_error,rmse,row_share_pct,error_share_pct
8,1,120,0.17318671225043117,0.031629797310272004,72.5,16.666666666666664,10.833333333333334,0.37922484386557803,0.29764999999999997,20.78240547005174,0.4365460328398324,0.23961191540352114,2.0394289598912305,2.06986748426128
8,2,120,0.19083999319435072,0.016818674500396435,62.5,19.166666666666668,18.333333333333332,0.4103308012523717,0.29764999999999997,22.900799183322086,0.48314150987879056,0.2657755593913131,2.0394289598912305,2.280853371928637
9,1,121,0.1687858741932539,0.05658892331717751,68.59504132231406,20.66115702479339,10.743801652892563,0.394757754447554,0.3086776859504132,20.42309077738372,0.44918539802852886,0.23518200640146034,2.0564242012236575,2.034080779972278
9,2,121,0.17956699476986654,0.03526527323918066,71.900826446281,17.355371900826448,10.743801652892563,0.4213689832857797,0.3086776859504132,21.72760636715385,0.41139647791467554,0.25209865267469234,2.0564242012236575,2.164006760189928
10,1,123,0.17154281627400325,0.06612141002571793,75.60975609756098,18.69918699186992,5.691056910569105,0.39422343561529255,0.3268021680216802,21.0997664017024,0.43123349679241635,0.23957618575093656,2.090414683888511,2.101475715278867
10,2,123,0.1862498317410522,0.057793897377006666,74.79674796747967,17.88617886178862,7.317073170731707,0.4116239227249463,0.3268021680216802,22.90872930414942,0.431270966917961,0.26579150287230496,2.090414683888511,2.281643189029954
11,1,123,0.15238287061856096,0.07875264948352109,72.35772357723577,20.32520325203252,7.317073170731707,0.3909104656110813,0.32920054200542004,18.743093086082997,0.4292595528254231,0.21927705405449152,2.090414683888511,1.8667578682973802
11,2,123,0.1718296807877683,0.08779824840074396,69.10569105691057,21.951219512195124,8.94308943089431,0.4005817464129465,0.32920054200542004,21.1350507368955,0.4015865335989937,0.2444619534414324,2.090414683888511,2.1049899330254713
12,1,123,0.16421405813694653,0.05744838745631722,73.98373983739837,17.073170731707318,8.94308943089431,0.38987600446709114,0.3808130081300813,20.198329150844422,0.4196132948522129,0.23587344227300147,2.090414683888511,2.0116951719562195
12,2,123,0.16706323998287587,0.05727354022363965,69.91869918699187,20.32520325203252,9.75609756097561,0.3919658299509465,0.3808130081300813,20.54877851789373,0.39419155649675003,0.2381579473072934,2.090414683888511,2.0465989154511974
13,1,124,0.1610303671601452,0.041086296369102986,72.58064516129032,14.516129032258066,12.903225806451612,0.3916022887282563,0.43307795698924734,19.967765527858006,0.4071131730282024,0.23841319864974359,2.107409925220938,1.9887317018727986
13,2,124,0.1515902663269617,0.036292667236230855,74.19354838709677,12.096774193548388,13.709677419354838,0.39812785707685466,0.43307795698924734,18.79719302454325,0.4073152942818913,0.22410369855507778,2.107409925220938,1.8721460657166242
14,1,123,0.18096105339380875,0.0518412873487008,73.98373983739837,13.821138211382115,12.195121951219512,0.4035252890226224,0.43520325203252036,22.258209567438477,0.5109663804222083,0.26404067758670635,2.090414683888511,2.216853304488988
14,2,123,0.16782425662507577,0.043187857371467325,75.60975609756098,13.821138211382115,10.569105691056912,0.4159475883520836,0.43520325203252036,20.64238356488432,0.4594633828857839,0.2426681482066747,2.090414683888511,2.0559217074353966
15,1,122,0.16484185937663542,0.05538435191615256,77.8688524590164,12.295081967213115,9.836065573770492,0.416512371720768,0.43998633879781424,20.110706843949522,0.4597030411461155,0.24859438718686888,2.073419442556084,2.002968243584089
15,2,122,0.16690598074059668,0.041756390241451995,76.22950819672131,11.475409836065573,12.295081967213115,0.43346330263893124,0.43998633879781424,20.362529650352794,0.3904751812072243,0.23051772665866915,2.073419442556084,2.028049066856481
16,1,122,0.1740029420537388,0.053229436254168205,77.8688524590164,11.475409836065573,10.655737704918032,0.44386205595471884,0.4463524590163934,21.228358930556134,0.44326317297779455,0.24512574358007277,2.073419442556084,2.1142831592764755
16,2,122,0.19898451313864665,0.044831648253264314,75.40983606557377,11.475409836065573,13.114754098360656,0.459805209200183,0.4463524590163934,24.27611060291489,0.45422024255444593,0.2662130945723129,2.073419442556084,2.417830412062446
17,1,124,0.20141096571641756,0.036379397632440295,70.16129032258065,12.096774193548388,17.741935483870968,0.44675319067405694,0.45721774193548387,24.97495974883578,0.47844563487537245,0.27071820891067866,2.107409925220938,2.4874337659970958
17,2,124,0.2094519834434385,0.026422870603380715,72.58064516129032,12.096774193548388,15.32258064516129,0.4731965929846276,0.45721774193548387,25.972045946986373,0.4337291767140807,0.2727891409960059,2.107409925220938,2.5867406678632765
18,1,124,0.17628816978795914,0.00973364017223934,75.0,11.29032258064516,13.709677419354838,0.45569116121192355,0.46711021505376343,21.859733053706933,0.4447397520800304,0.23971719968837274,2.107409925220938,2.1771661960739745
18,2,124,0.1797903330459596,0.011292923760001464,80.64516129032258,8.064516129032258,11.29032258064516,0.49037100692514674,0.46711021505376343,22.29400129769899,0.48109138921568406,0.25877921870948134,2.107409925220938,2.220418057316973
19,1,122,0.17815388777088917,-0.0018154481164257771,72.95081967213115,13.934426229508196,13.114754098360656,0.4678204571197472,0.4699726775956284,21.73477430804848,0.4521261341333961,0.24293531254121964,2.073419442556084,2.164720666374093
19,2,122,0.20702802318418617,-0.010602293556675519,77.04918032786885,12.295081967213115,10.655737704918032,0.5079850723274572,0.4699726775956284,25.257418828470712,0.48062124335086703,0.2860485312787017,2.073419442556084,2.515565873486444
20,1,124,0.16573201129503246,0.015910981187535214,74.19354838709677,8.870967741935484,16.93548387096774,0.4673848799351688,0.46283602150537634,20.550769400584024,0.3349073998445077,0.21080825090975808,2.107409925220938,2.0467972016097247
20,2,124,0.19773359339057975,0.017513733783277904,68.54838709677419,16.93548387096774,14.516129032258066,0.498723160594674,0.46283602150537634,24.51896558043189,0.4402044883258032,0.27538825913690057,2.107409925220938,2.442018065511794
21,1,124,0.15506454583102228,0.035951098221590344,79.83870967741935,8.064516129032258,12.096774193548388,0.46739063414803866,0.4273790322580645,19.22800368304676,0.4181533989634849,0.21227695702388655,2.107409925220938,1.9150535614439408
21,2,124,0.18197145724914535,0.029415005925239105,75.80645161290323,12.096774193548388,12.096774193548388,0.5073383843315419,0.4273790322580645,22.564460698894024,0.4268557136575518,0.24911333839785818,2.107409925220938,2.2473550315355295
22,1,124,0.15914324089052057,0.047224840210614086,76.61290322580645,15.32258064516129,8.064516129032258,0.46632528873097717,0.3898521505376344,19.73376187042455,0.35786353273178284,0.21405226880663264,2.107409925220938,1.9654256143066744
22,2,124,0.1676707997779602,0.04625900248409072,74.19354838709677,16.93548387096774,8.870967741935484,0.491420075799711,0.3898521505376344,20.791179172467064,0.39986050545784635,0.23469049581425447,2.107409925220938,2.070741319649211
23,1,124,0.1692754999254829,0.013100260209633655,72.58064516129032,16.129032258064516,11.29032258064516,0.4495402129860379,0.387741935483871,20.99016199075988,0.4162444632533538,0.231036887280752,2.107409925220938,2.090559432913553
23,2,124,0.17990377667863183,0.03312571055691957,75.80645161290323,12.096774193548388,12.096774193548388,0.4738481588117024,0.387741935483871,22.308068308150347,0.44043141257910784,0.25244293208616236,2.107409925220938,2.221819090877596
