turbine,lead_day,sector_i,sector,season_year,season,speed_bin,n,median_ratio,q25,q75,mean_power,mean_forecast_wind,mean_measured_wind
t1,1,2,NE,2024,spring,4–6,3,0.4141876430205949,0.3210784958397994,1.2076834441518067,0.21055555555555552,4.32,3.762222222222222
t1,1,2,NE,2024,summer,2–4,24,1.2552812071330588,0.6112368620995314,1.9143161242468274,0.13402777777777777,3.2245833333333334,4.043333333333334
t1,1,2,NE,2024,summer,4–6,9,1.840717299578059,0.9485875706214689,1.942911877394636,0.36,4.46,6.399259259259259
t1,1,2,NE,2024,summer,6–8,1,0.875452196382429,0.875452196382429,0.875452196382429,0.21333333333333335,6.45,5.646666666666667
t1,1,2,NE,2024,winter,2–4,6,1.3349113705144835,1.1216353677621285,1.6575141647894054,0.1758333333333333,2.7216666666666662,4.802777777777778
t1,1,2,NE,2025,autumn,2–4,42,1.0627636032630747,0.6816624468464959,1.5371003654815132,0.09325396825396826,3.1766666666666663,3.578492063492063
t1,1,2,NE,2025,autumn,4–6,48,1.00776890684978,0.5799725340685179,1.3995816208427816,0.27336805555555554,5.048958333333333,5.402291666666667
t1,1,2,NE,2025,autumn,6–8,47,1.1592695330559406,0.9703447830578513,1.3289706940287398,0.5165248226950355,7.008085106382978,7.870177304964539
t1,1,2,NE,2025,autumn,8–10,19,1.3235591506572295,1.1925249544959025,1.4257181068332145,0.9172807017543858,8.98,11.643859649122808
t1,1,2,NE,2025,autumn,10–12,4,1.2074833061675165,1.1944370733433234,1.2229693552061973,0.9829166666666667,10.415,12.602083333333333
t1,1,2,NE,2025,spring,2–4,24,1.4101277227677946,0.7386304062909568,2.3427787090924426,0.11368055555555556,2.72,3.7163888888888894
t1,1,2,NE,2025,spring,4–6,6,1.2842401500938088,0.9901380784717204,1.9556021341463414,0.3361111111111111,4.761666666666667,6.696666666666666
t1,1,2,NE,2025,spring,6–8,3,1.3327787021630615,1.3004424325030333,1.3451812382067514,0.6572222222222223,6.993333333333333,9.223333333333334
t1,1,2,NE,2025,summer,2–4,22,1.6341425832077796,1.2367280626696566,2.027266414141414,0.16178030303030302,2.772727272727273,4.76814393939394
t1,1,2,NE,2025,summer,4–6,18,1.1399782135076255,0.6751536885245902,1.2896004094106315,0.25203703703703706,4.961111111111111,5.470000000000001
t1,1,2,NE,2025,summer,6–8,4,1.1109578385314478,0.8906885582097944,1.3827490069537287,0.43833333333333335,7.075,8.048333333333334
t1,1,2,NE,2025,summer,8–10,1,0.9660175639557083,0.9660175639557083,0.9660175639557083,0.5533333333333333,8.73,8.433333333333334
t1,1,2,NE,2025,summer,10–12,1,0.7248062015503876,0.7248062015503876,0.7248062015503876,0.4066666666666667,10.32,7.4799999999999995
t1,1,2,NE,2025,winter,2–4,14,1.3952135339488585,0.8305438899868247,2.329419136878814,0.11083333333333334,2.6735714285714285,4.137738095238095
t1,1,2,NE,2026,winter,2–4,26,1.2322203765227022,0.7876660459342023,1.7328821931554725,0.09564102564102564,2.9896153846153846,3.921346153846154
t1,1,2,NE,2026,winter,4–6,39,1.1796200345423145,0.6334250414747494,1.5758174209914277,0.3134188034188034,5.063589743589743,5.845512820512821
t1,1,2,NE,2026,winter,6–8,19,0.890396210163652,0.5581064745363042,1.0911332842084016,0.307280701754386,7.167368421052632,6.025964912280702
t1,1,2,NE,2026,winter,8–10,17,1.19106529209622,1.0751201923076923,1.2690500167841559,0.801078431372549,8.728823529411764,10.131666666666668
t1,1,2,NE,2026,winter,10–12,4,1.1605219552609776,1.1376380866932092,1.1817034390249541,0.9729166666666667,10.3725,12.014999999999999
t1,1,3,ENE,2024,autumn,2–4,65,1.6226226226226226,1.2855029585798816,2.426339285714285,0.26246153846153847,3.0316923076923077,5.443794871794872
t1,1,3,ENE,2024,autumn,4–6,82,1.4886721113127646,1.1832636087454553,1.7801302056624322,0.46982926829268296,5.041951219512195,7.367841463414634
t1,1,3,ENE,2024,autumn,6–8,99,1.4704301075268817,1.1750343614592555,1.5937198881124113,0.7129292929292929,6.934545454545455,9.436346801346803
t1,1,3,ENE,2024,autumn,8–10,29,1.4011830201809325,1.3108498349834983,1.4922802850356294,0.9205747126436781,8.942413793103448,12.131724137931034
t1,1,3,ENE,2024,autumn,10–12,2,1.4037669822972414,1.3913647591601481,1.4161692054343349,0.9899999999999999,10.315000000000001,14.4775
t1,1,3,ENE,2024,spring,2–4,58,1.2906926406926407,1.0274310037668621,2.0983594570271484,0.20045977011494254,3.202931034482759,4.858448275862069
t1,1,3,ENE,2024,spring,4–6,62,1.1260824199335109,0.8833570075757575,1.5241270683220245,0.2933064516129032,4.8875806451612895,5.889193548387096
t1,1,3,ENE,2024,spring,6–8,71,1.3286089238845147,0.9650888070584038,1.5894612171066798,0.607793427230047,6.926338028169014,8.691549295774648
t1,1,3,ENE,2024,spring,8–10,12,1.430955095848713,1.375360759032634,1.4731995258216668,0.9004166666666666,8.57,11.782916666666667
t1,1,3,ENE,2024,spring,10–12,1,1.4123827998706757,1.4123827998706757,1.4123827998706757,0.9883333333333333,10.31,14.561666666666667
t1,1,3,ENE,2024,summer,2–4,25,1.3355167394468705,0.9254742547425475,1.8432483474976393,0.175,3.0248000000000004,4.499066666666667
t1,1,3,ENE,2024,summer,4–6,44,1.1799183176920403,0.6661053636271743,1.636494788805907,0.30318181818181816,5.044090909090909,5.918333333333333
t1,1,3,ENE,2024,summer,6–8,39,1.1305483028720626,0.8071872554331467,1.4925484158857654,0.4877350427350427,6.9107692307692306,7.765854700854701
t1,1,3,ENE,2024,summer,8–10,11,1.3389339513325607,1.2779800388763878,1.4355629698939558,0.8725757575757576,8.685454545454546,11.457878787878787
t1,1,3,ENE,2024,winter,2–4,11,2.6787003610108298,1.9300576952334139,2.9233597645809417,0.47227272727272723,3.2245454545454546,7.25
t1,1,3,ENE,2024,winter,4–6,29,1.6642156862745097,1.2105855855855854,1.914655172413793,0.5214942528735632,4.986896551724138,7.694482758620689
t1,1,3,ENE,2024,winter,6–8,19,1.418558077436582,1.0281111504305478,1.5759096400400288,0.6970175438596492,6.963684210526316,9.248070175438597
t1,1,3,ENE,2024,winter,8–10,2,1.2847500251273116,1.2689719928191727,1.3005280574354507,0.9533333333333334,8.465,10.870833333333334
t1,1,3,ENE,2025,autumn,2–4,126,1.394496552829886,0.8048047158005665,1.9449991427180815,0.16493386243386243,3.134761904761905,4.425886243386243
t1,1,3,ENE,2025,autumn,4–6,264,1.1100281993139136,0.7033476273466642,1.457918469328129,0.2757411616161616,4.954507575757575,5.550664141414142
t1,1,3,ENE,2025,autumn,6–8,139,1.1457703927492446,0.9011593650423657,1.4496966480978108,0.5249999999999999,6.930863309352518,7.934364508393286
t1,1,3,ENE,2025,autumn,8–10,93,1.1752767527675276,0.8120176405733185,1.361342868494239,0.6982437275985663,8.818387096774194,9.573440860215054
t1,1,3,ENE,2025,autumn,10–12,21,1.0643160300359125,1.0029163021289005,1.1666666666666665,0.9320634920634919,10.90857142857143,11.756746031746031
t1,1,3,ENE,2025,autumn,12+,34,0.9390092466016646,0.8619443067145083,1.0627739983255005,0.9456862745098038,13.346176470588235,12.801764705882352
t1,1,3,ENE,2025,spring,2–4,46,1.4898117048346058,0.8910465763592503,1.9407067634746207,0.20318840579710143,3.368478260869565,4.942934782608695
t1,1,3,ENE,2025,spring,4–6,75,1.403993855606759,1.1407217142337363,1.8395018109712764,0.4477111111111111,5.1008000000000004,7.175055555555557
t1,1,3,ENE,2025,spring,6–8,62,1.4892203527294121,1.1686567777547063,1.673449175168681,0.6945295698924732,6.842741935483871,9.580604838709677
t1,1,3,ENE,2025,spring,8–10,31,1.4539930555555556,1.2734385371034116,1.5363831225580555,0.9133333333333333,8.827096774193548,12.201559139784946
t1,1,3,ENE,2025,spring,10–12,2,1.1638089253296626,1.1334684900353105,1.194149360624015,0.9299999999999999,10.26,11.9425
t1,1,3,ENE,2025,summer,2–4,52,1.5738909251769462,1.041156914893617,2.1306433175179826,0.21471153846153848,3.0348076923076923,4.930576923076923
t1,1,3,ENE,2025,summer,4–6,81,1.1459810874704492,0.7507507507507508,1.5608843537414965,0.306440329218107,5.024938271604938,5.900534979423869
t1,1,3,ENE,2025,summer,6–8,93,0.9271111111111111,0.6406987724268178,1.31496062992126,0.39457706093189965,7.078494623655914,6.6709247311827955
t1,1,3,ENE,2025,summer,8–10,61,0.9903143274853802,0.7138660399529965,1.2155172413793103,0.5581693989071038,8.826065573770492,8.369726775956284
t1,1,3,ENE,2025,summer,10–12,15,1.1292745286033878,0.9353377638988978,1.2164678784167458,0.8527777777777777,10.692666666666668,11.242666666666668
t1,1,3,ENE,2025,winter,2–4,111,1.2270194986072425,0.7984380868911982,1.5541933611688672,0.09004504504504504,3.0936936936936936,3.934144144144144
t1,1,3,ENE,2025,winter,4–6,150,1.199397992022973,0.9729161215157065,1.54409076433121,0.3064,5.049133333333334,6.256722222222222
t1,1,3,ENE,2025,winter,6–8,105,1.3654336734693877,1.0815660685154975,1.5649606299212597,0.6667619047619048,6.958095238095238,9.081380952380952
t1,1,3,ENE,2025,winter,8–10,43,1.289122807017544,1.1745588481500082,1.4314738150760462,0.8657751937984496,8.823255813953487,11.238875968992248
t1,1,3,ENE,2025,winter,10–12,6,1.3693359476143794,1.290769084642731,1.3904265803855311,0.9877777777777776,10.538333333333334,14.028333333333334
t1,1,3,ENE,2026,winter,2–4,63,1.417562724014337,0.7939184009362082,1.960900151962099,0.16891534391534394,3.23,4.627910052910053
t1,1,3,ENE,2026,winter,4–6,224,1.2156250000000002,0.9696219440784659,1.5036790916395677,0.30762648809523807,5.070669642857142,6.211034226190477
t1,1,3,ENE,2026,winter,6–8,199,1.1023148148148147,0.9552431321299246,1.4040911596455934,0.526926298157454,7.064623115577889,8.155745393634842
t1,1,3,ENE,2026,winter,8–10,119,1.2121399176954732,1.0031440009837813,1.4068112600866545,0.746484593837535,8.7609243697479,10.507142857142856
t1,1,3,ENE,2026,winter,10–12,36,1.255365514348526,1.1160024385227842,1.415067179198759,0.9864351851851851,10.874166666666667,14.007037037037037
t1,1,3,ENE,2026,winter,12+,5,1.2383933229003654,0.9543666404405979,1.3082717063818132,0.9826666666666666,12.544,14.416666666666668
t1,1,4,E,2024,autumn,2–4,94,1.2464278355594973,0.5154151670483877,1.7386618890498886,0.11416666666666668,3.099787234042553,3.734769503546099
t1,1,4,E,2024,autumn,4–6,162,1.2948869716425895,0.9999745981113312,1.531693827312371,0.36859053497942385,5.115246913580247,6.507253086419753
t1,1,4,E,2024,autumn,6–8,193,1.2744310575635878,1.0211382113821137,1.519472361809045,0.6396200345423143,6.978393782383419,8.85387737478411
t1,1,4,E,2024,autumn,8–10,125,1.2112310151878498,1.044826224328594,1.3748114630467574,0.8247733333333334,8.948799999999999,10.57508
t1,1,4,E,2024,autumn,10–12,11,1.218938671750874,1.0784050952548112,1.3735336970364194,0.9736363636363635,10.289090909090909,12.765606060606059
t1,1,4,E,2024,spring,2–4,88,1.1852579979360165,0.7183256813519585,1.8085077330964237,0.1544431818181818,3.09875,4.1216704545454546
t1,1,4,E,2024,spring,4–6,108,1.4464357605611549,1.1382427778100266,1.7450040806309854,0.4352932098765432,5.015925925925926,7.302746913580247
t1,1,4,E,2024,spring,6–8,107,1.3983682983682983,1.1253326270231934,1.5694660397776383,0.6746728971962617,6.847757009345795,9.118052959501558
t1,1,4,E,2024,spring,8–10,59,1.1388888888888888,0.9649234257357973,1.3296862435780126,0.7442090395480225,8.939322033898305,10.211327683615819
t1,1,4,E,2024,spring,10–12,26,1.2322569178788894,1.0725596302921885,1.3111370487113387,0.9329487179487178,10.808846153846153,12.842115384615385
t1,1,4,E,2024,spring,12+,8,0.9568079235484059,0.9372067090892238,1.011832818755193,0.9879166666666667,14.17125,13.887916666666667
t1,1,4,E,2024,summer,2–4,45,1.2334739803094232,0.8102636534839925,1.889633601429848,0.16266666666666668,3.1737777777777776,4.239814814814815
t1,1,4,E,2024,summer,4–6,57,1.0723771580345285,0.7260147601476015,1.4524940617577196,0.2943859649122807,5.014035087719298,5.695760233918128
t1,1,4,E,2024,summer,6–8,35,0.8694843168527381,0.4214285714285715,1.180779837852206,0.3102857142857143,6.6328571428571435,5.9162380952380955
t1,1,4,E,2024,winter,2–4,14,1.3776186867319873,1.0892989396015893,1.6530959795362288,0.07869047619047619,3.3842857142857143,4.483809523809525
t1,1,4,E,2024,winter,4–6,13,1.2470784641068446,0.8707818930041153,1.71875,0.3630769230769231,4.856923076923077,6.526025641025641
t1,1,4,E,2024,winter,6–8,26,1.5462585034013605,1.33166407881578,1.6048963181474878,0.8516025641025641,7.151153846153846,10.331025641025642
t1,1,4,E,2024,winter,8–10,9,1.2143401983218916,1.1354983202687572,1.481459089076985,0.8703703703703703,8.425555555555555,10.704629629629629
t1,1,4,E,2025,autumn,2–4,59,1.1790364583333333,0.7431995211726248,1.9559589108955482,0.10350282485875706,2.831694915254237,3.7898022598870056
t1,1,4,E,2025,autumn,4–6,20,1.05613346691156,0.28375675783509885,1.4898092889874928,0.26008333333333333,4.843,4.80175
t1,1,4,E,2025,autumn,6–8,6,1.0422942879083232,0.8185797332237462,1.645290370101781,0.46694444444444444,6.655,7.465555555555556
t1,1,4,E,2025,autumn,8–10,5,1.3434237995824634,1.3342123769338958,1.390614216701173,0.8539999999999999,9.136,11.818666666666667
t1,1,4,E,2025,autumn,10–12,4,1.197063474878844,1.1385501304643295,1.2360270006747798,0.9658333333333333,10.6375,12.508333333333333
t1,1,4,E,2025,spring,2–4,52,1.483648197106558,0.8800669162709526,1.9491565452091768,0.17317307692307693,3.288269230769231,4.625160256410256
t1,1,4,E,2025,spring,4–6,111,1.3429994141769184,0.9842020929107853,1.7253287776434463,0.4090840840840841,5.018828828828829,6.898558558558559
t1,1,4,E,2025,spring,6–8,152,1.3640751615667186,1.0815557770334026,1.5780217186024552,0.6825548245614035,6.980723684210526,9.22397149122807
t1,1,4,E,2025,spring,8–10,88,1.3350592495174403,1.19690838772899,1.4547802884580752,0.8835416666666667,8.80181818181818,11.540511363636362
t1,1,4,E,2025,spring,10–12,37,1.2431263515600866,1.133419689119171,1.340945902170392,0.972972972972973,10.73054054054054,13.179918918918919
t1,1,4,E,2025,spring,12+,7,0.9477911646586346,0.7905814174089909,1.0328657035919482,0.838095238095238,12.348571428571429,11.311904761904762
t1,1,4,E,2025,summer,2–4,47,1.0994623655913978,0.6080183922397233,1.677745993325265,0.14822695035460992,3.1948936170212767,4.009503546099291
t1,1,4,E,2025,summer,4–6,32,1.1442541789009395,0.7253322069161078,1.5003786816354432,0.3051041666666667,4.9559375,5.8971875
t1,1,4,E,2025,summer,6–8,27,0.7482683982683983,0.3140448055145249,1.0049645390070923,0.2169753086419753,7.187777777777778,4.884691358024691
t1,1,4,E,2025,summer,8–10,10,0.7406298611397906,0.6753581578870548,0.7959352823681605,0.2793333333333333,8.540000000000001,6.033666666666667
t1,1,4,E,2025,summer,10–12,2,0.7768773085703597,0.739354729935298,0.8143998872054214,0.5491666666666667,10.885,8.426666666666668
t1,1,4,E,2025,winter,2–4,151,1.3782771535580525,0.696914814154635,1.8402161146347193,0.1413355408388521,3.1752980132450332,4.315673289183223
t1,1,4,E,2025,winter,4–6,230,1.147261196145125,0.8968849651106293,1.5613523955915258,0.25915217391304346,4.870652173913044,5.74673188405797
t1,1,4,E,2025,winter,6–8,242,1.321207449470764,0.9808692084192783,1.52955743618202,0.650530303030303,7.047851239669421,8.989758953168044
t1,1,4,E,2025,winter,8–10,141,1.2463063063063065,1.1107735925475901,1.3958789204959883,0.8504846335697399,8.816808510638298,10.818085106382979
t1,1,4,E,2025,winter,10–12,79,1.1598546775658494,1.0912424253811013,1.2480198807157057,0.9648523206751054,10.689746835443039,12.38168776371308
t1,1,4,E,2026,winter,2–4,26,2.119569026327167,1.4097730818126104,2.6080957161981257,0.3005769230769231,2.998076923076923,6.158782051282051
t1,1,4,E,2026,winter,4–6,13,1.6858757062146892,1.206140350877193,1.9809843400447427,0.5798717948717949,5.0515384615384615,8.166923076923077
t1,1,4,E,2026,winter,6–8,4,1.6139325739942594,1.4672781640402857,1.841725461483848,0.97,6.7575,11.27375
t1,1,4,E,2026,winter,8–10,16,1.3410882278159166,1.2462566486672333,1.3825548395860894,0.9362499999999999,8.800625,11.413124999999999
t1,1,4,E,2026,winter,10–12,3,1.202247191011236,1.1285247254491209,1.3246629689179805,0.9899999999999999,11.726666666666667,14.482222222222225
t1,1,4,E,2026,winter,12+,3,1.4173474945533768,1.3491656406539898,1.4541094319239911,0.9899999999999999,12.14,16.950555555555557
t1,1,5,ESE,2024,autumn,2–4,20,1.2059609096586943,0.7623677939325784,2.0750367480777925,0.14341666666666666,2.6895,3.9090833333333337
t1,1,5,ESE,2024,autumn,4–6,8,1.0910104533266296,0.9142904101211634,1.4108028775227754,0.23166666666666666,4.9175,5.4558333333333335
t1,1,5,ESE,2024,spring,2–4,28,1.3913763981683056,0.8580795900907702,2.227518940087106,0.15678571428571428,3.198571428571429,4.508452380952381
t1,1,5,ESE,2024,spring,4–6,6,1.2605622760709871,1.0630463272785213,1.4381571775850592,0.19555555555555557,4.431666666666667,5.545277777777778
t1,1,5,ESE,2024,summer,2–4,31,1.4069325735992404,0.7811585820961517,2.1274469833595537,0.18693548387096773,2.950967741935484,4.503440860215053
t1,1,5,ESE,2024,summer,4–6,13,1.1079970104633783,0.6019690576652602,1.3796087283671936,0.22243589743589742,4.712307692307692,4.987051282051282
t1,1,5,ESE,2025,autumn,2–4,9,1.6303418803418803,1.2884902840059789,1.8026143790849674,0.06944444444444445,2.2566666666666664,3.6157407407407405
t1,1,5,ESE,2025,spring,2–4,55,1.3356643356643356,1.0057208237986268,1.912489190591491,0.15372727272727274,3.126909090909091,4.490121212121212
t1,1,5,ESE,2025,spring,4–6,18,1.2034870766488412,0.8601946065645829,1.454696924583668,0.24777777777777776,4.78,5.653518518518519
t1,1,5,ESE,2025,spring,6–8,5,1.1360448807854138,1.0256410256410255,1.247514390371533,0.47333333333333333,6.764,7.703999999999999
t1,1,5,ESE,2025,spring,8–10,2,0.9904342816355665,0.9186457122463546,1.0622228510247782,0.6041666666666666,9.045,9.000833333333333
t1,1,5,ESE,2025,spring,10–12,1,0.8148814881488149,0.8148814881488149,0.8148814881488149,0.615,11.11,9.053333333333333
t1,1,5,ESE,2025,summer,2–4,16,1.3992195356874744,0.5918528505392913,2.4322094298245616,0.18864583333333332,2.6193750000000002,4.244791666666667
t1,1,5,ESE,2025,summer,4–6,13,1.1961843052555796,0.9130841121495329,1.5109289617486341,0.25512820512820517,4.937692307692307,5.526410256410257
t1,1,5,ESE,2025,summer,6–8,1,0.7904564315352697,0.7904564315352697,0.7904564315352697,0.225,7.23,5.715
t1,1,5,ESE,2025,summer,8–10,1,0.6764488741232928,0.6764488741232928,0.6764488741232928,0.255,9.03,6.108333333333333
t1,1,5,ESE,2025,winter,2–4,6,1.5893026802680268,1.234148611049446,2.225252525252525,0.055,2.2416666666666667,3.7608333333333337
t1,1,5,ESE,2026,winter,2–4,2,1.89177559912854,1.4728485838779957,2.310702614379085,0.12583333333333335,2.6550000000000002,4.683333333333334
t1,1,6,SE,2024,autumn,2–4,4,1.200279987015095,0.848824501207269,1.5675829624246829,0.10458333333333333,2.6225,3.399166666666667
t1,1,6,SE,2024,spring,2–4,8,0.8437481281820904,0.5856996279254716,1.6456482548939828,0.1025,2.71125,3.2504166666666667
t1,1,6,SE,2024,summer,2–4,14,1.9850880503144654,1.1122028042154395,2.1864999327685894,0.1766666666666667,2.5450000000000004,4.484166666666666
t1,1,6,SE,2025,autumn,2–4,2,2.001570377717167,1.7546078188280023,2.248532936606331,0.13,2.385,4.875
t1,1,6,SE,2025,spring,2–4,23,1.6039999999999999,0.8478645126813829,1.994245117657096,0.11471014492753623,2.67,3.9310869565217392
t1,1,6,SE,2025,spring,4–6,2,0.21985415257617535,0.13714556994953436,0.30256273520281635,0.0125,4.385,0.95
t1,1,6,SE,2025,summer,2–4,16,1.2378637819397063,0.9234531491016533,1.9228119114035713,0.14739583333333334,2.854375,4.009375
t1,1,6,SE,2025,summer,4–6,3,0.6937539834289356,0.486855205222093,0.8461180360374793,0.09666666666666666,5.1033333333333335,3.465
t1,1,7,SSE,2024,autumn,2–4,2,0.6156198953228655,0.5429584625129179,0.6882813281328132,0.010833333333333334,2.495,1.605
t1,1,7,SSE,2024,autumn,4–6,1,1.72289156626506,1.72289156626506,1.72289156626506,0.38666666666666666,4.15,7.1499999999999995
t1,1,7,SSE,2024,spring,2–4,5,1.4025764895330115,0.8870192307692307,1.5726072607260724,0.04633333333333334,2.27,2.616
t1,1,7,SSE,2024,summer,2–4,14,1.3561354994815071,0.9795524691358024,1.5393832199546482,0.0936904761904762,2.7692857142857146,3.465357142857143
t1,1,7,SSE,2024,summer,4–6,2,1.9945729072762863,1.788764583351567,2.200381231201006,0.645,4.795,9.718333333333334
t1,1,7,SSE,2024,summer,10–12,1,0.37769784172661874,0.37769784172661874,0.37769784172661874,0.09833333333333333,11.12,4.2
t1,1,7,SSE,2025,autumn,2–4,6,1.253824974312869,0.6733386573326763,1.7934591040024257,0.06111111111111111,2.4833333333333334,3.388333333333333
t1,1,7,SSE,2025,spring,2–4,11,1.0838477366255144,0.654511701170117,1.8871513249651324,0.1303030303030303,2.611818181818182,3.5790909090909087
t1,1,7,SSE,2025,spring,4–6,1,0.31846473029045647,0.31846473029045647,0.31846473029045647,0.011666666666666667,4.82,1.5350000000000001
t1,1,7,SSE,2025,summer,2–4,16,1.1407418117944434,0.42285729669681926,1.8606217259443065,0.17333333333333334,2.68,3.8013541666666666
t1,1,7,SSE,2025,summer,4–6,4,0.6478665567419228,0.27237878999580833,1.1319700647249191,0.11583333333333334,4.2075,3.1795833333333334
t1,1,7,SSE,2026,winter,2–4,2,1.2771559038494942,1.1728188760171563,1.381492931681832,0.030833333333333334,2.245,2.9141666666666666
t1,1,8,S,2024,autumn,2–4,5,2.1118363794604003,1.0798319327731092,2.596774193548387,0.29366666666666663,2.884,5.488666666666667
t1,1,8,S,2024,autumn,4–6,3,1.7482185273159145,1.531654099774222,2.0183878706231315,0.5088888888888888,4.54,7.882777777777778
t1,1,8,S,2024,spring,2–4,4,1.136658367050524,1.0017098980513615,1.7601662758126506,0.18666666666666665,2.4975,4.06375
t1,1,8,S,2024,spring,4–6,1,0.21146085552865215,0.21146085552865215,0.21146085552865215,0.01,4.13,0.8733333333333334
t1,1,8,S,2024,summer,2–4,16,0.9557874376463402,0.5876741620576056,1.6066386794509857,0.09395833333333334,2.82625,3.187708333333333
t1,1,8,S,2024,summer,4–6,6,0.8109415018635312,0.5283719621470409,1.5856630475355826,0.23916666666666667,4.715,4.691111111111112
t1,1,8,S,2024,summer,6–8,1,1.5977425552353506,1.5977425552353506,1.5977425552353506,0.8416666666666667,6.94,11.088333333333333
t1,1,8,S,2025,autumn,2–4,4,2.376311964674034,1.8223986690865095,2.594217199097336,0.365,3.1975,6.160416666666666
t1,1,8,S,2025,autumn,4–6,1,1.8424242424242423,1.8424242424242423,1.8424242424242423,0.6883333333333334,4.95,9.12
t1,1,8,S,2025,autumn,6–8,2,0.8782494653835873,0.74266155439722,1.0138373763699546,0.2841666666666667,6.775,5.921666666666667
t1,1,8,S,2025,spring,2–4,11,1.1444954128440366,0.946923076923077,1.4771634309154373,0.08409090909090909,2.6872727272727275,3.5680303030303033
t1,1,8,S,2025,summer,2–4,20,1.2230455818691115,0.8428254501593866,2.455349832146074,0.17016666666666666,2.9515000000000002,4.275083333333333
t1,1,8,S,2025,summer,4–6,10,0.9446739914025579,0.699734418660124,1.309232759317649,0.25383333333333336,4.891,5.476833333333333
t1,1,8,S,2025,summer,6–8,12,0.8214264100702009,0.5526694719771847,0.9936875812397945,0.2627777777777778,6.666666666666667,5.597083333333334
t1,1,8,S,2025,summer,8–10,3,0.359250398724083,0.3202814618670435,0.4791450072852108,0.07777777777777778,8.34,3.4455555555555555
t1,1,8,S,2026,winter,2–4,1,2.1682926829268294,2.1682926829268294,2.1682926829268294,0.07166666666666667,2.05,4.445
t1,1,9,SSW,2024,autumn,2–4,12,1.0401676927023216,0.7001807874806095,1.4895021049162154,0.04583333333333334,2.5766666666666667,2.809027777777778
t1,1,9,SSW,2024,autumn,4–6,1,1.2184936614466815,1.2184936614466815,1.2184936614466815,0.125,4.47,5.446666666666666
t1,1,9,SSW,2024,spring,2–4,10,1.0780398258888617,0.7758719621962196,1.6377136177132703,0.09566666666666666,2.4560000000000004,3.2984999999999998
