turbine,lead_day,sector_i,sector,season_year,season,n,median_ratio,q25,q75,mean_power,mean_forecast_wind,mean_measured_wind
t1,1,2,NE,2025,autumn,160,1.1806321878422783,0.8218600191754555,1.3878147451248717,0.39171875,5.7339375,6.569666666666667
t1,1,2,NE,2025,spring,33,1.353658536585366,0.7917933130699089,2.15625,0.20353535353535354,3.4796969696969695,4.7588888888888885
t1,1,2,NE,2025,summer,46,1.239203740257111,0.9810458914560214,1.770473360898893,0.234981884057971,4.296739130434783,5.466648550724638
t1,1,2,NE,2025,winter,14,1.3952135339488585,0.8305438899868247,2.329419136878814,0.11083333333333334,2.6735714285714285,4.137738095238095
t1,1,2,NE,2026,winter,105,1.1484812150279775,0.8073796122576611,1.4563758389261745,0.3624603174603174,5.726380952380953,6.33068253968254
t1,1,3,ENE,2024,autumn,277,1.487493619193466,1.25,1.6791300097751711,0.5589987966305656,5.693068592057762,8.205714801444044
t1,1,3,ENE,2024,spring,204,1.2860357779475426,0.9826798506028351,1.6236973493100946,0.4154820261437908,5.361372549019608,6.960669934640523
t1,1,3,ENE,2024,summer,119,1.2267050912584054,0.8356281479728042,1.6261717469682069,0.3893697478991597,5.568235294117647,6.737717086834734
t1,1,3,ENE,2024,winter,61,1.579958463136033,1.2275449101796407,1.914655172413793,0.581448087431694,5.3988524590163935,8.202377049180328
t1,1,3,ENE,2025,autumn,677,1.1390321788258413,0.8101135190918473,1.4570815450643777,0.4183392417528311,6.158522895125554,6.940022648941407
t1,1,3,ENE,2025,spring,216,1.4400732537798326,1.1368815727657113,1.7067702761839931,0.5377739197530864,5.814444444444445,8.155717592592593
t1,1,3,ENE,2025,summer,302,1.0509958028409812,0.7398395884588655,1.4173861143373339,0.3957693156732892,6.363940397350993,6.734843267108167
t1,1,3,ENE,2025,winter,415,1.2682316118935837,1.0032307574665182,1.539914250714577,0.40751807228915665,5.4795180722891565,6.978759036144578
t1,1,3,ENE,2026,winter,646,1.1890867390999644,0.9690176528277215,1.4645419951504997,0.4855495356037151,6.566439628482972,7.945061919504644
t1,1,4,E,2024,autumn,585,1.2603092783505154,0.9991055456171736,1.4880251276010992,0.5259772079772079,6.322495726495727,7.822817663817664
t1,1,4,E,2024,spring,396,1.2804122522871277,1.0154602342102343,1.5757233837590978,0.5274267676767677,6.234696969696969,8.016419191919192
t1,1,4,E,2024,summer,137,1.065149136577708,0.7049362174154189,1.593886462882096,0.25518248175182484,4.8231386861313865,5.273856447688565
t1,1,4,E,2024,winter,62,1.425285368384642,1.1123869767614043,1.6048963181474878,0.5773655913978495,6.0045161290322575,8.267096774193547
t1,1,4,E,2025,autumn,94,1.1882179927600474,0.7345478735174367,1.7734527590482174,0.23663120567375887,4.171170212765957,5.037801418439717
t1,1,4,E,2025,spring,447,1.3354483925549916,1.079430914242127,1.5723853879134262,0.6214317673378076,6.816957494407158,8.927734526472783
t1,1,4,E,2025,summer,118,0.8831864780140642,0.5982010582010582,1.4374430167716217,0.22440677966101696,5.169406779661017,4.968079096045198
t1,1,4,E,2025,winter,843,1.2286086309523807,0.9664719462913622,1.4854646176259796,0.5154408857255832,6.3973428232502965,7.891387900355872
t1,1,4,E,2026,winter,65,1.4745845552297165,1.260191846522782,2.099932249322493,0.6177435897435897,5.893230769230769,9.05079487179487
t1,1,5,ESE,2024,autumn,28,1.192641541213642,0.787029036347747,1.6892049822894644,0.16863095238095238,3.3260714285714283,4.351011904761905
t1,1,5,ESE,2024,spring,34,1.3543552188164492,0.8958031675337773,1.7910446696160982,0.16362745098039216,3.4161764705882356,4.691421568627451
t1,1,5,ESE,2024,summer,44,1.3111104602728314,0.6596652678176892,1.9137185262185263,0.19742424242424245,3.4713636363636367,4.646325757575758
t1,1,5,ESE,2025,autumn,9,1.6303418803418803,1.2884902840059789,1.8026143790849674,0.06944444444444445,2.2566666666666664,3.6157407407407405
t1,1,5,ESE,2025,spring,81,1.2592039800995023,0.9906596614127261,1.635386119257087,0.21117283950617285,3.963456790123457,5.1147530864197535
t1,1,5,ESE,2025,summer,31,1.1961843052555796,0.7204708138732406,1.5301854909265376,0.21983870967741936,3.9470967741935485,4.889784946236559
t1,1,5,ESE,2025,winter,6,1.5893026802680268,1.234148611049446,2.225252525252525,0.055,2.2416666666666667,3.7608333333333337
t1,1,5,ESE,2026,winter,2,1.89177559912854,1.4728485838779957,2.310702614379085,0.12583333333333335,2.6550000000000002,4.683333333333334
t1,1,6,SE,2024,autumn,4,1.200279987015095,0.848824501207269,1.5675829624246829,0.10458333333333333,2.6225,3.399166666666667
t1,1,6,SE,2024,spring,8,0.8437481281820904,0.5856996279254716,1.6456482548939828,0.1025,2.71125,3.2504166666666667
t1,1,6,SE,2024,summer,14,1.9850880503144654,1.1122028042154395,2.1864999327685894,0.1766666666666667,2.5450000000000004,4.484166666666666
t1,1,6,SE,2025,autumn,2,2.001570377717167,1.7546078188280023,2.248532936606331,0.13,2.385,4.875
t1,1,6,SE,2025,spring,25,1.5792759051186018,0.765006385696041,1.9520917678812413,0.10653333333333334,2.8072,3.6926
t1,1,6,SE,2025,summer,19,1.1796407185628743,0.7287177877343683,1.804656365140236,0.1393859649122807,3.2094736842105265,3.923421052631579
t1,1,7,SSE,2024,autumn,3,0.7609427609427608,0.6156198953228655,1.2419171636039104,0.1361111111111111,3.046666666666667,3.453333333333333
t1,1,7,SSE,2024,spring,5,1.4025764895330115,0.8870192307692307,1.5726072607260724,0.04633333333333334,2.27,2.616
t1,1,7,SSE,2024,summer,17,1.4062103929024083,0.9588477366255144,1.5732217573221756,0.1588235294117647,3.498823529411765,4.24421568627451
t1,1,7,SSE,2025,autumn,6,1.253824974312869,0.6733386573326763,1.7934591040024257,0.06111111111111111,2.4833333333333334,3.388333333333333
t1,1,7,SSE,2025,spring,12,1.0627572016460904,0.4370025462089777,1.831075662482566,0.12041666666666667,2.795833333333334,3.40875
t1,1,7,SSE,2025,summer,20,0.9840239991939022,0.4077363261372745,1.5519593787335721,0.16183333333333333,2.9855,3.6770000000000005
t1,1,7,SSE,2026,winter,2,1.2771559038494942,1.1728188760171563,1.381492931681832,0.030833333333333334,2.245,2.9141666666666666
t1,1,8,S,2024,autumn,8,1.9300274533881574,1.2562752373676744,2.365611458834858,0.37437499999999996,3.505,6.386458333333334
t1,1,8,S,2024,spring,5,1.1234567901234567,0.6364692218350756,1.149859943977591,0.15133333333333332,2.8240000000000003,3.425666666666667
t1,1,8,S,2024,summer,23,0.9660564454614797,0.5859174298062683,1.6723879982217746,0.1643478260869565,3.497826086956522,3.923405797101449
t1,1,8,S,2025,autumn,7,1.8424242424242423,0.8782494653835873,2.376311964674034,0.3880952380952381,4.47,6.515
t1,1,8,S,2025,spring,11,1.1444954128440366,0.946923076923077,1.4771634309154373,0.08409090909090909,2.6872727272727275,3.5680303030303033
t1,1,8,S,2025,summer,45,0.8813640730067244,0.655261221486387,1.4146942800788957,0.20729629629629628,4.732444444444445,4.8393703703703705
t1,1,8,S,2026,winter,1,2.1682926829268294,2.1682926829268294,2.1682926829268294,0.07166666666666667,2.05,4.445
t1,1,9,SSW,2024,autumn,13,1.140117994100295,0.7615658362989324,1.488241308793456,0.051923076923076926,2.7223076923076923,3.011923076923077
t1,1,9,SSW,2024,spring,10,1.0780398258888617,0.7758719621962196,1.6377136177132703,0.09566666666666666,2.4560000000000004,3.2984999999999998
t1,1,9,SSW,2024,summer,36,0.9357591955435406,0.6156521345790748,1.2700275480732,0.16435185185185186,4.2425,4.222222222222222
t1,1,9,SSW,2025,autumn,23,1.4265975820379966,1.1331352065321805,1.7990948969826168,0.21413043478260868,3.5852173913043477,5.084420289855073
t1,1,9,SSW,2025,spring,27,1.1906666666666665,0.8057090758703662,1.7269612056615666,0.10592592592592592,2.966296296296296,3.8501234567901235
t1,1,9,SSW,2025,summer,39,1.1659513590844064,0.8457559751670374,1.7047346187217571,0.2956837606837607,4.6000000000000005,6.060470085470085
t1,1,9,SSW,2025,winter,7,0.7852713178294574,0.48168649699261945,1.1671117044948822,0.039523809523809524,2.508571428571429,2.407857142857143
t1,1,9,SSW,2026,winter,7,1.6163617886178863,0.7883667120189266,1.714430320150659,0.0661904761904762,3.5928571428571425,4.1311904761904765
t1,1,10,SW,2024,autumn,79,1.1796594982078854,0.7664415373147153,1.5707430786977699,0.23533755274261606,4.427848101265823,5.094472573839663
t1,1,10,SW,2024,spring,42,1.0451332734351602,0.643287037037037,1.297792410836201,0.14198412698412696,3.9633333333333334,4.1317063492063495
t1,1,10,SW,2024,summer,68,1.228399150522686,0.5112578541633666,1.5824696808567777,0.19666666666666666,4.349558823529412,4.6599264705882355
t1,1,10,SW,2024,winter,2,1.049833786667736,1.0143665654182707,1.0853010079172014,0.9891666666666665,10.965,11.46
t1,1,10,SW,2025,autumn,107,1.218294051627385,0.9000230653738595,1.5527036171259843,0.3511370716510903,4.971028037383177,6.140420560747663
t1,1,10,SW,2025,spring,96,0.9524636243386244,0.5620104176198358,1.1991699253624741,0.14835069444444446,4.2387500000000005,4.0471875
t1,1,10,SW,2025,summer,79,1.2125420875420876,0.8363883158864798,1.8659826082416187,0.2810126582278481,4.721645569620253,5.819282700421941
t1,1,10,SW,2025,winter,74,1.1287544652620833,0.7310289614719598,1.6112936900711414,0.15912162162162163,3.8216216216216217,4.448288288288288
t1,1,10,SW,2026,winter,99,1.2409326424870466,0.9204410759060861,1.6157767487851054,0.3524579124579124,5.3022222222222215,6.498653198653199
t1,1,11,WSW,2024,autumn,465,0.9848484848484849,0.7521694742215415,1.2102502017756254,0.479,7.752043010752688,7.458272401433692
t1,1,11,WSW,2024,spring,533,0.9571133633633634,0.7994221411192214,1.1583194212576515,0.5262445278298937,8.489418386491556,8.017517198248907
t1,1,11,WSW,2024,summer,166,0.7755235409394129,0.47922940871032654,1.118357364459954,0.2357429718875502,6.371204819277108,5.040090361445783
t1,1,11,WSW,2024,winter,100,1.069160919141857,0.8278402500851306,1.2617478025693036,0.36743333333333333,7.358,7.30939
t1,1,11,WSW,2025,autumn,352,1.0818796282933674,0.8288140064665279,1.3729482323232323,0.44445549242424237,6.623068181818183,7.06515625
t1,1,11,WSW,2025,spring,491,0.91574780887758,0.6773391322303384,1.2053821951848123,0.4746293279022403,7.960325865580448,7.388587236931432
t1,1,11,WSW,2025,summer,507,0.9002650762094102,0.5843451630336877,1.2084274421230945,0.355776134122288,7.066785009861933,6.254878369493754
t1,1,11,WSW,2025,winter,360,1.0004333178875124,0.769174541861497,1.264977334749198,0.35215277777777776,6.611916666666667,6.526160185185185
t1,1,11,WSW,2026,winter,264,1.0737204338294681,0.7261187573284155,1.3566468638459181,0.32765151515151514,6.07159090909091,6.089191919191919
t1,1,12,W,2024,autumn,291,0.9164237123420798,0.7516519823788546,1.092078136485915,0.4545647193585338,8.070962199312715,7.298569301260023
t1,1,12,W,2024,spring,348,0.916014455782313,0.7642639498613679,1.1133576287388902,0.485639846743295,8.334971264367816,7.657181992337165
t1,1,12,W,2024,summer,173,0.8084451901565995,0.6229674796747967,1.027777777777778,0.24943159922928707,6.633468208092485,5.349768786127168
t1,1,12,W,2024,winter,34,1.2425263622148268,1.0914596686024935,1.5493828463660417,0.23401960784313725,5.477647058823529,6.276691176470588
t1,1,12,W,2025,autumn,266,1.0892624324827715,0.8124371584080257,1.3464850610920198,0.4598057644110276,6.830601503759398,7.237813283208021
t1,1,12,W,2025,spring,377,0.8489268024215739,0.6476228001050697,1.0581902425729082,0.466077807250221,8.543076923076923,7.340754199823166
t1,1,12,W,2025,summer,447,0.883068288119738,0.604334728720348,1.135520002545182,0.3359992542878449,6.921812080536913,6.0807665920954515
t1,1,12,W,2025,winter,125,0.9107806691449815,0.7931331953071082,1.186637618010167,0.5531066666666666,9.67736,8.81908
t1,1,12,W,2026,winter,89,1.0891238670694865,0.8261931604659902,1.4425770308123251,0.3733520599250936,6.079325842696629,6.505786516853933
t1,1,13,WNW,2024,autumn,45,1.098138747884941,0.6147435897435898,1.259423972892842,0.28370370370370374,5.424,5.368555555555556
t1,1,13,WNW,2024,spring,45,0.9690058479532163,0.6952214452214452,1.1488833746898262,0.1625925925925926,4.366,4.356777777777778
t1,1,13,WNW,2024,summer,56,0.7941422126937335,0.5463723745726048,1.0536806225868727,0.17788690476190475,5.6085714285714285,4.514107142857143
t1,1,13,WNW,2024,winter,6,1.3856668106118923,1.3573092006033183,1.6824140118651625,0.08361111111111112,2.566666666666667,4.216111111111111
t1,1,13,WNW,2025,autumn,66,1.1453151246931128,0.8715716066697834,1.354124040920716,0.3063131313131313,5.459090909090909,5.954999999999999
t1,1,13,WNW,2025,spring,61,0.8464260438782731,0.6369798971482001,1.0908455625436757,0.18012295081967214,5.38672131147541,4.588054644808743
t1,1,13,WNW,2025,summer,141,0.9005922165820643,0.6477611940298507,1.194621372965322,0.2701300236406619,5.634326241134751,5.39998817966903
t1,1,13,WNW,2025,winter,8,1.1750702898851817,0.9771106036349938,1.6184085897378977,0.11541666666666668,3.64375,4.435416666666667
t1,1,13,WNW,2026,winter,7,0.962395917271018,0.8160834668110624,1.6405561166418186,0.3557142857142857,5.238571428571428,5.956190476190477
t1,1,14,NW,2024,autumn,4,0.9185902320230678,0.7690108485351023,1.7548812350256393,0.23125,2.5675,4.33375
t1,1,14,NW,2024,spring,8,0.9766964735028838,0.9085355133614627,1.1746193924203394,0.03958333333333333,2.50875,2.7852083333333333
t1,1,14,NW,2024,summer,18,0.8003547181609743,0.5337470332278481,1.4050365869553707,0.1412037037037037,3.761111111111111,3.7693518518518516
t1,1,14,NW,2024,winter,1,3.149399399399399,3.149399399399399,3.149399399399399,0.2866666666666667,2.22,6.991666666666667
t1,1,14,NW,2025,autumn,12,0.981863150195676,0.3308331191363578,1.4399783549783551,0.14444444444444446,3.3441666666666667,3.3808333333333334
t1,1,14,NW,2025,spring,11,1.0723039215686274,0.8830202284984121,1.26989684762794,0.03666666666666667,2.688181818181818,2.9430303030303033
t1,1,14,NW,2025,summer,23,1.1826568265682658,0.6061850738108256,1.8363077496274218,0.19807971014492753,4.178260869565217,4.671304347826087
t1,1,14,NW,2026,winter,1,1.0741626794258374,1.0741626794258374,1.0741626794258374,0.01,2.09,2.245
t1,1,15,NNW,2024,autumn,2,2.2524059368500664,1.57271459633201,2.9320972773681224,0.3175,2.3049999999999997,5.4025
t1,1,15,NNW,2024,spring,1,2.137984496124031,2.137984496124031,2.137984496124031,0.13,2.15,4.596666666666667
t1,1,15,NNW,2024,summer,2,0.7831267217630854,0.7256542699724517,0.840599173553719,0.023333333333333334,2.31,1.8216666666666668
t1,1,15,NNW,2024,winter,1,2.848341232227489,2.848341232227489,2.848341232227489,0.17,2.11,6.010000000000001
t1,1,15,NNW,2025,autumn,2,0.5556379007465965,0.5208745059288539,0.5904012955643392,0.01,2.6449999999999996,1.461666666666667
t1,1,15,NNW,2025,spring,8,0.8904829892852657,0.5485128826091205,1.4351051630586789,0.07354166666666666,2.9625,2.7843750000000003
t1,1,15,NNW,2025,summer,9,0.9803352675693101,0.8713872832369942,1.311248527679623,0.19999999999999998,4.8533333333333335,5.081296296296297
t1,2,0,N,2024,autumn,4,3.6565811755708513,2.7385338442068434,4.086643518518518,0.4354166666666667,2.3975,6.9475
t1,2,0,N,2024,spring,1,2.1848958333333335,2.1848958333333335,2.1848958333333335,0.22166666666666668,2.56,5.593333333333334
t1,2,0,N,2024,summer,10,1.0311642512077295,0.7762721724622409,1.216006942959383,0.05233333333333333,2.499,2.6195
t1,2,0,N,2025,autumn,4,0.4395182291666667,0.3310743035762758,0.5636178861788619,0.017083333333333336,3.195,1.4570833333333335
t1,2,0,N,2025,spring,5,0.9785156249999999,0.9745920745920746,1.4842767295597485,0.22599999999999998,4.8340000000000005,5.116666666666666
t1,2,0,N,2025,summer,9,0.8525,0.4139941690962099,1.404535864978903,0.14425925925925925,3.9566666666666666,3.592222222222222
t1,2,1,NNE,2024,autumn,7,0.8869918699186993,0.5954593219401583,1.1065788797698404,0.13952380952380952,2.5357142857142856,3.2199999999999998
t1,2,1,NNE,2024,spring,2,2.4723311302789295,1.5112393114521492,3.4334229491057098,0.4316666666666667,2.315,5.8291666666666675
t1,2,1,NNE,2024,summer,8,1.1003812781050097,0.658009042877464,1.6098801652892565,0.04604166666666667,2.9975,3.37
t1,2,1,NNE,2025,autumn,10,1.0244832972843068,0.6942836694050287,2.082385955635633,0.08633333333333335,2.549,3.275666666666667
t1,2,1,NNE,2025,spring,4,1.8142262223201266,0.7680591745974943,2.9241971207087483,0.22208333333333335,3.515,5.073333333333333
t1,2,1,NNE,2025,summer,13,2.0518084066471163,0.6462728551336145,2.4869186046511627,0.21820512820512822,2.773076923076923,4.7012820512820515
t1,2,1,NNE,2026,winter,8,1.1900386357580601,0.7918788419113709,1.8784376153562201,0.03166666666666667,2.71,3.2875
t1,2,2,NE,2024,autumn,46,0.9955137659783678,0.6113324303508353,2.1249821282679737,0.20797101449275363,3.3245652173913043,4.571141304347826
t1,2,2,NE,2024,spring,27,1.004273504273504,0.5572523262178435,2.0133049236157983,0.19074074074074077,3.294074074074074,4.291049382716049
t1,2,2,NE,2024,summer,42,1.0251382057792782,0.634325972769369,1.6340168318708699,0.23781746031746032,4.444523809523809,5.03468253968254
t1,2,2,NE,2024,winter,8,1.4257600783674405,1.0835510770769736,1.726496246133892,0.033125,2.76,3.8914583333333335
t1,2,2,NE,2025,autumn,164,1.1368969866437761,0.685575338396655,1.3727324336403057,0.35182926829268296,5.736280487804878,6.1491544715447155
t1,2,2,NE,2025,spring,26,1.522275700357892,0.7347606418762667,2.21062281895073,0.20564102564102565,2.8646153846153846,4.553910256410257
t1,2,2,NE,2025,summer,34,1.4316502130873388,0.774827882960413,1.7853734432314092,0.24543627450980393,3.581764705882353,5.132102941176471
t1,2,2,NE,2025,winter,7,1.8777777777777778,1.620959595959596,2.0996389961576805,0.11285714285714286,2.5242857142857145,4.60452380952381
t1,2,2,NE,2026,winter,100,1.1997198873841275,0.8630639717823791,1.406634897360704,0.3887833333333333,5.8274,6.7943
t1,2,3,ENE,2024,autumn,304,1.3453666002177265,0.9068976648882703,1.60247234041408,0.49065021929824565,5.780328947368421,7.510952850877192
t1,2,3,ENE,2024,spring,194,1.1297501820627271,0.7809704601550095,1.595945515672123,0.3738831615120275,5.412010309278351,6.4063402061855665
t1,2,3,ENE,2024,summer,118,1.277413177065955,0.8398260191930512,1.505302425136209,0.3694774011299435,5.485593220338982,6.620508474576272
t1,2,3,ENE,2024,winter,60,1.509166836157308,1.356324187304517,1.7605846744171365,0.4726388888888889,4.952833333333333,7.313277777777778
t1,2,3,ENE,2025,autumn,666,1.1132636432979681,0.7830900520773938,1.4335906562722114,0.41709309309309306,6.220420420420421,6.887883383383383
t1,2,3,ENE,2025,spring,213,1.3320341499628803,1.028532608695652,1.5881944444444445,0.5179851330203443,5.985117370892018,7.94472613458529
t1,2,3,ENE,2025,summer,305,1.0426800190748688,0.6957885304659498,1.4035087719298245,0.3650185792349727,6.070065573770491,6.382555191256831
t1,2,3,ENE,2025,winter,394,1.298366677194628,1.0534748510692884,1.5924694516916265,0.3849703891708968,5.191015228426396,6.846560913705584
t1,2,3,ENE,2026,winter,663,1.2041163726400497,0.9489059190566145,1.4529351591441446,0.4780392156862745,6.484374057315234,7.807727501256913
t1,2,4,E,2024,autumn,597,1.1653645833333333,0.9274300932090546,1.4349358974358972,0.49900614182021213,6.389112227805695,7.5251982132886654
t1,2,4,E,2024,spring,405,1.2177905701754383,0.9417862838915472,1.4975704567541301,0.5250625514403292,6.694172839506172,8.034879835390946
t1,2,4,E,2024,summer,133,1.0294784580498868,0.5562053281351528,1.4835737179487178,0.2750751879699248,5.236616541353384,5.4668671679197995
t1,2,4,E,2024,winter,55,1.5527306967984933,1.1789139571718987,1.8411155647817754,0.6523333333333333,5.796363636363637,8.661848484848484
t1,2,4,E,2025,autumn,101,1.179771505376344,0.734703196347032,1.6906666666666665,0.2884818481848185,4.689405940594059,5.58003300330033
t1,2,4,E,2025,spring,493,1.30466472303207,1.032996632996633,1.5393617021276595,0.5793238674780258,6.648073022312373,8.513
t1,2,4,E,2025,summer,88,1.0261350345560873,0.6904649432040736,1.5596978557504872,0.27732954545454547,5.2176136363636365,5.579299242424242
t1,2,4,E,2025,winter,861,1.2613689639006094,0.9644035832154643,1.5563304721030042,0.5219163763066202,6.314703832752613,7.934926442121563
t1,2,4,E,2026,winter,57,1.4016260162601628,1.1592435489572288,1.5531651829871413,0.5717543859649122,6.294736842105263,8.713216374269006
t1,2,5,ESE,2024,autumn,33,0.9901129943502824,0.5881834215167548,1.8073593073593073,0.14222222222222222,3.2084848484848485,3.768939393939394
t1,2,5,ESE,2024,spring,35,1.0819964349376114,0.8264680121196828,1.608439620986807,0.19614285714285715,3.8640000000000003,4.779095238095238
t1,2,5,ESE,2024,summer,22,1.630336393292354,1.2036822603056971,1.9272199309080655,0.1759848484848485,2.8059090909090907,4.55969696969697
t1,2,5,ESE,2025,autumn,19,1.1055381400208988,0.7265244452462565,1.5604667072058378,0.09149122807017544,2.7210526315789476,3.3304385964912284
t1,2,5,ESE,2025,spring,76,1.1859345267642922,0.9216403866394872,1.5862527896596617,0.19780701754385965,3.989342105263158,4.860986842105263
t1,2,5,ESE,2025,summer,28,1.3632508558979148,0.62552950628104,2.128009961904374,0.26470238095238097,3.830357142857143,5.261607142857143
t1,2,5,ESE,2025,winter,8,1.530855919442876,1.0407477613840517,1.6757203700858638,0.07770833333333334,2.69,3.9000000000000004
t1,2,5,ESE,2026,winter,4,1.9306878306878308,1.16526774133778,2.47798677862483,0.36291666666666667,3.12,5.810416666666667
t1,2,6,SE,2024,autumn,2,1.5997643774157366,1.2272749279817956,1.9722538268496774,0.40499999999999997,3.0549999999999997,5.658333333333333
t1,2,6,SE,2024,spring,6,1.2726339481774267,0.6829710144927537,1.7842261904761905,0.12694444444444444,2.783333333333333,3.9022222222222225
t1,2,6,SE,2024,summer,17,2.2927429274292743,1.1876876876876876,2.617460317460317,0.27176470588235296,2.728823529411765,5.326470588235294
t1,2,6,SE,2025,autumn,5,0.5567484662576688,0.4510117145899894,1.0357142857142858,0.022,2.77,2.1613333333333333
t1,2,6,SE,2025,spring,23,0.7448559670781891,0.41610144057623055,1.5985215734510287,0.08326086956521739,2.858695652173913,2.8650724637681155
t1,2,6,SE,2025,summer,15,0.7429577464788732,0.48837178340149967,1.9216735966735967,0.19166666666666668,3.9066666666666667,4.282333333333333
t1,2,6,SE,2026,winter,1,2.610225763612218,2.610225763612218,2.610225763612218,0.01,2.51,6.551666666666667
t1,2,7,SSE,2024,autumn,3,2.2252066115702482,1.4007612005219663,2.417802735984554,0.14777777777777779,2.853333333333333,4.561111111111111
t1,2,7,SSE,2024,spring,2,1.5154062925802059,1.151933915520872,1.8788786696395394,0.05083333333333333,2.205,3.243333333333333
t1,2,7,SSE,2024,summer,25,1.2941567065073043,0.8075880758807588,1.7051282051282053,0.12493333333333334,2.8336,3.7363999999999997
t1,2,7,SSE,2025,autumn,7,1.123249299719888,0.7715272682807532,1.5897447939029625,0.1769047619047619,3.132857142857143,4.145952380952381
t1,2,7,SSE,2025,spring,2,2.356320628082662,1.7560111912343135,2.9566300649310104,0.4033333333333333,2.925,6.754166666666666
t1,2,7,SSE,2025,summer,11,1.324594257178527,0.6905716198610307,2.169462729609429,0.2131818181818182,3.069090909090909,4.593939393939394
t1,2,7,SSE,2026,winter,2,2.162626766293562,2.0689778568309913,2.2562756757561324,0.09416666666666668,2.625,5.599166666666667
t1,2,8,S,2024,autumn,4,1.0866182170542635,0.5521402672096596,1.8443976098191215,0.10166666666666666,2.875,3.3166666666666664
t1,2,8,S,2024,summer,22,0.7732053545160342,0.40142207396897756,1.3540356394129978,0.09674242424242424,3.514545454545454,3.1270454545454545
t1,2,8,S,2025,autumn,10,1.851725627858129,1.2171760118188688,2.492243867243867,0.2781666666666667,3.271,5.791833333333334
t1,2,8,S,2025,spring,4,1.1269103925353925,0.849991360408027,1.461267141350211,0.04,2.3,2.73625
t1,2,8,S,2025,summer,15,1.2388663967611335,0.9974695481335952,1.4060453893308988,0.2378888888888889,4.078666666666667,5.453
t1,2,8,S,2026,winter,3,2.579545454545454,1.4422623538287436,2.973962758425375,0.16722222222222224,2.25,4.539444444444444
t1,2,9,SSW,2024,autumn,12,1.7366213903443248,0.8829516219239374,2.172333282530651,0.2625,3.390833333333333,5.504722222222223
t1,2,9,SSW,2024,spring,7,0.6948853615520282,0.6519350747291923,1.0288597869405272,0.026190476190476188,2.915714285714286,2.381190476190476
t1,2,9,SSW,2024,summer,34,0.9167565155590014,0.41066230990092767,1.2067447908440991,0.1640686274509804,4.253823529411765,3.9430392156862744
t1,2,9,SSW,2025,autumn,17,1.4729093050647823,0.8848039215686274,2.010416666666667,0.19637254901960785,3.7252941176470586,4.985196078431373
t1,2,9,SSW,2025,spring,19,1.0949685534591196,0.6801719961240309,1.8686020451043563,0.10464912280701755,3.083684210526316,3.589035087719298
t1,2,9,SSW,2025,summer,29,1.0467661691542287,0.7255192878338278,1.8357357357357356,0.2847126436781609,4.336206896551724,5.750459770114942
t1,2,9,SSW,2025,winter,1,1.3149606299212597,1.3149606299212597,1.3149606299212597,0.011666666666666667,2.54,3.34
