turbine,lead_day,sector_i,sector,year,n,median_ratio,q25,q75,mean_power,mean_forecast_wind,mean_measured_wind
t1,2,0,N,2025,18,0.8582879965457686,0.4438289601554908,1.3246881306182352,0.1387037037037037,4.0311111111111115,3.5412037037037036
t1,2,1,NNE,2024,17,0.9985964912280701,0.6364221364221365,1.5473333333333334,0.12990196078431374,2.7270588235294118,3.5975490196078432
t1,2,1,NNE,2025,28,1.1985679920116197,0.7028905278329904,2.425842205275345,0.1649404761904762,2.799285714285714,4.190059523809524
t1,2,1,NNE,2026,7,1.245185185185185,0.7646648568185226,1.904937246216316,0.0319047619047619,2.6999999999999997,3.3064285714285715
t1,2,2,NE,2024,126,1.0593485373364127,0.612092438133315,1.8314751286449398,0.20256613756613756,3.6354761904761905,4.6473743386243385
t1,2,2,NE,2025,258,1.1798335433732408,0.7524991924556479,1.4937988036392293,0.31932105943152456,5.066860465116279,5.89743992248062
t1,2,2,NE,2026,70,1.1789878586880902,0.8414647014585767,1.322554485630294,0.4017380952380952,6.038857142857143,6.780380952380952
t1,2,3,ENE,2024,787,1.3527346637102737,0.9223213222599274,1.6364008757330795,0.43646675137653534,5.494701397712833,7.085961033460398
t1,2,3,ENE,2025,1815,1.1908700980392155,0.8840587776911946,1.5039739722214738,0.4363005509641873,6.0941212121212125,7.222514967860422
t1,2,3,ENE,2026,315,1.086206896551724,0.8696151974155729,1.347561991487225,0.401037037037037,6.285269841269841,6.86020634920635
t1,2,4,E,2024,1506,1.2282659719288362,0.9502168649901215,1.4995981443365876,0.522014386896857,6.462217795484728,7.858050907481187
t1,2,4,E,2025,1254,1.2490595989229596,0.9370625074597524,1.5613444491346558,0.47827352472089313,6.084561403508772,7.524855661881977
t1,2,4,E,2026,30,1.4060826159732187,1.2568889426026106,1.5480890172639967,0.6073333333333333,6.153666666666666,8.662222222222223
t1,2,5,ESE,2024,91,1.2152777777777777,0.7546073285384449,1.8070129870129867,0.1728021978021978,3.365934065934066,4.376263736263736
t1,2,5,ESE,2025,133,1.219387755102041,0.8288104929895974,1.6823069403714566,0.19512531328320804,3.6851127819548872,4.7140977443609025
t1,2,5,ESE,2026,1,0.4753566796368353,0.4753566796368353,0.4753566796368353,0.01,2.57,1.2216666666666667
t1,2,6,SE,2024,25,2.02437417654809,0.8547854785478547,2.408232118758434,0.24766666666666665,2.7680000000000002,5.0112
t1,2,6,SE,2025,43,0.7429577464788732,0.4340092586555389,1.5985215734510287,0.11395348837209301,3.2139534883720926,3.2776356589147286
t1,2,6,SE,2026,1,2.610225763612218,2.610225763612218,2.610225763612218,0.01,2.51,6.551666666666667
t1,2,7,SSE,2024,30,1.3049025761904152,0.8015993999225707,2.1259601734016127,0.12227777777777778,2.7936666666666667,3.786
t1,2,7,SSE,2025,21,1.324594257178527,0.8110795454545454,2.303463203463203,0.21753968253968253,3.0357142857142856,4.678888888888888
t1,2,7,SSE,2026,1,1.975328947368421,1.975328947368421,1.975328947368421,0.01,3.04,6.005
t1,2,8,S,2024,26,0.7732053545160342,0.40142207396897756,1.4260831586303284,0.09749999999999999,3.416153846153846,3.156217948717949
t1,2,8,S,2025,30,1.3677053897327212,0.9894697554697554,2.209942775393419,0.22161111111111112,3.509666666666667,5.211111111111111
t1,2,8,S,2026,2,1.8366796577086644,1.0708294554103488,2.60252986000698,0.18166666666666667,2.2750000000000004,3.9716666666666667
t1,2,9,SSW,2024,53,0.9658836689038032,0.5300925925925926,1.5799203640500568,0.16814465408805032,3.881698113207547,4.090345911949686
t1,2,9,SSW,2025,70,1.2029492683889753,0.7302446731017258,1.8666711399952054,0.19840476190476192,3.8041428571428573,4.841904761904762
t1,2,9,SSW,2026,3,1.670552677029361,1.491184434794768,2.1048021404672603,0.05555555555555555,3.606666666666667,6.170555555555556
t1,2,10,SW,2024,228,1.0386124456646075,0.580945652553521,1.5760533305727007,0.22448099415204678,4.087236842105263,4.690519005847953
t1,2,10,SW,2025,398,1.211901641593288,0.8123019125683061,1.5845629216779116,0.31170854271356785,4.92891959798995,5.901754606365159
t1,2,10,SW,2026,30,0.9414295314715375,0.6275206365177856,1.3704232311769442,0.16327777777777777,4.9896666666666665,4.8260555555555555
t1,2,11,WSW,2024,1371,0.9504065040650406,0.7265577525995327,1.2003365030848476,0.45558473133965477,7.816338439095551,7.339513250668611
t1,2,11,WSW,2025,1650,0.9716064914663046,0.6659678124068219,1.2733425707736206,0.3999468686868687,7.019054545454546,6.72412
t1,2,11,WSW,2026,125,1.1432135728542914,0.8276535321263756,1.360964912280702,0.34310666666666667,5.895359999999999,6.35416
t1,2,12,W,2024,842,0.9051632963737452,0.6687444157626394,1.161946231151345,0.41613816310372126,7.9456413301662705,7.048717735550277
t1,2,12,W,2025,1218,0.9134248473337201,0.6569320144449678,1.2263627559686037,0.40522304324028463,7.31824302134647,6.719735632183908
t1,2,12,W,2026,42,1.2272787267080747,0.6803607394619479,1.5234116640512099,0.15242063492063493,4.384761904761905,4.6333730158730155
t1,2,13,WNW,2024,181,1.0984848484848484,0.7436472346786248,1.6223544973544974,0.24042357274401474,4.578895027624309,5.188499079189687
t1,2,13,WNW,2025,349,1.0267702936096719,0.6577480490523969,1.3962199312714778,0.26735816618911173,5.473610315186247,5.464437440305636
t1,2,13,WNW,2026,7,0.818007662835249,0.49816025099805084,1.239016030581765,0.019999999999999997,2.8428571428571425,2.487142857142857
t1,2,14,NW,2024,37,0.7957288765088208,0.5915841584158416,1.5618811881188117,0.15905405405405404,3.6686486486486487,4.172747747747748
t1,2,14,NW,2025,60,0.9003675753179431,0.583729875485764,1.3459535256410255,0.1266722222222222,3.716833333333333,3.6610666666666662
t1,2,14,NW,2026,2,1.5636792452830188,1.3875786163522013,1.7397798742138364,0.043333333333333335,2.12,3.315
t1,2,15,NNW,2024,13,1.0952380952380951,0.6823671497584543,2.1298283261802577,0.26256410256410256,3.262307692307692,5.001025641025641
t1,2,15,NNW,2025,14,0.9818735867850313,0.7843431807531024,1.5728000679515692,0.19892857142857143,3.7157142857142857,4.477619047619048
t1,2,15,NNW,2026,2,1.0539969461392737,0.8947606013951456,1.213233290883402,0.015,2.3,2.4783333333333335
t2,1,0,N,2024,19,1.3493589743589742,0.8722926379176379,1.837737810904299,0.15964912280701754,2.8773684210526316,4.386017543859649
t2,1,0,N,2025,19,1.4309838472834067,1.039043692452783,2.439076846307385,0.2492105263157895,3.2473684210526317,5.23921052631579
t2,1,1,NNE,2024,35,1.5371747211895914,0.9592492759691545,1.9414538425492034,0.12314285714285714,2.666,4.048714285714286
t2,1,1,NNE,2025,26,1.248177549194991,0.8483458252740167,2.011260448474754,0.1621153846153846,3.2373076923076924,4.502307692307692
t2,1,1,NNE,2026,1,1.138095238095238,1.138095238095238,1.138095238095238,0.008333333333333333,2.45,2.7883333333333336
t2,1,2,NE,2024,167,1.1418845315904138,0.7318326300213733,1.9428004911133747,0.17249101796407187,3.4021556886227544,4.504650698602794
t2,1,2,NE,2025,278,1.24463133640553,0.8889052253665136,1.5431398364591826,0.34081534772182254,5.139388489208633,6.2893974820143885
t2,1,2,NE,2026,79,1.1745439469320067,0.8168293198141107,1.4102957103624338,0.38466244725738397,5.77253164556962,6.589957805907173
t2,1,3,ENE,2024,853,1.4476236663433557,1.0765132139812448,1.6889051808406645,0.4878456428292302,5.573997655334114,7.772401328644002
t2,1,3,ENE,2025,1842,1.225258897712245,0.8892994472482576,1.5443383756149656,0.44042580528411146,6.132622149837134,7.393784835323924
t2,1,3,ENE,2026,299,1.0896722325293755,0.903603933040793,1.354063502169402,0.39971014492753626,6.378060200668896,7.0892530657748045
t2,1,4,E,2024,1577,1.2702915681639086,0.9852693602693603,1.5308558558558558,0.5047674910166984,6.217805960684844,7.842281758613401
t2,1,4,E,2025,1186,1.2439334589406206,0.911129070881226,1.5310748775034488,0.4593704328274311,6.085261382799326,7.486803681843733
t2,1,4,E,2026,35,1.6186440677966103,1.3616096635445727,2.0868462059620594,0.5719047619047619,5.289428571428571,8.389714285714286
t2,1,5,ESE,2024,138,1.2534568111983613,0.776468975480934,1.8959523423131017,0.17456521739130434,3.3780434782608695,4.577246376811594
t2,1,5,ESE,2025,127,1.2832167832167833,0.8960527045001108,1.6675375422733882,0.18628608923884515,3.7618110236220472,4.8622834645669295
t2,1,5,ESE,2026,2,1.8709586056644882,1.4616230936819172,2.280294117647059,0.09666666666666666,2.6550000000000002,4.635833333333333
t2,1,6,SE,2024,39,1.5414847161572052,0.7888285024154589,2.1221080133921593,0.12974358974358974,2.5997435897435897,3.918717948717949
t2,1,6,SE,2025,46,1.339840016099009,0.7550293702825437,2.1060200216450213,0.11964492753623189,2.955,3.884434782608696
t2,1,7,SSE,2024,49,1.414648212226067,0.7986666666666667,1.84366391184573,0.15806122448979593,2.9467346938775507,4.136360544217688
t2,1,7,SSE,2025,40,1.0623454022633108,0.463792194092827,1.776728120641562,0.13083333333333333,2.9227499999999997,3.6672916666666664
t2,1,7,SSE,2026,1,1.061056105610561,1.061056105610561,1.061056105610561,0.01,2.02,2.143333333333333
t2,1,8,S,2024,66,0.8931085240198047,0.5244295049148616,1.7947121582866314,0.16381313131313133,3.3013636363636363,3.923409090909091
t2,1,8,S,2025,63,0.9788312462731068,0.6804930657364812,1.527562972754645,0.19970899470899472,4.341428571428572,4.820925925925926
t2,1,9,SSW,2024,94,0.945444752231456,0.5628538128538129,1.332980234232131,0.12179078014184395,3.5620212765957446,3.6857801418439715
t2,1,9,SSW,2025,96,1.2795,0.8078628863118632,1.7610375735375738,0.19565972222222225,3.7730208333333333,4.917708333333334
t2,1,9,SSW,2026,3,1.620527306967985,1.0667595703362567,1.723596986817326,0.051666666666666666,3.676666666666667,4.506666666666667
t2,1,10,SW,2024,288,1.12723748802682,0.6970163036092182,1.5452604166666668,0.19068287037037035,4.236597222222223,4.735031828703703
t2,1,10,SW,2025,397,1.1639150943396226,0.7803790412486065,1.5664041994750657,0.2770990764063812,4.7940554156171284,5.602586062132661
t2,1,10,SW,2026,25,1.3787393162393162,0.9633601429848079,2.0803324099722995,0.2383333333333333,4.2164,5.673066666666666
t2,1,11,WSW,2024,1669,0.974864655839134,0.7449310624493106,1.211951447245565,0.431444977032155,7.528807669263032,7.1807198921509885
t2,1,11,WSW,2025,1749,0.9900465904277849,0.6944121071012805,1.2694117647058822,0.406057461406518,7.112750142938823,6.852294168096055
t2,1,11,WSW,2026,133,1.1731502669717773,0.9077981651376146,1.4174503657262278,0.3367669172932331,5.834135338345864,6.370538847117794
t2,1,12,W,2024,1149,0.9217238346525947,0.7351910269891343,1.1418439716312057,0.412907165651291,7.76515230635335,7.108782564548883
t2,1,12,W,2025,1227,0.9582753824756607,0.6904228442356692,1.2020288115909588,0.43128538440641134,7.580619396903016,7.135802227655529
t2,1,12,W,2026,39,1.2219945355191257,0.521153485455933,1.4644994268617282,0.0811111111111111,4.127692307692308,4.008376068376068
t2,1,13,WNW,2024,246,0.8858774791712747,0.6705075885244758,1.1899780247660652,0.20439769647696476,5.344430894308943,4.909798780487805
t2,1,13,WNW,2025,278,0.9738461805587011,0.6860235578975498,1.2878193467776362,0.2677068345323741,5.532122302158274,5.544720623501199
t2,1,13,WNW,2026,4,1.65998439645821,1.0793065421167005,2.218957909733461,0.12583333333333332,2.48,4.255
t2,1,14,NW,2024,59,1.04,0.7376320478554155,1.3511571994276397,0.15367231638418077,3.6472881355932203,4.0118418079096045
t2,1,14,NW,2025,46,1.192257823460336,0.5898725440405952,1.587000425170068,0.1496376811594203,3.604347826086957,4.04570652173913
t2,1,14,NW,2026,1,1.069377990430622,1.069377990430622,1.069377990430622,0.01,2.09,2.235
t2,1,15,NNW,2024,22,1.120152849935999,0.9198602753835311,1.285744710609297,0.07820454545454546,2.560909090909091,3.3134090909090905
t2,1,15,NNW,2025,19,0.9104046242774566,0.6200673500178874,1.3195050337603669,0.125,3.8247368421052634,3.7689473684210526
t2,2,0,N,2024,25,1.3292880258899675,0.9185692541856926,1.710970464135021,0.14606666666666668,2.5972000000000004,3.957733333333333
t2,2,0,N,2025,18,0.9149697754749568,0.451863840774405,1.3707385495016204,0.14259259259259258,4.0311111111111115,3.6500000000000004
t2,2,1,NNE,2024,26,1.0229141596470117,0.7050267515542803,1.664585808580858,0.1061025641025641,2.6500000000000004,3.5042051282051285
t2,2,1,NNE,2025,28,1.2368854916067147,0.6791259110088224,2.5493493909191587,0.17315476190476192,2.799285714285714,4.385714285714285
t2,2,1,NNE,2026,7,1.5296296296296295,0.7867002934310009,1.847019195275009,0.03119047619047619,2.6999999999999997,3.4035714285714285
t2,2,2,NE,2024,167,1.0381882770870337,0.6716212516460656,1.9137433284813197,0.1922075848303393,3.5471856287425148,4.66566866267465
t2,2,2,NE,2025,263,1.2557430848570088,0.7767049571575517,1.5355871174634783,0.33482889733840304,5.0985931558935365,6.181003168567807
t2,2,2,NE,2026,70,1.246431692073616,0.856247012569321,1.385720285000976,0.40919047619047616,6.038857142857143,6.9889761904761905
t2,2,3,ENE,2024,892,1.3748443214415156,0.9296262087210363,1.6760137956375056,0.43076382660687595,5.436760089686099,7.161995889387145
t2,2,3,ENE,2025,1816,1.2102766356945776,0.8821195804963007,1.5220546821184004,0.43429295154185027,6.094955947136564,7.3147948788546255
t2,2,3,ENE,2026,312,1.1106038291605302,0.8554839535470595,1.349783622990695,0.3897809829059829,6.262948717948718,6.860715811965813
t2,2,4,E,2024,1572,1.2322406135412902,0.9306905124243765,1.504795487449318,0.5022968617472434,6.387493638676845,7.7958354537743855
t2,2,4,E,2025,1225,1.2396011396011395,0.9144079885877319,1.5554838709677419,0.4563734693877551,6.0496489795918365,7.468269387755101
t2,2,4,E,2026,30,1.4081800480570057,1.300389279316522,1.5582622368776877,0.5976666666666667,6.153666666666666,8.701944444444445
t2,2,5,ESE,2024,123,1.1437499999999998,0.7060289566755085,1.8393379989346264,0.15802168021680219,3.315121951219512,4.214959349593497
t2,2,5,ESE,2025,134,1.2033537809909811,0.7424869599757492,1.7391405814152594,0.19360323383084577,3.680149253731343,4.754700248756219
t2,2,5,ESE,2026,1,0.40012970168612194,0.40012970168612194,0.40012970168612194,0.01,2.57,1.0283333333333333
t2,2,6,SE,2024,40,1.666448434966953,0.9204273058884835,2.3910978482254457,0.18062499999999998,2.68025,4.5175
t2,2,6,SE,2025,43,0.737997256515775,0.41649242519093527,1.5967639823457058,0.10996124031007752,3.2139534883720926,3.285542635658915
t2,2,6,SE,2026,1,2.5491367861885794,2.5491367861885794,2.5491367861885794,0.01,2.51,6.398333333333333
t2,2,7,SSE,2024,47,1.1806151645207437,0.6985718870346598,1.6954373502386748,0.09354609929078014,2.8417021276595746,3.441595744680851
t2,2,7,SSE,2025,21,1.3820224719101124,0.7855113636363636,2.3350649350649353,0.21896825396825398,3.0357142857142856,4.755079365079365
t2,2,7,SSE,2026,1,2.0065789473684212,2.0065789473684212,2.0065789473684212,0.01,3.04,6.1000000000000005
t2,2,8,S,2024,47,0.7678970917225951,0.39599732469002424,1.5124712643678162,0.1150709219858156,3.3395744680851065,3.38709219858156
t2,2,8,S,2025,30,1.3834663710273467,1.0651001540832048,2.2724870933631895,0.21794444444444444,3.509666666666667,5.3037222222222224
t2,2,8,S,2026,2,1.955555770995721,1.1942370832848592,2.7168744587065827,0.19000000000000003,2.2750000000000004,4.243333333333333
t2,2,9,SSW,2024,81,0.8988095238095236,0.5499351491569391,1.6487485779294653,0.16076131687242798,3.715061728395062,3.9734773662551444
t2,2,9,SSW,2025,70,1.1580160058583533,0.7406821780129176,1.8894575360484451,0.19638095238095238,3.8041428571428573,4.858142857142857
t2,2,9,SSW,2026,3,1.614853195164076,1.505821929456582,2.0668408235234605,0.050555555555555555,3.606666666666667,6.2122222222222225
t2,2,10,SW,2024,305,1.0257309941520467,0.5792498487598305,1.5284921835602623,0.20912021857923496,4.134491803278689,4.611189071038251
t2,2,10,SW,2025,398,1.220588420231897,0.8102198943951089,1.6167032384480144,0.30911641541038526,4.923718592964824,5.955255443886097
t2,2,10,SW,2026,30,0.9692064929836669,0.6661689065870251,1.4239816437047064,0.1666111111111111,4.9896666666666665,4.942888888888889
t2,2,11,WSW,2024,1660,0.9502993088609637,0.707966480295053,1.2240158634207103,0.42930301204819277,7.600656626506024,7.16423875502008
t2,2,11,WSW,2025,1675,0.9849755415793152,0.6793022918142209,1.3009429246709328,0.40870567164179106,7.0678447761194025,6.892034825870646
t2,2,11,WSW,2026,125,1.1659751037344397,0.8645502645502645,1.3732849071832123,0.34385333333333334,5.895359999999999,6.440440000000001
t2,2,12,W,2024,1093,0.9318181818181819,0.6844215349369988,1.1976235146966854,0.40586444037816405,7.707913998170174,7.046867642573956
t2,2,12,W,2025,1228,0.9332528180354268,0.6857741280489758,1.2493634357494485,0.41262011400651466,7.3571661237785015,6.904305917480999
t2,2,12,W,2026,42,1.25078052054155,0.6584747997889993,1.6098602069197385,0.1553968253968254,4.384761904761905,4.736230158730159
t2,2,13,WNW,2024,300,1.0356105675057832,0.7148340657397305,1.414272917192179,0.26059166666666667,5.321833333333333,5.524324999999999
t2,2,13,WNW,2025,350,1.0547704222640406,0.6826573149625619,1.4441918877402748,0.2747538095238095,5.4776,5.636387619047619
t2,2,13,WNW,2026,7,0.8692528735632183,0.5018285447078079,1.2629856746791341,0.019761904761904762,2.8428571428571425,2.5554761904761905
t2,2,14,NW,2024,74,1.0004198374283968,0.7572687276491623,1.6657239819004523,0.23437837837837838,4.129189189189189,5.029396396396397
t2,2,14,NW,2025,60,0.9395592492210114,0.5782956818298374,1.3543484836783029,0.13105555555555556,3.716833333333333,3.7896888888888887
t2,2,14,NW,2026,2,1.5129716981132075,1.2788915094339623,1.7470518867924527,0.03666666666666667,2.12,3.2075
t2,2,15,NNW,2024,23,1.0011061946902655,0.7801794598436389,2.3600525667897663,0.24115942028985507,3.402608695652174,4.9722463768115945
t2,2,15,NNW,2025,15,1.1257452574525744,0.7798781550859114,1.5640188434048083,0.20400000000000001,3.878,4.619222222222222
t2,2,15,NNW,2026,2,1.0137883078950536,0.8938268613027693,1.1337497544873376,0.013333333333333332,2.3,2.3724999999999996
