turbine,lead_day,sector_i,sector,speed_bin,n,median_ratio,q25,q75,mean_power,mean_forecast_wind,mean_measured_wind
t1,1,4,E,4–6,746,1.2744220172324543,0.9459922493273745,1.612622585602618,0.34281501340482573,4.983632707774799,6.341516979445934
t1,1,4,E,6–8,792,1.299620354192282,0.9950148373411282,1.5502886301308276,0.6342866161616162,6.976388888888889,8.78717845117845
t1,1,4,E,8–10,453,1.2461757381714695,1.0605435156518748,1.3937632135306552,0.8268248712288447,8.855342163355408,10.73653421633554
t1,1,4,E,10–12,162,1.1823918888874567,1.080806025787692,1.2863567864271457,0.9575411522633746,10.711296296296297,12.65716255144033
t1,1,4,E,12+,18,0.9896329027872195,0.9326421946312019,1.0990306615097714,0.9299999999999999,13.123888888888889,13.396574074074074
t1,1,5,ESE,2–4,167,1.4016754850088182,0.8338715636067161,2.1274469833595537,0.1540918163672655,2.9208982035928144,4.331566866267465
t1,1,5,ESE,4–6,58,1.1948098071848325,0.7894162151532559,1.4729783384102684,0.2361206896551724,4.783103448275862,5.437183908045977
t1,1,5,ESE,6–8,6,1.0808429532132195,1.0033380597896726,1.2196470129750032,0.43194444444444446,6.841666666666666,7.3725
t1,1,5,ESE,8–10,3,0.8468571428571429,0.7616530084902178,0.9904342816355665,0.4877777777777778,9.04,8.036666666666667
t1,1,5,ESE,10–12,1,0.8148814881488149,0.8148814881488149,0.8148814881488149,0.615,11.11,9.053333333333333
t1,1,6,SE,2–4,67,1.5519480519480522,0.7897358972505362,2.120050689946494,0.13385572139303484,2.681492537313433,3.980497512437811
t1,1,6,SE,4–6,5,0.38527131782945734,0.27995642701525053,0.6937539834289356,0.063,4.816,2.459
t1,1,7,SSE,2–4,56,1.211768728956229,0.5533335786297741,1.649646518553658,0.11071428571428572,2.6091071428571433,3.4134821428571427
t1,1,7,SSE,4–6,8,1.2635355987055017,0.31268069340271964,1.6179400861364006,0.26895833333333335,4.42375,5.1049999999999995
t1,1,7,SSE,10–12,1,0.37769784172661874,0.37769784172661874,0.37769784172661874,0.09833333333333333,11.12,4.2
t1,1,8,S,2–4,61,1.149859943977591,0.7977168949771689,2.142174432497013,0.15702185792349727,2.837049180327869,4.074398907103825
t1,1,8,S,4–6,21,0.9660564454614797,0.6764466177669113,1.7482185273159145,0.2951587301587302,4.757142857142857,5.55031746031746
t1,1,8,S,6–8,15,0.8306100217864923,0.5651524468871955,1.2400416966476633,0.3042222222222222,6.699333333333333,6.006444444444444
t1,1,8,S,8–10,3,0.359250398724083,0.3202814618670435,0.4791450072852108,0.07777777777777778,8.34,3.4455555555555555
t1,1,9,SSW,2–4,113,1.1906666666666665,0.7954545454545455,1.7503052503052503,0.1126401179941003,2.832920353982301,3.8095575221238938
t1,1,9,SSW,4–6,34,1.1594328703703707,0.7226411124500296,1.6643282881091819,0.29205882352941176,4.801764705882353,6.015686274509804
t1,1,9,SSW,6–8,12,0.722962881500625,0.4124710648148148,1.0478437719744913,0.27152777777777776,7.0125,5.531944444444444
t1,1,9,SSW,8–10,2,0.8905733088711812,0.8816257290725376,0.8995208886698249,0.5575,9.559999999999999,8.508333333333333
t1,1,9,SSW,10–12,1,0.8188338010601808,0.8188338010601808,0.8188338010601808,0.5733333333333334,10.69,8.753333333333332
t1,1,10,SW,2–4,306,1.2390385863534537,0.7141218538980969,1.7719005003275956,0.11374183006535947,2.9858823529411764,3.855767973856209
t1,1,10,SW,4–6,198,1.064379547942559,0.6161839195102633,1.3670369806787788,0.2309006734006734,4.888888888888889,5.199722222222222
t1,1,10,SW,6–8,104,1.1682625158952094,0.8801217111185538,1.4734264541460882,0.5297916666666667,6.885192307692307,7.963846153846154
t1,1,10,SW,8–10,30,1.0381688850738224,0.8860150467176313,1.231803319413749,0.6333888888888889,8.646666666666667,8.929666666666666
t1,1,10,SW,10–12,7,1.1606837606837608,1.049833786667736,1.2209347093090717,0.8507142857142856,11.051428571428572,11.709285714285715
t1,1,10,SW,12+,1,0.3210590917061195,0.3210590917061195,0.3210590917061195,0.01,19.01,6.103333333333333
t1,1,11,WSW,2–4,512,1.1413166214995485,0.6115169314510566,1.656825428457553,0.1025390625,3.0940625,3.6939680989583334
t1,1,11,WSW,4–6,790,1.0702960304088427,0.555389658921049,1.3488496376811596,0.21774324894514768,5.016582278481012,5.091665400843882
t1,1,11,WSW,6–8,759,1.0073606729758149,0.736830039907205,1.2319109317297134,0.3884672815107598,6.940843214756259,6.7631291172595525
t1,1,11,WSW,8–10,540,1.028443311539547,0.7724646047629042,1.1911134318203327,0.6117253086419753,8.893240740740742,8.637317901234567
t1,1,11,WSW,10–12,296,0.9307561046764876,0.7663595616057359,1.0543631766975687,0.7223873873873874,10.900168918918919,9.608558558558558
t1,1,11,WSW,12+,341,0.8660272277227722,0.7422021796317174,0.9481099656357388,0.876019550342131,14.32466275659824,11.72058357771261
t1,1,12,W,2–4,393,1.1361581920903954,0.6400966183574879,1.6961325966850829,0.0972094995759118,3.020483460559796,3.652345207803223
t1,1,12,W,4–6,436,0.9759227694034858,0.6279524669073406,1.269165446261492,0.19169189602446485,4.9981192660550455,4.888699541284404
t1,1,12,W,6–8,412,0.955408746716118,0.6998802531291518,1.1356647990507354,0.35556229773462783,6.990946601941747,6.52259142394822
t1,1,12,W,8–10,354,0.9323831189867092,0.7423391507750554,1.1242242179742181,0.5512184557438795,8.945677966101695,8.188406779661017
t1,1,12,W,10–12,269,0.9117370892018778,0.758609486679662,1.0393405158341493,0.7181536555142504,10.918773234200744,9.638748451053283
t1,1,12,W,12+,286,0.8267597940107165,0.7386033468926219,0.9122850950558328,0.8614685314685314,14.388426573426575,11.447741841491842
t1,1,13,WNW,2–4,183,1.0214384508990317,0.6412574250587098,1.4150108820540015,0.08046448087431694,2.9419672131147543,3.2874590163934427
t1,1,13,WNW,4–6,107,0.9533622559652929,0.6315162028493393,1.1764085082033362,0.16345015576323987,4.88196261682243,4.6655732087227415
t1,1,13,WNW,6–8,63,0.822495183044316,0.5986248944562036,1.122557011607399,0.3001058201058201,6.982380952380952,6.010132275132275
t1,1,13,WNW,8–10,51,0.9491408934707904,0.6582554623722954,1.1425549849299277,0.5092483660130719,8.944117647058823,7.846535947712418
t1,1,13,WNW,10–12,19,1.0339359340310816,0.8116958560810926,1.1655305030796201,0.7960526315789473,10.650526315789472,10.835
t1,1,13,WNW,12+,12,0.9369999120328998,0.842980021277764,0.9714337578159153,0.9195833333333333,13.335833333333333,11.808750000000002
t1,1,14,NW,2–4,62,1.0616626060022285,0.6323237078886796,1.4658990332244008,0.08668010752688173,2.8117741935483873,3.2035483870967743
t1,1,14,NW,4–6,10,1.0628789279112754,0.6749515793012306,1.497577283415291,0.24466666666666667,4.470000000000001,5.076833333333333
t1,1,14,NW,6–8,4,1.4575255713301583,1.3360254019422317,1.5369855393926888,0.7012499999999999,7.175,10.125833333333333
t1,1,14,NW,8–10,1,0.42157894736842105,0.42157894736842105,0.42157894736842105,0.085,9.5,4.005
t1,1,14,NW,10–12,1,0.29197191697191693,0.29197191697191693,0.29197191697191693,0.06166666666666667,10.92,3.188333333333333
t1,1,15,NNW,2–4,18,1.0082775188333137,0.6639073792316469,1.9535974787081543,0.12083333333333332,2.56,3.486574074074074
t1,1,15,NNW,4–6,5,0.9803352675693101,0.6519023282226007,1.2877229080932784,0.189,5.35,4.971333333333333
t1,1,15,NNW,6–8,2,0.6155878023180978,0.4764228912166104,0.7547527134195854,0.135,6.665,4.1850000000000005
t1,2,0,N,2–4,28,1.0689057971014493,0.7616185897435896,1.651899569525666,0.14017857142857143,2.5928571428571425,3.6164880952380956
t1,2,0,N,4–6,1,0.5333333333333334,0.5333333333333334,0.5333333333333334,0.03833333333333334,5.1,2.72
t1,2,0,N,6–8,2,0.6942931218441423,0.554143645470176,0.8344425982181085,0.21666666666666665,7.005000000000001,4.904166666666667
t1,2,0,N,8–10,2,0.5034808422691898,0.3231832668580161,0.6837784176803634,0.29333333333333333,8.995000000000001,4.765
t1,2,1,NNE,2–4,49,1.2021660649819494,0.64159891598916,2.20978120978121,0.1330612244897959,2.59,3.792959183673469
t1,2,1,NNE,4–6,2,1.0697412376256545,1.0341688644268623,1.1053136108244468,0.15000000000000002,4.67,4.99
t1,2,1,NNE,6–8,1,0.7834912043301759,0.7834912043301759,0.7834912043301759,0.22999999999999998,7.39,5.79
t1,2,2,NE,2–4,195,1.1819787985865724,0.6895595112085117,1.8940319258219447,0.14483675213675215,2.885538461538461,4.017018803418804
t1,2,2,NE,4–6,130,1.1366931899921984,0.620936195108521,1.5676192240334097,0.2667179487179487,4.948615384615385,5.52026923076923
t1,2,2,NE,6–8,83,1.1359143327841843,0.8300368037210143,1.3124547054560514,0.45536144578313253,6.8989156626506025,7.329196787148595
t1,2,2,NE,8–10,42,1.2467116396124964,0.9887487580418197,1.316887932172195,0.7468650793650793,8.747142857142856,10.038611111111111
t1,2,2,NE,10–12,4,1.1995714150477321,1.174444137033095,1.235003691784734,0.9875,10.5125,12.709166666666667
t1,2,3,ENE,2–4,591,1.4611650485436893,0.901323592145171,2.025562040639862,0.18517484489565708,3.104534686971235,4.694870276367738
t1,2,3,ENE,4–6,989,1.1509054325955734,0.7811334824757645,1.5182602921646748,0.2946461071789686,5.000606673407483,5.831907650825751
t1,2,3,ENE,6–8,814,1.1805774438253192,0.9289499624006666,1.4811914656081375,0.5481365683865683,6.946375921375922,8.122863636363636
t1,2,3,ENE,8–10,398,1.241059492994033,1.0097353930528554,1.3825506363898366,0.7493551088777219,8.787613065326633,10.21500837520938
t1,2,3,ENE,10–12,96,1.2297238171936171,1.079919509148855,1.3526899380800592,0.9342881944444444,10.765520833333333,13.113437500000002
t1,2,3,ENE,12+,29,0.9535907859078592,0.7805747126436782,1.0004122011541632,0.9224137931034482,13.77,12.67522988505747
t1,2,4,E,2–4,579,1.3883333333333334,0.7872861265718407,1.997231644667306,0.17350316637881405,3.160120898100173,4.496620610247554
t1,2,4,E,4–6,729,1.247763864042934,0.8786446020488573,1.5948275862068968,0.3473891175125743,5.046844993141289,6.316262002743485
t1,2,4,E,6–8,845,1.2426075268817203,0.9544513457556937,1.5328125,0.6062003944773176,7.017207100591716,8.56622564102564
t1,2,4,E,8–10,443,1.2330415754923414,1.0411609646936961,1.3652791423077797,0.8032151993980435,8.853860045146728,10.471545522949587
t1,2,4,E,10–12,151,1.1859517089996865,1.0755860704942122,1.2869963532208295,0.9394150110375276,10.81476821192053,12.539944812362032
t1,2,4,E,12+,43,0.9950331125827816,0.9493988903754431,1.072961091382144,0.9420542635658915,12.861860465116278,12.820348837209302
t1,2,5,ESE,2–4,172,1.2964815464408308,0.8342825864028159,1.8984535709111983,0.1538953488372093,2.963081395348837,4.202490310077519
t1,2,5,ESE,4–6,43,1.0819964349376114,0.597125322997416,1.489580454059869,0.257015503875969,4.825581395348837,5.381550387596899
t1,2,5,ESE,6–8,5,0.813683712121212,0.6285169289461136,0.8288104929895974,0.18566666666666667,6.814,4.995333333333333
t1,2,5,ESE,8–10,3,0.8988095238095236,0.6886455252015543,1.116353595614318,0.5161111111111111,8.676666666666668,7.933333333333334
t1,2,5,ESE,10–12,2,1.0774129518289821,1.026352270880728,1.128473632777236,0.8441666666666666,10.870000000000001,11.7125
t1,2,6,SE,2–4,59,1.1559304703476483,0.6306935332708529,2.102354788069074,0.1525988700564972,2.7008474576271184,3.9555367231638416
t1,2,6,SE,4–6,8,0.5512212619982189,0.30365946370220964,1.5274950741499114,0.25604166666666667,4.51,4.307083333333333
t1,2,6,SE,6–8,2,0.3425847947185795,0.31654005465513985,0.3686295347820192,0.025,7.24,2.4683333333333337
t1,2,7,SSE,2–4,49,1.3156484458735263,0.7996031746031746,2.242351046698873,0.1434013605442177,2.783061224489796,4.013809523809524
t1,2,7,SSE,4–6,3,1.4644160583941606,1.3609633940039472,1.6221835793193298,0.4066666666666667,4.743333333333333,7.055
t1,2,8,S,2–4,39,1.3050314465408805,0.6567665221390093,2.4008838383838382,0.15461538461538463,2.712051282051282,4.113589743589744
t1,2,8,S,4–6,16,0.8613870238617507,0.5812031509121062,1.3709965508745996,0.16416666666666666,4.571875,4.195104166666667
t1,2,8,S,6–8,3,0.8658280922431866,0.7746948680394015,1.1146574671742249,0.2966666666666667,6.580000000000001,6.262222222222223
t1,2,9,SSW,2–4,84,1.2044200834751737,0.7178608062633779,1.959597859414036,0.12912698412698415,2.8710714285714283,4.011269841269841
t1,2,9,SSW,4–6,24,0.981813973063973,0.43431793974437,1.6677472979892336,0.2797222222222222,4.757916666666667,5.546458333333334
t1,2,9,SSW,6–8,14,0.8638577795978444,0.5049387711430191,1.0965924568361176,0.28952380952380957,6.64,5.563214285714286
t1,2,9,SSW,8–10,4,0.7307329154483291,0.6840327124244348,0.8045407745842635,0.3383333333333333,8.629999999999999,6.571666666666666
t1,2,10,SW,2–4,287,1.2524407252440726,0.6867198067632849,2.0249967833088367,0.15601626016260162,2.959303135888502,4.147799070847851
t1,2,10,SW,4–6,210,1.1965471434851582,0.8127476348346405,1.5002460629921262,0.28990476190476194,4.916142857142858,5.681142857142857
t1,2,10,SW,6–8,125,1.0429599640125957,0.7987373737373739,1.3644578313253013,0.45524000000000003,6.88016,7.266306666666666
t1,2,10,SW,8–10,31,0.8146866589773163,0.5529178465348679,1.20462468817732,0.48021505376344087,8.664193548387097,7.569569892473118
t1,2,10,SW,10–12,3,1.1778254649499285,1.039154278368684,1.2121275607946238,0.8972222222222221,10.99,12.238333333333335
t1,2,11,WSW,2–4,549,1.2195121951219512,0.5990712074303405,1.9120000000000001,0.14177899210686098,3.091712204007286,4.048505160898603
t1,2,11,WSW,4–6,752,1.0808027016023498,0.6603597679357326,1.3894384541157083,0.2426901595744681,5.04720744680851,5.3899086879432625
t1,2,11,WSW,6–8,683,0.9749440715883668,0.7037577259164535,1.2341871069571164,0.38174963396778916,6.946032210834554,6.671466569058077
t1,2,11,WSW,8–10,498,0.935881304783744,0.7066009140558019,1.1591536158830151,0.5495013386880856,8.942791164658635,8.134923025435073
t1,2,11,WSW,10–12,310,0.9470043636082792,0.757955547999713,1.0553009471432937,0.7357473118279569,10.944129032258063,9.790956989247311
t1,2,11,WSW,12+,354,0.8599306101073578,0.7204351044680759,0.954517421764164,0.8604500941619586,13.986949152542373,11.39180790960452
t1,2,12,W,2–4,422,1.2854182387779838,0.6831967771607672,1.8230659784263121,0.129792654028436,3.0316587677725115,3.9857622432859396
t1,2,12,W,4–6,459,0.9761904761904763,0.5628710855401429,1.3633013811585242,0.21795461147421932,5.006078431372549,5.014543936092956
t1,2,12,W,6–8,363,0.8724580017683465,0.6221286134709617,1.148631047315258,0.3385482093663912,7.020358126721763,6.232895316804409
t1,2,12,W,8–10,345,0.8960342979635584,0.6856677524429967,1.1009732360097324,0.5174057971014493,9.009710144927537,7.899304347826088
t1,2,12,W,10–12,258,0.9219918097619473,0.6991671319560766,1.0272211651307976,0.6984948320413437,10.981589147286822,9.466156330749355
t1,2,12,W,12+,255,0.8059701492537313,0.7067851092735402,0.9210659333050344,0.8389346405228757,14.59164705882353,11.374601307189543
t1,2,13,WNW,2–4,242,1.2700987007488556,0.7874779541446209,1.8654057235707653,0.13463498622589534,2.9457438016528927,4.1050895316804406
t1,2,13,WNW,4–6,133,1.0047058823529413,0.5720899470899471,1.3062678062678064,0.20625313283208022,4.948571428571428,4.905300751879699
t1,2,13,WNW,6–8,84,0.9391480099502487,0.6277165703500303,1.1897618130418468,0.3443809523809524,6.835119047619047,6.252305555555556
t1,2,13,WNW,8–10,37,0.9458847736625514,0.7568774562343694,1.1664965986394558,0.5546846846846847,8.924324324324324,8.200810810810811
t1,2,13,WNW,10–12,26,0.9010384280562118,0.6315794738049901,1.0486303476010468,0.6171794871794872,10.778846153846153,8.770064102564103
t1,2,13,WNW,12+,15,0.9075680886960714,0.7125587092986497,0.9506530496678638,0.7635555555555555,13.556000000000001,10.742333333333333
t1,2,14,NW,2–4,73,0.9220222793487575,0.6879286694101509,1.4623323013415894,0.09708219178082192,2.7523287671232874,3.3504657534246576
t1,2,14,NW,4–6,14,0.8873531334194207,0.5295886849593745,1.2028100150440577,0.17583333333333334,4.805714285714286,4.662857142857143
t1,2,14,NW,6–8,7,0.7498811222063719,0.3002896111580117,1.3606145853384999,0.3523809523809524,7.124285714285714,5.817380952380952
t1,2,14,NW,8–10,4,0.4986984518427182,0.38684637906277863,0.7398675365757217,0.22791666666666666,8.545,5.2995833333333335
t1,2,14,NW,10–12,1,0.828833022967101,0.828833022967101,0.828833022967101,0.645,10.74,8.901666666666666
t1,2,15,NNW,2–4,25,0.9552169898430285,0.6823671497584543,1.61358024691358,0.15613333333333335,2.9672,3.963333333333333
t1,2,15,NNW,4–6,2,1.8552604072215844,1.7179764477422477,1.992544366700921,0.71,5.17,9.451666666666668
t1,2,15,NNW,6–8,2,1.0082291349954393,0.9115737749569273,1.1048844950339516,0.4525,7.255000000000001,7.335000000000001
t2,1,0,N,2–4,30,1.4181946263444059,1.006660004414253,2.316964628435437,0.17666666666666667,2.5540000000000003,4.422088888888889
t2,1,0,N,4–6,8,1.0746747724286785,0.8501143331306373,1.5443159759050613,0.30854166666666666,4.96875,6.277083333333334
t2,1,1,NNE,2–4,56,1.4775486979961348,1.003278029873322,2.0496313558932493,0.12973214285714285,2.599285714285714,4.112767857142857
t2,1,1,NNE,4–6,4,0.8747239125535273,0.6671265521133827,1.2606885809431736,0.25958333333333333,5.0,5.346666666666667
t2,1,1,NNE,6–8,2,0.680902803413888,0.63843863783851,0.7233669689892659,0.115,7.1850000000000005,4.925833333333333
t2,1,2,NE,2–4,250,1.2775234313804933,0.7834689890082334,1.979221563460694,0.13576400000000002,2.9428,4.200663333333333
t2,1,2,NE,4–6,146,1.0766902515723271,0.5755600459597724,1.5853729738926008,0.2675684931506849,4.899452054794521,5.488778538812785
t2,1,2,NE,6–8,78,1.1681412368897939,0.9020540153529666,1.3636955910183621,0.4858760683760684,7.008589743589743,7.766858974358975
t2,1,2,NE,8–10,41,1.2556053811659194,1.205992509363296,1.3623361144219308,0.8479674796747967,8.82390243902439,11.095243902439023
t2,1,2,NE,10–12,9,1.2083333333333333,1.1743348982785604,1.2469622331691297,0.9188888888888889,10.385555555555555,12.120925925925926
t2,1,3,ENE,2–4,574,1.4018778486497947,0.8773181555780055,1.945632084007263,0.16845238095238094,3.1330139372822297,4.641396631823461
t2,1,3,ENE,4–6,1039,1.2273295809881175,0.8762929612991783,1.6300522637713253,0.32200208533846647,5.013820981713185,6.254334616618543
t2,1,3,ENE,6–8,842,1.2542915870950297,0.9339453580375524,1.5616754582267687,0.5765678939034046,6.974940617577197,8.566108076009503
t2,1,3,ENE,8–10,415,1.2743055555555556,1.0337648855584867,1.4426527436778265,0.7558995983935742,8.786915662650603,10.547678714859439
t2,1,3,ENE,10–12,86,1.202829636985062,1.0863032332040607,1.3387413962635202,0.9401511627906977,10.772674418604652,13.030697674418606
t2,1,3,ENE,12+,38,0.9497577831454643,0.8919921163704625,1.0910343604719612,0.9378070175438598,13.27157894736842,13.049780701754386
t2,1,4,E,2–4,597,1.2789566755083996,0.7285298398835516,1.839959225280326,0.13796203238414292,3.1156113902847573,4.19463707426019
t2,1,4,E,4–6,773,1.2535580524344567,0.9126679462571977,1.6186440677966103,0.3246313065976714,4.98457956015524,6.260804225959465
t2,1,4,E,6–8,800,1.3062928423401883,0.9897934912153838,1.5574251495531566,0.6161572916666667,6.9880625,8.804469791666667
t2,1,4,E,8–10,460,1.2703627814615608,1.0761953956436676,1.4121878305513271,0.8183840579710144,8.857,10.877115942028986
t2,1,4,E,10–12,155,1.1997549019607843,1.0950193085016744,1.3015235070392406,0.9457365591397849,10.722516129032257,12.800387096774193
t2,1,4,E,12+,13,1.0011330160888283,0.892258382642998,1.075255788906839,0.8902564102564103,12.920769230769231,12.719871794871795
t2,1,5,ESE,2–4,192,1.3878826374700963,0.8967965584930878,2.122538641064341,0.15166666666666667,2.9053645833333337,4.3634375
t2,1,5,ESE,4–6,64,1.17444122652006,0.7249375723247458,1.468361472678111,0.21919270833333332,4.77734375,5.261067708333333
t2,1,5,ESE,6–8,7,1.017409114183308,0.8308041165184024,1.2068859478196283,0.3685714285714286,6.774285714285715,6.905
t2,1,5,ESE,8–10,3,0.9992380952380954,0.8317526762643043,1.1371993474049151,0.5422222222222222,9.04,8.88388888888889
t2,1,5,ESE,10–12,1,0.8070807080708071,0.8070807080708071,0.8070807080708071,0.5866666666666667,11.11,8.966666666666667
t2,1,6,SE,2–4,79,1.535932721712538,0.881066062060994,2.1221080133921593,0.12951898734177214,2.6375949367088607,3.9983628691983117
t2,1,6,SE,4–6,6,0.5018400904127469,0.2967180929219233,0.6678116366510797,0.05527777777777778,4.825,2.607222222222222
t2,1,7,SSE,2–4,78,1.3080608718766613,0.6955383198999444,1.8552458748686491,0.13354700854700854,2.5715384615384616,3.791816239316239
t2,1,7,SSE,4–6,10,0.826931473776134,0.2820313963000562,1.5657466063348415,0.21433333333333335,4.534000000000001,4.467499999999999
t2,1,7,SSE,6–8,1,1.1024416135881103,1.1024416135881103,1.1024416135881103,0.335,6.28,6.923333333333333
t2,1,7,SSE,10–12,1,0.37380095923261397,0.37380095923261397,0.37380095923261397,0.09333333333333334,11.12,4.156666666666667
t2,1,8,S,2–4,84,1.1604660045836517,0.6414784953497376,2.137684686465385,0.14478174603174604,2.860595238095238,3.895218253968254
t2,1,8,S,4–6,27,0.8555286521388217,0.5720125724259664,1.4530578898225959,0.23746913580246914,4.651851851851852,4.930123456790124
t2,1,8,S,6–8,15,0.8412309368191722,0.582049915817543,1.2627803273323208,0.30644444444444446,6.699333333333333,6.130222222222222
t2,1,8,S,8–10,3,0.35446570972886765,0.32219083805771115,0.4785533830757184,0.07444444444444445,8.34,3.466111111111111
t2,1,9,SSW,2–4,137,1.126,0.737603305785124,1.6974789915966386,0.10177615571776155,2.886861313868613,3.659221411192214
t2,1,9,SSW,4–6,40,1.0622089876736742,0.7283326896931159,1.4302727510749924,0.26275,4.8025,5.625875
t2,1,9,SSW,6–8,13,0.820938468348827,0.441468253968254,1.138292799237005,0.32448717948717953,6.973846153846154,6.13448717948718
t2,1,9,SSW,8–10,2,0.9129676789251258,0.9054875544237247,0.9204478034265269,0.5766666666666667,9.559999999999999,8.723333333333333
t2,1,9,SSW,10–12,1,0.7988774555659496,0.7988774555659496,0.7988774555659496,0.5616666666666666,10.69,8.540000000000001
t2,1,10,SW,2–4,336,1.2549627791563274,0.7166884972612526,1.8200272729656728,0.11316468253968254,2.9689583333333336,3.8812251984126984
t2,1,10,SW,4–6,217,1.0267962308598353,0.615664845173042,1.3445243804956035,0.21557603686635946,4.9082949308755754,5.119051459293395
t2,1,10,SW,6–8,119,1.168866886688669,0.8941038328102395,1.508004262525378,0.5164985994397759,6.840000000000001,8.043613445378151
t2,1,10,SW,8–10,32,1.0961178098205915,0.9270993952595226,1.250967229256076,0.6503645833333334,8.678749999999999,9.178645833333333
t2,1,10,SW,10–12,5,1.1588319088319088,1.1076830006049605,1.2849162011173183,0.759,11.086,11.573666666666664
t2,1,10,SW,12+,1,0.31781518499035594,0.31781518499035594,0.31781518499035594,0.01,19.01,6.041666666666667
t2,1,11,WSW,2–4,556,1.1585435609437216,0.6422864036332672,1.6992503875217981,0.1022931654676259,3.100953237410072,3.778986810551559
t2,1,11,WSW,4–6,897,1.0684421534936999,0.5606837606837607,1.371069182389937,0.2207705314009662,5.013400222965441,5.152450575994054
t2,1,11,WSW,6–8,818,1.0173410325938994,0.7380045011252813,1.2388953130255038,0.3859413202933985,6.942493887530563,6.792141401792991
t2,1,11,WSW,8–10,603,1.0325647249190937,0.7853757653598634,1.2072955161369796,0.6089148700939745,8.89759535655058,8.702605859590935
t2,1,11,WSW,10–12,329,0.941420664206642,0.7899259259259259,1.0576584507042255,0.7235815602836879,10.902917933130698,9.744303444782169
t2,1,11,WSW,12+,348,0.8787620993688476,0.7611287380740726,0.9543723588364903,0.8598448275862068,14.164655172413793,11.736155172413792
t2,1,12,W,2–4,430,1.111202485380117,0.6410194174757282,1.7048587329853027,0.09943643410852712,3.0226511627906976,3.7119317829457366
t2,1,12,W,4–6,489,1.0302083333333334,0.6331120943952804,1.3194139194139196,0.20621540558963872,5.013374233128834,5.113952965235174
t2,1,12,W,6–8,482,0.9640096769267081,0.7090585443037974,1.157696947094337,0.3579799446749654,6.995477178423237,6.640019017980636
t2,1,12,W,8–10,414,0.9579753508394815,0.7584621834775785,1.1373050821156903,0.545006843800322,8.941763285024154,8.25320531400966
t2,1,12,W,10–12,302,0.9261752964435245,0.7447998307249108,1.0409641489974044,0.6974282560706402,10.91635761589404,9.61853752759382
t2,1,12,W,12+,298,0.8412412503017137,0.7502185206154335,0.9302950409125199,0.8536286353467561,14.30479865771812,11.614023489932885
t2,1,13,WNW,2–4,204,0.9766839043309632,0.6736272550139417,1.4528186274509807,0.08111928104575163,2.963088235294118,3.372609477124183
t2,1,13,WNW,4–6,134,0.935987337138688,0.6633316532258065,1.196280359141773,0.16164179104477613,4.907910447761194,4.725160447761194
t2,1,13,WNW,6–8,91,0.8324968632371393,0.639335825253889,1.1078471230222477,0.2929230769230769,6.9314285714285715,6.023981684981685
t2,1,13,WNW,8–10,66,0.9273399990492639,0.7084719474914583,1.127626179750674,0.5064141414141414,8.897878787878788,8.005883838383838
