lat,lon,elevation_m,i,j,x_m,y_m
47.959508,67.939587,404.0,3,3,-4500,-4500
47.959508,67.9463,402.0,4,3,-4000,-4500
47.959508,67.953012,406.0,5,3,-3500,-4500
47.959508,67.959725,407.0,6,3,-3000,-4500
47.959508,67.966437,406.0,7,3,-2500,-4500
47.959508,67.97315,407.0,8,3,-2000,-4500
47.959508,67.979862,406.0,9,3,-1500,-4500
47.959508,67.986575,408.0,10,3,-1000,-4500
47.959508,67.993287,404.0,11,3,-500,-4500
47.959508,68.0,401.0,12,3,0,-4500
47.959508,68.006713,407.0,13,3,500,-4500
47.959508,68.013425,407.0,14,3,1000,-4500
47.959508,68.020138,408.0,15,3,1500,-4500
47.959508,68.02685,414.0,16,3,2000,-4500
47.959508,68.033563,419.0,17,3,2500,-4500
47.959508,68.040275,418.0,18,3,3000,-4500
47.959508,68.046988,413.0,19,3,3500,-4500
47.959508,68.0537,411.0,20,3,4000,-4500
47.959508,68.060413,410.0,21,3,4500,-4500
47.959508,68.067125,410.0,22,3,5000,-4500
47.959508,68.073838,411.0,23,3,5500,-4500
47.959508,68.08055,412.0,24,3,6000,-4500
47.964007,67.91945,398.0,0,4,-6000,-4000
47.964007,67.926162,400.0,1,4,-5500,-4000
47.964007,67.932875,403.0,2,4,-5000,-4000
47.964007,67.939587,397.0,3,4,-4500,-4000
47.964007,67.9463,400.0,4,4,-4000,-4000
47.964007,67.953012,408.0,5,4,-3500,-4000
47.964007,67.959725,404.0,6,4,-3000,-4000
47.964007,67.966437,404.0,7,4,-2500,-4000
47.964007,67.97315,406.0,8,4,-2000,-4000
47.964007,67.979862,404.0,9,4,-1500,-4000
47.964007,67.986575,404.0,10,4,-1000,-4000
47.964007,67.993287,399.0,11,4,-500,-4000
47.964007,68.0,399.0,12,4,0,-4000
47.964007,68.006713,404.0,13,4,500,-4000
47.964007,68.013425,405.0,14,4,1000,-4000
47.964007,68.020138,404.0,15,4,1500,-4000
47.964007,68.02685,408.0,16,4,2000,-4000
47.964007,68.033563,411.0,17,4,2500,-4000
47.964007,68.040275,417.0,18,4,3000,-4000
47.964007,68.046988,414.0,19,4,3500,-4000
47.964007,68.0537,415.0,20,4,4000,-4000
47.964007,68.060413,415.0,21,4,4500,-4000
47.964007,68.067125,411.0,22,4,5000,-4000
47.964007,68.073838,417.0,23,4,5500,-4000
47.964007,68.08055,416.0,24,4,6000,-4000
47.968506,67.91945,392.0,0,5,-6000,-3500
47.968506,67.926162,393.0,1,5,-5500,-3500
47.968506,67.932875,398.0,2,5,-5000,-3500
47.968506,67.939587,394.0,3,5,-4500,-3500
47.968506,67.9463,399.0,4,5,-4000,-3500
47.968506,67.953012,405.0,5,5,-3500,-3500
47.968506,67.959725,400.0,6,5,-3000,-3500
47.968506,67.966437,403.0,7,5,-2500,-3500
47.968506,67.97315,402.0,8,5,-2000,-3500
47.968506,67.979862,400.0,9,5,-1500,-3500
47.968506,67.986575,400.0,10,5,-1000,-3500
47.968506,67.993287,395.0,11,5,-500,-3500
47.968506,68.0,402.0,12,5,0,-3500
47.968506,68.006713,403.0,13,5,500,-3500
47.968506,68.013425,399.0,14,5,1000,-3500
47.968506,68.020138,400.0,15,5,1500,-3500
47.968506,68.02685,404.0,16,5,2000,-3500
47.968506,68.033563,405.0,17,5,2500,-3500
47.968506,68.040275,408.0,18,5,3000,-3500
47.968506,68.046988,414.0,19,5,3500,-3500
47.968506,68.0537,419.0,20,5,4000,-3500
47.968506,68.060413,418.0,21,5,4500,-3500
47.968506,68.067125,416.0,22,5,5000,-3500
47.968506,68.073838,408.0,23,5,5500,-3500
47.968506,68.08055,411.0,24,5,6000,-3500
47.973005,67.91945,385.0,0,6,-6000,-3000
47.973005,67.926162,392.0,1,6,-5500,-3000
47.973005,67.932875,392.0,2,6,-5000,-3000
47.973005,67.939587,393.0,3,6,-4500,-3000
47.973005,67.9463,400.0,4,6,-4000,-3000
47.973005,67.953012,400.0,5,6,-3500,-3000
47.973005,67.959725,398.0,6,6,-3000,-3000
47.973005,67.966437,403.0,7,6,-2500,-3000
47.973005,67.97315,402.0,8,6,-2000,-3000
47.973005,67.979862,397.0,9,6,-1500,-3000
47.973005,67.986575,396.0,10,6,-1000,-3000
47.973005,67.993287,399.0,11,6,-500,-3000
47.973005,68.0,401.0,12,6,0,-3000
47.973005,68.006713,401.0,13,6,500,-3000
47.973005,68.013425,397.0,14,6,1000,-3000
47.973005,68.020138,397.0,15,6,1500,-3000
47.973005,68.02685,401.0,16,6,2000,-3000
47.973005,68.033563,402.0,17,6,2500,-3000
47.973005,68.040275,406.0,18,6,3000,-3000
47.973005,68.046988,408.0,19,6,3500,-3000
47.973005,68.0537,413.0,20,6,4000,-3000
47.973005,68.060413,415.0,21,6,4500,-3000
47.973005,68.067125,412.0,22,6,5000,-3000
47.973005,68.073838,408.0,23,6,5500,-3000
47.973005,68.08055,409.0,24,6,6000,-3000
47.977504,67.91945,382.0,0,7,-6000,-2500
47.977504,67.926162,381.0,1,7,-5500,-2500
47.977504,67.932875,387.0,2,7,-5000,-2500
47.977504,67.939587,390.0,3,7,-4500,-2500
47.977504,67.9463,392.0,4,7,-4000,-2500
47.977504,67.953012,397.0,5,7,-3500,-2500
47.977504,67.959725,393.0,6,7,-3000,-2500
47.977504,67.966437,401.0,7,7,-2500,-2500
47.977504,67.97315,400.0,8,7,-2000,-2500
47.977504,67.979862,398.0,9,7,-1500,-2500
47.977504,67.986575,392.0,10,7,-1000,-2500
47.977504,67.993287,400.0,11,7,-500,-2500
47.977504,68.0,401.0,12,7,0,-2500
47.977504,68.006713,397.0,13,7,500,-2500
47.977504,68.013425,395.0,14,7,1000,-2500
47.977504,68.020138,396.0,15,7,1500,-2500
47.977504,68.02685,400.0,16,7,2000,-2500
47.977504,68.033563,400.0,17,7,2500,-2500
47.977504,68.040275,401.0,18,7,3000,-2500
47.977504,68.046988,404.0,19,7,3500,-2500
47.977504,68.0537,404.0,20,7,4000,-2500
47.977504,68.060413,405.0,21,7,4500,-2500
47.977504,68.067125,405.0,22,7,5000,-2500
47.977504,68.073838,404.0,23,7,5500,-2500
47.977504,68.08055,404.0,24,7,6000,-2500
47.982003,67.91945,380.0,0,8,-6000,-2000
47.982003,67.926162,378.0,1,8,-5500,-2000
47.982003,67.932875,380.0,2,8,-5000,-2000
47.982003,67.939587,380.0,3,8,-4500,-2000
47.982003,67.9463,381.0,4,8,-4000,-2000
47.982003,67.953012,390.0,5,8,-3500,-2000
47.982003,67.959725,390.0,6,8,-3000,-2000
47.982003,67.966437,393.0,7,8,-2500,-2000
47.982003,67.97315,395.0,8,8,-2000,-2000
47.982003,67.979862,395.0,9,8,-1500,-2000
47.982003,67.986575,391.0,10,8,-1000,-2000
47.982003,67.993287,400.0,11,8,-500,-2000
47.982003,68.0,399.0,12,8,0,-2000
47.982003,68.006713,395.0,13,8,500,-2000
47.982003,68.013425,393.0,14,8,1000,-2000
47.982003,68.020138,397.0,15,8,1500,-2000
47.982003,68.02685,399.0,16,8,2000,-2000
47.982003,68.033563,398.0,17,8,2500,-2000
47.982003,68.040275,398.0,18,8,3000,-2000
47.982003,68.046988,399.0,19,8,3500,-2000
47.982003,68.0537,402.0,20,8,4000,-2000
47.982003,68.060413,402.0,21,8,4500,-2000
47.982003,68.067125,401.0,22,8,5000,-2000
47.982003,68.073838,403.0,23,8,5500,-2000
47.982003,68.08055,403.0,24,8,6000,-2000
47.986503,67.91945,376.0,0,9,-6000,-1500
47.986503,67.926162,375.0,1,9,-5500,-1500
47.986503,67.932875,378.0,2,9,-5000,-1500
47.986503,67.939587,376.0,3,9,-4500,-1500
47.986503,67.9463,378.0,4,9,-4000,-1500
47.986503,67.953012,378.0,5,9,-3500,-1500
47.986503,67.959725,382.0,6,9,-3000,-1500
47.986503,67.966437,386.0,7,9,-2500,-1500
47.986503,67.97315,390.0,8,9,-2000,-1500
47.986503,67.979862,394.0,9,9,-1500,-1500
47.986503,67.986575,391.0,10,9,-1000,-1500
47.986503,67.993287,397.0,11,9,-500,-1500
47.986503,68.0,397.0,12,9,0,-1500
47.986503,68.006713,395.0,13,9,500,-1500
47.986503,68.013425,392.0,14,9,1000,-1500
47.986503,68.020138,396.0,15,9,1500,-1500
47.986503,68.02685,396.0,16,9,2000,-1500
47.986503,68.033563,397.0,17,9,2500,-1500
47.986503,68.040275,396.0,18,9,3000,-1500
47.986503,68.046988,397.0,19,9,3500,-1500
47.986503,68.0537,400.0,20,9,4000,-1500
47.986503,68.060413,401.0,21,9,4500,-1500
47.986503,68.067125,399.0,22,9,5000,-1500
47.986503,68.073838,401.0,23,9,5500,-1500
47.986503,68.08055,404.0,24,9,6000,-1500
47.991002,67.91945,373.0,0,10,-6000,-1000
47.991002,67.926162,374.0,1,10,-5500,-1000
47.991002,67.932875,374.0,2,10,-5000,-1000
47.991002,67.939587,375.0,3,10,-4500,-1000
47.991002,67.9463,376.0,4,10,-4000,-1000
47.991002,67.953012,378.0,5,10,-3500,-1000
47.991002,67.959725,381.0,6,10,-3000,-1000
47.991002,67.966437,381.0,7,10,-2500,-1000
47.991002,67.97315,383.0,8,10,-2000,-1000
47.991002,67.979862,383.0,9,10,-1500,-1000
47.991002,67.986575,385.0,10,10,-1000,-1000
47.991002,67.993287,387.0,11,10,-500,-1000
47.991002,68.0,391.0,12,10,0,-1000
47.991002,68.006713,390.0,13,10,500,-1000
47.991002,68.013425,390.0,14,10,1000,-1000
47.991002,68.020138,394.0,15,10,1500,-1000
47.991002,68.02685,393.0,16,10,2000,-1000
47.991002,68.033563,395.0,17,10,2500,-1000
47.991002,68.040275,393.0,18,10,3000,-1000
47.991002,68.046988,395.0,19,10,3500,-1000
47.991002,68.0537,398.0,20,10,4000,-1000
47.991002,68.060413,398.0,21,10,4500,-1000
47.991002,68.067125,398.0,22,10,5000,-1000
47.991002,68.073838,402.0,23,10,5500,-1000
47.991002,68.08055,402.0,24,10,6000,-1000
47.995501,67.91945,373.0,0,11,-6000,-500
47.995501,67.926162,376.0,1,11,-5500,-500
47.995501,67.932875,377.0,2,11,-5000,-500
47.995501,67.939587,378.0,3,11,-4500,-500
47.995501,67.9463,376.0,4,11,-4000,-500
47.995501,67.953012,376.0,5,11,-3500,-500
47.995501,67.959725,377.0,6,11,-3000,-500
47.995501,67.966437,379.0,7,11,-2500,-500
47.995501,67.97315,380.0,8,11,-2000,-500
47.995501,67.979862,382.0,9,11,-1500,-500
47.995501,67.986575,383.0,10,11,-1000,-500
47.995501,67.993287,384.0,11,11,-500,-500
47.995501,68.0,384.0,12,11,0,-500
47.995501,68.006713,387.0,13,11,500,-500
47.995501,68.013425,387.0,14,11,1000,-500
47.995501,68.020138,390.0,15,11,1500,-500
47.995501,68.02685,391.0,16,11,2000,-500
47.995501,68.033563,392.0,17,11,2500,-500
47.995501,68.040275,391.0,18,11,3000,-500
47.995501,68.046988,395.0,19,11,3500,-500
47.995501,68.0537,399.0,20,11,4000,-500
47.995501,68.060413,395.0,21,11,4500,-500
47.995501,68.067125,398.0,22,11,5000,-500
47.995501,68.073838,402.0,23,11,5500,-500
47.995501,68.08055,402.0,24,11,6000,-500
48.0,67.91945,378.0,0,12,-6000,0
48.0,67.926162,380.0,1,12,-5500,0
48.0,67.932875,380.0,2,12,-5000,0
48.0,67.939587,382.0,3,12,-4500,0
48.0,67.9463,382.0,4,12,-4000,0
48.0,67.953012,381.0,5,12,-3500,0
48.0,67.959725,378.0,6,12,-3000,0
48.0,67.966437,378.0,7,12,-2500,0
48.0,67.97315,379.0,8,12,-2000,0
48.0,67.979862,379.0,9,12,-1500,0
48.0,67.986575,381.0,10,12,-1000,0
48.0,67.993287,382.0,11,12,-500,0
48.0,68.0,383.0,12,12,0,0
48.0,68.006713,385.0,13,12,500,0
48.0,68.013425,385.0,14,12,1000,0
48.0,68.020138,387.0,15,12,1500,0
48.0,68.02685,388.0,16,12,2000,0
48.0,68.033563,388.0,17,12,2500,0
48.0,68.040275,390.0,18,12,3000,0
48.0,68.046988,391.0,19,12,3500,0
48.0,68.0537,395.0,20,12,4000,0
48.0,68.060413,393.0,21,12,4500,0
48.0,68.067125,400.0,22,12,5000,0
48.0,68.073838,399.0,23,12,5500,0
48.0,68.08055,401.0,24,12,6000,0
48.004499,67.91945,381.0,0,13,-6000,500
48.004499,67.926162,382.0,1,13,-5500,500
48.004499,67.932875,384.0,2,13,-5000,500
48.004499,67.939587,383.0,3,13,-4500,500
48.004499,67.9463,385.0,4,13,-4000,500
48.004499,67.953012,384.0,5,13,-3500,500
48.004499,67.959725,382.0,6,13,-3000,500
48.004499,67.966437,382.0,7,13,-2500,500
48.004499,67.97315,382.0,8,13,-2000,500
48.004499,67.979862,382.0,9,13,-1500,500
48.004499,67.986575,381.0,10,13,-1000,500
48.004499,67.993287,381.0,11,13,-500,500
48.004499,68.0,382.0,12,13,0,500
48.004499,68.006713,383.0,13,13,500,500
48.004499,68.013425,383.0,14,13,1000,500
48.004499,68.020138,384.0,15,13,1500,500
48.004499,68.02685,385.0,16,13,2000,500
48.004499,68.033563,386.0,17,13,2500,500
48.004499,68.040275,387.0,18,13,3000,500
48.004499,68.046988,388.0,19,13,3500,500
48.004499,68.0537,390.0,20,13,4000,500
48.004499,68.060413,391.0,21,13,4500,500
48.004499,68.067125,393.0,22,13,5000,500
48.004499,68.073838,398.0,23,13,5500,500
48.004499,68.08055,400.0,24,13,6000,500
48.008998,67.91945,386.0,0,14,-6000,1000
48.008998,67.926162,386.0,1,14,-5500,1000
48.008998,67.932875,389.0,2,14,-5000,1000
48.008998,67.939587,386.0,3,14,-4500,1000
48.008998,67.9463,386.0,4,14,-4000,1000
48.008998,67.953012,387.0,5,14,-3500,1000
48.008998,67.959725,386.0,6,14,-3000,1000
48.008998,67.966437,388.0,7,14,-2500,1000
48.008998,67.97315,387.0,8,14,-2000,1000
48.008998,67.979862,385.0,9,14,-1500,1000
48.008998,67.986575,384.0,10,14,-1000,1000
48.008998,67.993287,383.0,11,14,-500,1000
48.008998,68.0,383.0,12,14,0,1000
48.008998,68.006713,383.0,13,14,500,1000
48.008998,68.013425,385.0,14,14,1000,1000
48.008998,68.020138,385.0,15,14,1500,1000
48.008998,68.02685,386.0,16,14,2000,1000
48.008998,68.033563,387.0,17,14,2500,1000
48.008998,68.040275,387.0,18,14,3000,1000
48.008998,68.046988,387.0,19,14,3500,1000
48.008998,68.0537,389.0,20,14,4000,1000
48.008998,68.060413,390.0,21,14,4500,1000
48.008998,68.067125,390.0,22,14,5000,1000
48.008998,68.073838,397.0,23,14,5500,1000
48.008998,68.08055,399.0,24,14,6000,1000
48.013497,67.91945,392.0,0,15,-6000,1500
48.013497,67.926162,389.0,1,15,-5500,1500
48.013497,67.932875,395.0,2,15,-5000,1500
48.013497,67.939587,391.0,3,15,-4500,1500
48.013497,67.9463,389.0,4,15,-4000,1500
48.013497,67.953012,391.0,5,15,-3500,1500
48.013497,67.959725,389.0,6,15,-3000,1500
48.013497,67.966437,389.0,7,15,-2500,1500
48.013497,67.97315,391.0,8,15,-2000,1500
48.013497,67.979862,388.0,9,15,-1500,1500
48.013497,67.986575,389.0,10,15,-1000,1500
48.013497,67.993287,386.0,11,15,-500,1500
48.013497,68.0,387.0,12,15,0,1500
48.013497,68.006713,388.0,13,15,500,1500
48.013497,68.013425,387.0,14,15,1000,1500
48.013497,68.020138,387.0,15,15,1500,1500
48.013497,68.02685,388.0,16,15,2000,1500
48.013497,68.033563,388.0,17,15,2500,1500
48.013497,68.040275,389.0,18,15,3000,1500
48.013497,68.046988,389.0,19,15,3500,1500
48.013497,68.0537,389.0,20,15,4000,1500
48.013497,68.060413,389.0,21,15,4500,1500
48.013497,68.067125,390.0,22,15,5000,1500
48.013497,68.073838,391.0,23,15,5500,1500
48.013497,68.08055,394.0,24,15,6000,1500
48.017997,67.91945,395.0,0,16,-6000,2000
48.017997,67.926162,395.0,1,16,-5500,2000
48.017997,67.932875,399.0,2,16,-5000,2000
48.017997,67.939587,397.0,3,16,-4500,2000
48.017997,67.9463,394.0,4,16,-4000,2000
48.017997,67.953012,395.0,5,16,-3500,2000
48.017997,67.959725,392.0,6,16,-3000,2000
48.017997,67.966437,395.0,7,16,-2500,2000
48.017997,67.97315,394.0,8,16,-2000,2000
48.017997,67.979862,393.0,9,16,-1500,2000
48.017997,67.986575,392.0,10,16,-1000,2000
48.017997,67.993287,392.0,11,16,-500,2000
48.017997,68.0,390.0,12,16,0,2000
48.017997,68.006713,390.0,13,16,500,2000
48.017997,68.013425,390.0,14,16,1000,2000
48.017997,68.020138,389.0,15,16,1500,2000
48.017997,68.02685,389.0,16,16,2000,2000
48.017997,68.033563,390.0,17,16,2500,2000
48.017997,68.040275,390.0,18,16,3000,2000
48.017997,68.046988,390.0,19,16,3500,2000
48.017997,68.0537,390.0,20,16,4000,2000
48.017997,68.060413,390.0,21,16,4500,2000
48.017997,68.067125,390.0,22,16,5000,2000
48.017997,68.073838,390.0,23,16,5500,2000
48.017997,68.08055,391.0,24,16,6000,2000
48.022496,67.91945,400.0,0,17,-6000,2500
48.022496,67.926162,405.0,1,17,-5500,2500
48.022496,67.932875,404.0,2,17,-5000,2500
48.022496,67.939587,402.0,3,17,-4500,2500
48.022496,67.9463,398.0,4,17,-4000,2500
48.022496,67.953012,399.0,5,17,-3500,2500
48.022496,67.959725,397.0,6,17,-3000,2500
48.022496,67.966437,399.0,7,17,-2500,2500
48.022496,67.97315,398.0,8,17,-2000,2500
48.022496,67.979862,399.0,9,17,-1500,2500
48.022496,67.986575,397.0,10,17,-1000,2500
48.022496,67.993287,397.0,11,17,-500,2500
48.022496,68.0,396.0,12,17,0,2500
48.022496,68.006713,394.0,13,17,500,2500
48.022496,68.013425,393.0,14,17,1000,2500
48.022496,68.020138,391.0,15,17,1500,2500
48.022496,68.02685,392.0,16,17,2000,2500
48.022496,68.033563,391.0,17,17,2500,2500
48.022496,68.040275,392.0,18,17,3000,2500
48.022496,68.046988,392.0,19,17,3500,2500
48.022496,68.0537,392.0,20,17,4000,2500
48.022496,68.060413,392.0,21,17,4500,2500
48.022496,68.067125,393.0,22,17,5000,2500
48.022496,68.073838,393.0,23,17,5500,2500
48.022496,68.08055,392.0,24,17,6000,2500
48.026995,67.91945,405.0,0,18,-6000,3000
48.026995,67.926162,406.0,1,18,-5500,3000
48.026995,67.932875,407.0,2,18,-5000,3000
48.026995,67.939587,406.0,3,18,-4500,3000
48.026995,67.9463,400.0,4,18,-4000,3000
48.026995,67.953012,402.0,5,18,-3500,3000
48.026995,67.959725,402.0,6,18,-3000,3000
48.026995,67.966437,405.0,7,18,-2500,3000
48.026995,67.97315,402.0,8,18,-2000,3000
48.026995,67.979862,404.0,9,18,-1500,3000
48.026995,67.986575,400.0,10,18,-1000,3000
48.026995,67.993287,402.0,11,18,-500,3000
48.026995,68.0,398.0,12,18,0,3000
48.026995,68.006713,397.0,13,18,500,3000
48.026995,68.013425,396.0,14,18,1000,3000
48.026995,68.020138,393.0,15,18,1500,3000
48.026995,68.02685,393.0,16,18,2000,3000
48.026995,68.033563,394.0,17,18,2500,3000
48.026995,68.040275,393.0,18,18,3000,3000
48.026995,68.046988,394.0,19,18,3500,3000
48.026995,68.0537,394.0,20,18,4000,3000
48.026995,68.060413,394.0,21,18,4500,3000
48.026995,68.067125,395.0,22,18,5000,3000
48.026995,68.073838,394.0,23,18,5500,3000
48.026995,68.08055,395.0,24,18,6000,3000
48.031494,67.91945,411.0,0,19,-6000,3500
48.031494,67.926162,413.0,1,19,-5500,3500
48.031494,67.932875,412.0,2,19,-5000,3500
48.031494,67.939587,409.0,3,19,-4500,3500
48.031494,67.9463,403.0,4,19,-4000,3500
48.031494,67.953012,407.0,5,19,-3500,3500
48.031494,67.959725,407.0,6,19,-3000,3500
48.031494,67.966437,410.0,7,19,-2500,3500
48.031494,67.97315,407.0,8,19,-2000,3500
48.031494,67.979862,411.0,9,19,-1500,3500
48.031494,67.986575,404.0,10,19,-1000,3500
48.031494,67.993287,408.0,11,19,-500,3500
48.031494,68.0,403.0,12,19,0,3500
48.031494,68.006713,401.0,13,19,500,3500
48.031494,68.013425,400.0,14,19,1000,3500
48.031494,68.020138,396.0,15,19,1500,3500
48.031494,68.02685,394.0,16,19,2000,3500
48.031494,68.033563,395.0,17,19,2500,3500
48.031494,68.040275,394.0,18,19,3000,3500
48.031494,68.046988,395.0,19,19,3500,3500
48.031494,68.0537,395.0,20,19,4000,3500
48.031494,68.060413,395.0,21,19,4500,3500
48.031494,68.067125,396.0,22,19,5000,3500
48.031494,68.073838,396.0,23,19,5500,3500
48.031494,68.08055,397.0,24,19,6000,3500
48.035993,67.91945,426.0,0,20,-6000,4000
48.035993,67.926162,426.0,1,20,-5500,4000
48.035993,67.932875,419.0,2,20,-5000,4000
48.035993,67.939587,410.0,3,20,-4500,4000
48.035993,67.9463,410.0,4,20,-4000,4000
48.035993,67.953012,415.0,5,20,-3500,4000
48.035993,67.959725,416.0,6,20,-3000,4000
48.035993,67.966437,416.0,7,20,-2500,4000
48.035993,67.97315,414.0,8,20,-2000,4000
48.035993,67.979862,416.0,9,20,-1500,4000
48.035993,67.986575,410.0,10,20,-1000,4000
48.035993,67.993287,413.0,11,20,-500,4000
48.035993,68.0,407.0,12,20,0,4000
48.035993,68.006713,406.0,13,20,500,4000
48.035993,68.013425,404.0,14,20,1000,4000
48.035993,68.020138,396.0,15,20,1500,4000
48.035993,68.02685,397.0,16,20,2000,4000
48.035993,68.033563,398.0,17,20,2500,4000
48.035993,68.040275,398.0,18,20,3000,4000
48.035993,68.046988,397.0,19,20,3500,4000
48.035993,68.0537,397.0,20,20,4000,4000
48.035993,68.060413,397.0,21,20,4500,4000
48.035993,68.067125,400.0,22,20,5000,4000
48.035993,68.073838,399.0,23,20,5500,4000
48.035993,68.08055,397.0,24,20,6000,4000
48.040492,67.91945,427.0,0,21,-6000,4500
48.040492,67.926162,437.0,1,21,-5500,4500
48.040492,67.932875,425.0,2,21,-5000,4500
48.040492,67.939587,414.0,3,21,-4500,4500
48.040492,67.9463,421.0,4,21,-4000,4500
48.040492,67.953012,424.0,5,21,-3500,4500
48.040492,67.959725,426.0,6,21,-3000,4500
48.040492,67.966437,422.0,7,21,-2500,4500
48.040492,67.97315,419.0,8,21,-2000,4500
48.040492,67.979862,427.0,9,21,-1500,4500
48.040492,67.986575,415.0,10,21,-1000,4500
48.040492,67.993287,415.0,11,21,-500,4500
48.040492,68.0,412.0,12,21,0,4500
48.040492,68.006713,411.0,13,21,500,4500
48.040492,68.013425,405.0,14,21,1000,4500
48.040492,68.020138,398.0,15,21,1500,4500
48.040492,68.02685,401.0,16,21,2000,4500
48.040492,68.033563,400.0,17,21,2500,4500
48.040492,68.040275,400.0,18,21,3000,4500
48.040492,68.046988,399.0,19,21,3500,4500
48.040492,68.0537,399.0,20,21,4000,4500
48.040492,68.060413,400.0,21,21,4500,4500
48.040492,68.067125,401.0,22,21,5000,4500
48.040492,68.073838,402.0,23,21,5500,4500
48.040492,68.08055,400.0,24,21,6000,4500
48.044992,67.91945,434.0,0,22,-6000,5000
48.044992,67.926162,444.0,1,22,-5500,5000
48.044992,67.932875,421.0,2,22,-5000,5000
48.044992,67.939587,425.0,3,22,-4500,5000
48.044992,67.9463,437.0,4,22,-4000,5000
48.044992,67.953012,437.0,5,22,-3500,5000
48.044992,67.959725,434.0,6,22,-3000,5000
48.044992,67.966437,429.0,7,22,-2500,5000
48.044992,67.97315,429.0,8,22,-2000,5000
48.044992,67.979862,430.0,9,22,-1500,5000
48.044992,67.986575,420.0,10,22,-1000,5000
48.044992,67.993287,418.0,11,22,-500,5000
48.044992,68.0,416.0,12,22,0,5000
48.044992,68.006713,418.0,13,22,500,5000
48.044992,68.013425,405.0,14,22,1000,5000
